"","ARE","ARG","AUT","BGR","BOL","BRA","CAN","CHE","CHL","CHN","CIV","COL","CRI","CZE","DEU","DNK","DOM","ECU","ESP","EST","FIN","FJI","FRA","GBR","GRC","GTM","GUY","HKG","HUN","IRL","ISR","ITA","JAM","KHM","KOR","LBN","LKA","LVA","MEX","MKD","NLD","NOR","NZL","PAK","PAN","PER","POL","PRT","PRY","ROU","RUS","SAU","SDN","SLV","SVK","SVN","SWE","THA","TTO","TUR","TZA","UGA","URY","USA","ZAF","ZMB","ZWE","AUS","AZE","BIH","BLR","CYP","DZA","EGY","ETH","HRV","JOR","JPN","KEN","KGZ","LTU","MNE","MUS","NCL","SEN","SGP","SRB","SYR","TUN","ARM","MAC","MDG","MLT","MWI","NIC","TGO","VNM","GRL","ISL","MLI","ABW","AFG","AGO","ALB","BDI","BEN","BFA","BGD","BHR","BHS","BLZ","BMU","BRB","CAF","CMR","COD","COG","CUB","DJI","ERI","GAB","GEO","GHA","GIN","GMB","GNQ","GUM","HND","HTI","IDN","IND","IRN","IRQ","KAZ","KIR","KWT","LAO","LBR","LBY","MAR","MDA","MMR","MNG","MOZ","MRT","MYS","NER","NGA","NPL","OMN","PHL","PNG","PRK","PSE","QAT","RWA","SLE","SMR","SOM","SUR","SYC","TCD","TJK","TKM","TLS","UKR","UZB","VEN","GIB","GNB","KNA","MHL","MNP","WSM","FLK","ASM","ATA","FSM","PLW","SHN","SPM","ATF","TKL","VAT","HMD","SGS"
"CIV",20419140.1,3944836.56,24249512.89,5942182.05,538635,97310014.06,94912607.25,80770122.26,0,50769547.34,0,746491.23,5530,33331707,1120400429.25,7742926.61,1101768.45,6920578.35,293838493.03,100534277.96,7805278.97,37724,1183251907.51,312751260.33,63769501.42,8113,0,5869413.7,7511653.73,8873674.24,10334089.05,541400671.85,0,0,2814573.14,5777494.17,91217.88,3178477.63,16662935.85,2736829.66,1056225596.21,2213994.61,261482.09,8423406.77,7438085,543333.07,114994021.59,24473981.67,64496,14111581.09,66280088.96,7043316.54,378350.91,526726,17152742.53,11015405.46,2603044.88,5044318.53,269613.62,105310696.77,1191685.42,1945309.47,0,1123320270.07,41924454.83,348230.02,35449.03,9505099.3,50000,232234.96,1628623.9,5180102.32,122199574.72,4292221.31,353348.17,1229633.04,491447.82,17735222.4,1189825.45,5080.9,3014365.75,11309.87,4368469,418976.54,188396387.31,77140400.36,7387853.65,3735121.62,24947530.83,2402164.35,0,548315.16,49493181.79,0,0,138524529.31,79418942.16,12929,1062279.19,354757288.23,0,115595,14081595,40289,205211,103903125,410622977,2490673,214192,589865,699441,418239,58738,1567602,46863791,126491783,35776259,0,0,0,13168181,29504,450203510,57473395,61509388,148354660,0,78119,41271,39073394,178288378,3493084,0,0,0,90439,0,85282657,211923,11761606,0,0,0,404844,8172304,58921731,54212976,625151023,0,123457,2943269,0,15651,32527,1381171,16668,51286562,0,0,0,196016,4160356,0,0,0,31930130,0,42648,74964,8314992,6914,0,0,0,0,0,0,0,0,4654,0,0,0,0,0,0
"COL",12475458.04,136070884.59,16003211.36,10212485.49,105350954.64,657356647.88,416617217.97,1099190782.47,881452923.93,448215485.63,87760608.95,0,399401363.160001,31361376.08,869077428.36,121399956.6,770617970.049999,1500029812.49,706316597.85,9936375.62,89970246.79,131291.08,332038575.27,991767359.27,17526685.04,205558788.75,8358477.83,42692577.44,2935749.37,71647141.02,568914078.85,465637578.02,50014245.15,68193,118565276.1,3433227.28,1071919.11,1808132.01,675284644.9,1325753.92,1350388312.84,50444193.35,8135349.43,2231533.92,361546343.2,1047669342.12,85453835.06,202528817.96,7223304.16,23133611.95,107120896.27,6395424.94,126925,109500974.21,17756444.75,28337482.72,60533228.93,28046434.54,535355775.73,195277817.87,1905824.56,217140.25,20141169.13,14842051014.85,36860491.66,1396823.71,0,24593287.84,17932,15430093.84,4299681.4,354290048.35,263496.56,6303997.69,197290.63,35903590.96,3651195.52,377011282.98,567878.46,15913.41,1418736,65751.74,1778446.89,45421.63,1204519.29,441142338.5,9075693.41,7982439.08,672472.18,1355860.39,745964.6,344907.08,153246.68,380265.87,10606891.53,134969.85,4542872.12,341669.92,804897.59,445333.2,23561466,63974,850836,394012,27844,73716,48830,274525,1306852,44105851,1742742,545889,117851383,222637,1566453,74083,1430611,59789935,0,0,427010,33021,3197926,567597,36000,0,56604,60983109,45233997,7821132,15675028,93672,515720,154658,0,1190155,0,918813,339069,20011587,3283,0,77025,1322158,227848,4704813,2056,1732549,390000,83250,7339485,0,822658,97009.26,345192,142798,188173,0,0,12379777,0,0,0,0,0,12488103,198207,6079651488,45014,0,288888,220800,0,273591,0,3683827,0,0,33367,4665,0,0,0,0,0,0
"CRI",6866011.43,23887349.4,43842845.69,4029700.23,2104296.19,202251777.9,193715745.25,59882708.85,22482435.01,897388964.41,652191.42,89207602.86,0,59455935,489565863.14,5346777.88,226107315.12,31654646.99,137519519.64,3048659.9,38049258.91,6055.91,159590967.99,688504444.16,2062257.19,415155659.62,5712982.4,406858313.15,3022039.19,106665506.84,3896324.99,185827561.44,63608941.65,64222,130360939.12,2318540.85,372064.25,108279.34,465814916.04,620595.1,1281494631.73,42980259.01,3562673.66,943698.17,430978616.76,28070632.09,59422298.14,73853215.24,785097.37,4211400.13,77562131.87,10730357.65,0,263802941.07,55772129,4387690.02,52719210.11,19563675.14,33630707.11,37279384.65,106420.01,1975,2671557.45,4023819166.73,14306503.7,461723.9,0,39968047.95,136558.5,1295387.21,4130292.61,148596.17,1250778,379385.98,118160.98,3927552.68,421198.79,226242575.03,344866.97,27012.9,118658.53,153241.87,264365.06,194482.56,9184,33870795.04,4208772.05,1242297.72,608444.81,423673.46,20406.12,57040.76,12222,2645,366629188.82,33066.82,11675079.16,2619.87,3837602.42,0,3900923,251792,21360,0,68192,3399,0,238107,0,4978518,7109131,758111,8256597,0,7852286,0,92043,13359839,0,0,0,0,170164,0,0,16000,29205,309103271,10759152,13415896,27121429,146648,1948,0,0,42799,0,31834,0,1989795,0,17642,0,3150,0,67357788,0,157427,0,313351,23110198,21552,31446291,1184618.14,2720,0,0,0,0,8245869,0,0,0,0,0,2662404,0,46142581,0,0,1163230,0,0,0,0,0,0,72698,15604,0,0,0,0,27100,0,0
"CZE",536561540.44,79131835.76,6500543337.71,668976592.4,2713731.52,383719182.35,349057078.12,1727481822.01,42730233.29,864581003.82,7038040.34,23541625.27,4813499.97,0,39251120374.75,1242961774.56,11067813.51,10665387.55,2993612754.33,200180493.65,955608753.96,409324.18,7387075911.86,6954288824.53,524848341.21,4136246.37,1182763.74,245768335.57,3836468822.52,333198317.32,268937326.74,6116173215.32999,58875,2122574.08,374197613.28,50710896.53,15872143.83,240898332.76,331743131.72,62690813.5,5138312176.35,757612600.08,44682667.29,142633534.68,15604442.35,25310996.64,8360564375.69,470078030.04,1441087.99,2040209695.62,3959599530.76,254610931.99,14766665.58,64134631.79,11338773667.36,773221311.349999,2278500937.88,124273565.88,4850001.77,1152522700.42,4316926.52,6575499.55,5840495.21,2706884987.27,357272715.32,1935671.5,202909.19,341702349.24,89519029.08,240829574.74,342185388.95,42903368.05,145717823.63,274242980.37,17997511.47,602143307.699999,36051510.22,563860770.72,15083083.29,5460865.98,461837199.02,43932807.11,4160871.32,2914683,14214140.01,165324652.35,464123948.21,73650095.17,81328815.48,33704181.9,1041216.69,20595148.41,13904113.35,612567,595902.37,1933943.45,43123321.53,1365736.81,39951282.73,35182696,83796,7816914,35192482,29437826,164435,2842425,1034972,25973835,9485548,372500,1050701,31253,155092,117934,1847982,2472787,2693294,22525356,50784,11778,1553147,65859767,16461816,193945,387362,2929534,0,4091943,1962812,62203965,634419076,38411989,42361595,192560233,0,69321782,97769,250098,61012347,86075307,52048885,1057842,12651955,334584,4071181,96332967,239905,46713420,1813759,19167054,74314070,3656987,131572,4510484.52,63263458,561101,1130710,3404953,208673,290414,13696133,97731,2758235,21389911,0,1497068648,36342368,20858467,1171915,3115,4335,0,0,0,0,0,0,0,0,26991,0,0,112764,0,0,0
"DEU",11154931499.46,2567373200.33,69836052467.6799,4010970410.18,98853138.8500001,12398303999.49,10168296055.76,59467602134.94,2149856588.9,48815619485.8199,214259885.96,1569020479.07,282663605.05,37662581808.23,0,22457165212.99,218136785.65,413681878.63,57757255845.67,2103634778.42,12800401425.61,9961907.37,128108061472.24,87110323025.84,10798477517.53,233249034.74,22498380.41,6718882345.45,24643780275.47,7789369323.42,3944240541.35,85585978205.1,53883548.86,33282297.69,13302996952.15,902715350.720001,281885685.76,1945252907.52,10660035788.29,691172929.979999,83699996281.5798,11530204451.28,1313631523.29,1319519178.51,404451538.12,844098449.92,52131413951.74,10765085663.23,153833174.55,12946574157.28,44165244265.34,7586733109.47,360374427.69,170883707.48,12489100317.98,5898912969.52,28219245003.26,4053694966.21,337574009.18,20680137164.79,253668820.32,109797243.37,157076215.1,99956123330.43,8784508209.95,82656612.83,76703768.73,9551677048.87,771615774.37,1336602057.4,2942153597.05,961325297.86,2323437863.18,3868799966.73,292786133.96,4164163998.95,1178305797.07,19156792338.96,385150068.6,92091378.65,3579727627.84,302404074.97,117234337,107337265.22,186325508.54,7817903039.71,2704632643.2,1024666977.61,1973393248.07,160377599.37,126190754.13,174427010.71,475111008.08,37633343.34,47336715.83,67182190.87,1523573946.23,22967017.84,654526583.33,70345920.66,11600000,372225000,553394000,271359000,18276000,80385000,24923000,352269000,498609000,42088000,11665000,14416000,74814000,3254000,143829000,117593000,88146000,288116000,18873000,12291000,78202000,381653000,266593000,46827000,10328000,26494000,5188000,96789000,15628000,2463420000,11403328000,5410131000,424874000,2324568000,583000,1598080000,22135000,267559000,1161075000,2120651000,441824000,52666000,96822000,60055000,66362000,5589191000,42550000,1656413000,29568000,1345121000,1298840000,17830000,16901000,85327629.49,2220887000,42560000,13729000,60657000,1524000,18474000,84473000,43802000,39071000,257337000,1305000,9094004000,410774000,1432480000,244826000,3808000,3211000,154994000,554000,1482000,1070000,172000,2698000,1071000,287000,2372000,374000,9976000,2210000,4845000,11000,1381000
"DNK",346416227.77,149352185.43,786723687.17,180985530.14,8000850.01,485281235.31,1712290005.25,1053712275.85,194724691.71,2446045283.4,10217046.63,82988932.7900001,24437125.98,868716820.670001,14506129976.55,0,100355757.97,14551842.85,3131817786.08,285572893.84,2190294668.04,3568733.15,4719073891.36,8057708976.66999,782872522.799999,8276942.27,4618942.15,851646545.31,692995890.61,1476449698.55,219824647.65,3430618587.04,14581815.86,3170226.18,744004473.23,89624177.16,38200513.05,447906615.500001,335176297.27,23154341.47,3872063720.96,6287366806.47999,211394813.69,88436803.55,75434134.65,52889291.06,2588765992.19,541820973.82,6004575.97,323823063.67,2016471897.9,433937927.98,35195693.64,16052405.94,366821561.13,117229027.91,15048311330.07,311933914.89,35224281.61,897659643.09,29805604.52,43397569.24,32702573.4,6065383600.42,287359911.52,26519718.38,11524248.88,872617812.33,24034231.96,33596387.32,111161691.37,93374448.34,149007925.41,179782803.03,32984774.28,393595012.7,57183948.59,2461850182.42,62183724.18,3162762.87,666606327.11,4565381.99,15096211.63,7142782.11,6843316.82,981456760.279999,106838435.16,48911177.4,66502092.93,8530301.07,11475485.6,15508991.64,69419705.3599999,41027475.71,5434821.36,5710952.08,202778663.45,536156346.65,508629880.57,5574547.79,1368041,10264043,17229773,5109948,1598351,5732323,2360108,28912663,29049116,49538111,2751576,2532675,2413185,987604,4171102,5243290,4373051,9888078,1939624,1022573,4478849,10352230,19394463,1952355,4616023,653914,1514054,8099393,4169144,71328896,364413521,138716817,34301882,83526101,211040,64143360,2136616,6084848,24028898,60624067,12032368,1102296,1861610,14662054,7679598,118193858,1041041,103261230,2084633,127171081,91171853,5068525,4309180,897486,89688251,1024766,3271719,3129671,239514,1292340,1407223,3919625,3461947,1212772,104083,315994672,6480804,75240617,22771689,604223,347931,288382,17472,75886,126192,212741,0,98292,0,7004,222832,378549,311705,0,636567,0
"DOM",693190,3592390.82,22250932.85,834456.84,1708014.27,28575835.75,137647606.97,9086543.98,17497807.18,168212367.03,0,16081496.09,82032405.14,12954728.7,135427050.03,1369253.3,0,10879386.92,256621720.28,468300.34,135511059.78,0,90806471.86,152836347.39,3372621.22,28222050.59,19300408.33,25146681.96,188003.36,9659366.08,1383311.65,68757118.61,87071268.4199999,0,87739429.74,1678016.81,8235,40580.07,136355221.1,326546,142559425.44,7045066.8,1917698.57,454657,71374669.37,18996108.29,17355316.15,10970824.74,264201.74,217113.29,14642010.37,1089296.11,44731.71,11544557.18,2203321.49,1534750.7,4576844.49,30469367.6,22225571.77,8184339.11,74706.58,14135,1179929.55,3881005088.88,9142161.68,0,5081.55,18644824.8,5484,282220.3,742349.27,413954.22,261742,599118,0,1036225.26,100280,74099853.14,0,20200,18615.27,0,70760.27,84123,12592,21013590.28,965174.44,9630,389508.96,89630.52,2126967.34,11743,394284.62,0,13272365.31,0,16336405.43,0,109246.43,10143,2687737,0,127886,0,2432,27646,0,2701675,0,3177242,155233,1531295,6272868,6459439,0,0,0,59127704,0,0,0,6555331,204492,0,0,0,0,26854095,547023125,1481688,6960619,57200,1021511,43763,0,33829,0,49572,0,40035,7504,0,0,25220,0,11728300,0,1071099,0,0,44341,0,24124644,0,0,0,0,0,0,5032918,0,0,0,63800,0,37765,0,14453430,48966,0,5436663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ECU",4533792.47,112316420.51,60733336.54,26519518.43,28145069.51,49522917.67,59817709.89,109575229.51,1517549926.92,403121843.26,249452.82,812916355.93,14216588.08,29443384.41,528177397.46,26110097.39,34730028.38,0,499968616.98,4696760.41,8604852.45,0,209366691.87,185989348.03,39864751.3,154570593.58,50337.42,10376199.83,491982.69,2904602.89,7352855.22,517413264.23,4072205.68,150000,24617936.77,1035900.12,842492.63,1192796.39,168642648.63,10703614.96,274037709.45,18371818.37,15286621.86,1632919.24,870466218.06,1762881036.76,69955615.94,13923748.75,2644873.09,43363679.64,567344625.74,12509534.51,12045635.78,331015948.21,11925784.89,10019319.97,18759350.79,8620924.14,83063131.55,46137309.33,189715.6,1790,7599803.46,8590322494.38,6062173.86,0,0,10889895.36,4883884.91,20787019.33,6741073.39,806912.9,13169288.17,5742464.48,4515971.52,34409896.83,651820.58,180778747.19,879221.01,2010340.2,2543105.72,4726752.53,549545.39,158849.56,33552.03,8780546.71,43312758.33,40699664.24,8046967.91,9750992.98,1500,325335.92,195566.33,0,75258200.61,2218,29556635.52,2202.08,880417.12,38673,183990,71171,1263503,1440,0,0,0,2421457,62146,652476,55893,0,382038,0,14095,40609,0,15026393,613508,0,5710,277807,568727,0,0,0,2162,214511043,420320,2999034,11775096,13984,102981,3184881,0,225168,0,233750,935407,3898192,92041,0,0,47610,19483,1043074,0,142923,0,75597,4042208,0,0,7772,232036,0,0,0,0,165658,0,0,0,0,0,9499096,46818,719519661,0,0,0,106258,0,0,0,0,0,0,0,0,0,0,38016,0,0,0
"ESP",1734429643.59,1089977986.26,2403892839.01,634121615.4,54999598.54,2463008714.65,1484538156.05,3647076620.34,972631517.779999,3623118845.96,195016426.47,675993288.06,158350052.54,2445456003.56,28259036035.79,1924800359.28,508898280.27,253219024.92,0,194830872.06,1135526127.2,1229189.68,47155264130.53,19504384694.55,3228756734.52,186266109.64,2009567.99,978712965.5,1515554354.52,1427127287.92,995555332.5,23066482588.3,65520604.73,4297415.36,1125214029.92,307537805.08,40718453.94,178878168.81,4081937205.52,55967934.72,8478831720.07001,1221926827.39,243892561.64,154380389.37,338487410.16,423822051.03,4316652818.97,24756031417.65,51022490.03,1604301318.97,4312619603.74,1587662216.27,34871071.17,101050751.21,793366145.040001,963700829.77,2322517317.96,547177056.37,74926094.79,4619769129.38,37466828.64,17093820.37,138178362.44,11065624437.43,1040964052.38,4433661.22,3067466.44,1713469440.51,47885888.95,92977302.49,170187756.87,433831992.71,3195006981.60001,993712953.48,56385863.29,498121969.91,196855878.79,2335540478.5,80229132.7299999,4497637.34,452510261.93,40844741.43,121489870.61,36534308.64,219585279.38,681723284.44,241980929.04,352874620.02,1066074347.17,37382117.05,17858184.01,32612762.39,184039519.08,1891388.32,73197543.84,69325165.36,173308002.81,1317014.98,78940044.13,39613994.04,5143090,10506286,670438718,23828797,1759621,69424755,35604312,65763882,101603598,56799341,9694037,4576534,5830770,12808662,65327073,26208577,65298536,1138094983,10105171,867628,55974003,49079342,125653598,103749691,14094925,202302103,2581737,78015899,9940622,283048413,1074819644,629184407,38724763,92476533,3060,288404092,538927,40243742,360360881,5019000800,23843247,3824654,7821116,30159940,123289241,342794520,6999123,315779315,4764767,125695909,195344040,1035905,25208284,24253531.54,393090564,9728503,10952562,16326831,59902,4084326,88540194,4825082,866999,8832487,203512,600815703,14226655,939509466,1591525489,4468457,4090861,4586318,355524,2448352,8621441,1059409,383430,364101,28057,9006375,129748,0,0,146719,0,0
"EST",24201016.81,8432221.09,73844585.66,9635002.34,690363.55,34504792.94,96398447.17,38965344,10895634.66,96313072.71,304092.36,2980772.83,260753.76,73800216.64,565665565.94,460778647.27,389179.89,3381522.78,87717287.2399999,0,1884314886.01,22508,232244715.85,321457849.25,23059201.07,35223,0,9758929.32,28143458.26,19598843.57,4294291.62,146002907.45,22474,81659,25482590.8,858676.41,1210277.37,1027057281.08,123872215.21,411113.59,248007675.9,490436391.7,1431629.62,2667507.89,2218561.2,1247442.61,252440154.91,29683586.1,322785,23725303.75,1832012830.69,18869252.47,26009,1391677.95,32254131.88,10578670.17,1237379706.17,41718921.63,72122.51,257561661.35,627308.46,0,4172205.22,501476821.33,5323954.78,0,17614,15853166.78,14392112.15,2982440.39,104746899.16,2916194.82,4826187.86,37444728.42,2656297.56,8353777.11,1222048.45,68909862.16,487011.79,4486940.27,883579648.69,315441.73,7815.86,38103.87,186398.84,32930924,7143505.26,12712179.55,872803.01,1482528.83,228160.72,344837,495132.76,0,28520.33,30704464,3473770.75,751600.3,56870800.72,31771,5061,917780,38316688,146100,0,452928,94998,1873,154976,191376,147336,0,19806,2259,445214,6133,0,23716245,5890,0,0,2079037,228016,136247,26622,0,0,944763,0,3435080,22272287,3578382,257892,72919804,0,8854895,0,11255,3896068,3387634,8014864,51859,556958,33988,8533342,8472159,219614,132072941,7289,812621,519717,0,0,119078.22,620807,0,1276102,555245,0,0,1501,0,1109408,12339255,0,260714251,31912943,919836,109703,0,0,3141,0,0,0,0,0,0,0,0,0,16366,0,0,0,0
"FIN",995540685.43,181806942.34,774240118.810001,157029901.59,11104236.03,779883441.83,786435937.75,889468109.49,288173023.63,3184187581.91,10168457.19,189460188.5,13151988.71,571645929.01,9889920451.73001,2355845875.98,46560104.3,76438862.1,2953110401.1,1740852440.3,0,167995.46,3656734497.17,5142259601.19,828037629.11,18568591.49,90662514.87,424277535.17,703453528.52,488769470.66,354826157.72,3341063042.27,7918264.28,3528706.43,983158585.6,56459330.21,27563167.74,666323602.98,350809128.32,16191650.73,4974378605.49,3344134765.26,122598621.96,210486465.32,25721263.76,207965090.65,3046689743.76,496443580.76,7971558.23,290966512.06,10388278479.98,1119150221.56,78764918.23,71790721.09,218695363.54,204404632.47,9181483253.28,279107732.52,45516882.59,1117426850.36,89130584.53,42170906.73,51716267.14,6551967084.5,717941438.17,53964055.09,8868361.39,890179767.88,315935605.3,15274002.84,205582831.08,277171818.56,238284417.13,450033861.23,11708215.32,108342168.09,201013545.56,1783549249.86,92365615.77,28408877.69,645175741.629999,4992724.96,22267456.65,9362935.17,101010673.31,423779029.24,79310386.26,93723837.8,105723329.13,15186533.78,7822407.57,17473589.23,22710428.02,3450212.23,2094026.73,1359526.83,143467471.86,8925466.6,73444564.94,1700964.63,8582939,7005118,19092956,7269830,32215,576463,5279947,98934148,43452755,3981899,287479,53586,441389,60422,33615867,8130348,8394181,5642810,2302816,960723,6505915,31568073,22193298,1637783,590717,1074252,211209,14784210,126620,240705671,754203010,204096321,272758161,560574015,0,146060146,7777325,1365999,26682814,293280206,18354360,655282,3829745,5688877,1456835,229400077,324532,99756247,594134,67687344,135733341,2263285,178019,891080.92,109420826,21784548,1580973,5322360,135857,10562212,1001615,1154460,2185308,9709226,0,875991484,77278369,96039531,2751440,1738,242831,33579,44623,0,198765,1116,0,129626,0,0,0,26502,493840,70338,0,0
"FJI",674975.47,0,388890.32,15396.19,0,140920.1,7659647.77,86192,32522.77,2891490.07,1504,0,0,261610.62,5504411.75,114219.43,5672121.93,0,3312223.36,0,11898.38,0,1151903.13,146214804.82,0,27347,0,17318468.58,0,580470.59,425559.47,389685.01,0,0,5107176.91,1567,1252934.76,0,1501030.46,0,2254956.72,252857.98,57602586.92,0,39897,1253,146162.62,512257,0,0,668225.4,234647,16390.14,0,7091.25,83710.38,3848,603502.12,1930045.64,1319,22639.43,0,20657,194411124.91,2585965.82,0,0,146759938.46,0,26180.21,42445.29,0,0,0,0,63580,0,76422675.6,13037,0,37075,0,6905.52,7874526.73,0,95653585.11,1805.95,0,0,0,66503.93,0,0,95798.8,0,0,2290854.25,0,0,1314,2190,0,0,0,0,0,0,2820,0,0,0,0,28713,0,0,1739,0,0,0,2726,0,0,0,0,0,0,82212,0,0,262369,881218,0,4136,0,11169389,0,0,0,0,0,0,0,0,65108,0,234728,0,0,0,0,74241,6282910,134210,0,0,0,0,4958,0,0,0,0,0,0,118528,37245,0,0,0,0,0,234128,0,20042852,0,35282278,0,146390,14631,0,0,3134,2009,0,0,0
"FRA",5090861868.44,1645391401.2,5465522788.29001,1263102401.47,56896147.15,4720659780.07,4820913960.72,15943630474.76,1241935253.07,13581745898.33,1052237193.84,936489601.78,134285692.19,5351793351.73999,84157045508.25,4208841805.31,102453677.67,129951921.33,44367946799.97,428972799.78,3010384018.14,11562650.37,0,44301921431.0301,4997168977.27,73864324.56,6378919.92,3737852336.38,4459345458.15,3884519016.66,1896315346.37,48965354516.9,80650263.36,85254948.49,4807916428.93,1450583957.28,184500005.4,367472481.81,3696737604.71,126245595.43,23874017732.01,2977829430.28,558835641.27,564180374.16,1407915536.74,277515885.11,9812616175.96,7214713848.14,55127828.65,4599026651.14,10014035583.09,3841937591.57,261139904.54,365421259.31,3033853293.83,1804501650.64,8238466621.04,1576043310.63,95595443.5,8728359011.16,217799911.74,146681940.89,146734089.96,38981117196.73,2520554464.01,46472984.36,20644724.66,4395098131.61,234443077.82,254413120.7,467649538.98,460414494.46,7817729792.44,1858903389.33,176663427.3,964564585.869999,551258481.38,9031628328.44,270486807.39,21540352.63,876121842.92,85678546.44,403628615.78,913695384.450001,1161681799.2,7136659148.83,631461649.36,426514789.23,4841187004.37,166374833.8,95898285.76,327585199.56,795449169.37,23563614.56,15597948.43,256414031.72,859835102.13,18866800.43,143406189.8,414439114.24,9920148,25290862,737543332,34799449,24590172,418488956,286514716,104391027,220990078,85708671,3152320,194840718,23091464,59665472,833756311,180434721,729484743,155636549,77356539,3802849,817130279,80985325,479530768,264121006,17149689,168750323,30337239,32136866,27353053,829224754,4733627332,2630217801,216828799,568838718,59005,532868000,17994931,42518746,683602766,6112922986,86083347,44457048,21749110,35250847,265749527,2316903117,259160175,2088904711,11041241,493386542,1049707437,4266035,6764878,22812830.57,1489392377,14978322,23103258,29067155,12528161,12289190,122173521,141842719,7996601,103635758,1494291,1610958197,41720697,503730036,265253923,11156296,1436763,17311963,889493,1482492,35402,2162519,1025206,26551,7376,662327,31732669,3429639,631347,358454,0,76706
"GBR",7390455861.79,572440246.37,2917940248.3,627471660.05,29800885.66,2709126219.04,9959577737.48,8220018731.49,539713089.59,9278386455.27002,164837876.63,363955529.12,129973097.46,3181440172.57,54601838450.35,5443399687.95999,120682765.58,77734886.13,18696700131.01,500705070.4,3643124614.16,24750572.94,33755924059.59,0,2914126474.9,66845018.58,54327446.55,5876896836.55,1872784555.72,30861844761.59,2646005036.02,15970959293.67,109525224.97,8028476.04,3877688467.77999,518424750.56,269053953.35,230199603.83,2395986065.28,70570245.65,30045787605.5301,5401003517.3,794206269.400001,911990801.62,262144836.09,189780932.93,5773328998.45001,2780604351.74,34118474.07,1544001269.07,7603527375.68,4635485621.64,1229614661.63,23893673.21,977522961.36,540378237.88,9723739186.89001,1706769953.34,234741899.01,5122105062.29,191161140.31,133419042.96,73065342.22,57076109555.73,3935962296.52,160713549.81,60107737.47,5770887924.36,585424389.63,81226447.1500001,256498381.06,1006871052.66,594211850.32,1667772700.15,108973683.55,539134187.58,385482615.17,7249071451.87999,409030953.13,25584084.54,596500303.800001,36466865.5,112633919.6,65236173.12,544139054.46,4885916943.9,273031922.95,170432283.05,487253993.65,34119821.61,104170747.02,39805961.53,696358686.700001,76797132.34,12403783.63,82661873.17,483900960.95,41708738.19,345678448.25,32037243.55,42397335,125678633,530127879,22492824,1953687,82913791,15366573,113963913,499456413,80456139,22954214,343608122,65101577,1539762,52687201,25155501,93908832,24232344,13692992,3008329,84658775,67821309,477645182,27882321,29279377,79614825,5869882,14045018,11343598,656621141,7016657140,760323045,238186713,374380190,1873273,931429644,1418175,32004260,486619156,884911243,37983716,6315311,10269528,18339022,46777328,1945247397,4046720,2598067825,9815331,730419109,399472684,12603467,358192,15658058.47,1227240110,13088629,43659486,22117919,2547684,14776606,23512145,22949845,1474961,33378074,206000,1022003266,49739330,476054407,779588949,1100400,13429005,84466426,47820,397464,43768663,292940,1132747,40182,21018,17822605,4199,27319,38342326,37583,15029,4286
"GRC",320506460.34,8887048.79,233812630.94,1700675940.48,232199.12,68307504.65,138609397.49,398793679.32,21791633.86,200484276.3,29711004.05,5031894.4,873694.11,195169258.18,2649198832.36,190310209.07,2487018.22,2808378.87,718607415.39,14651806.65,244210196.62,0,1038399089.07,1297170902.59,0,2344321.85,66741,48071435.05,141708476.83,104964817.33,238161753.14,2769653597.87,201838.09,1677819.6,129137525.4,108012028.86,1698923.67,17736185.55,180975816.57,539596091.42,565633776.73,66763604.1000001,16720869.65,68323878.07,61358281.53,6031798.44,355234247.65,168153410.93,213701.29,1175807972.38,489525602.45,114862319,7744089.18,624287.96,111165464.93,378977527.03,276620452.5,38280890.38,2455787.75,1164295330.34,11786673.48,9629241.79,2472100.67,1353707158.48,49396065.09,65847.34,631553.21,146559903.73,12190130.14,80262971.35,18880471.94,1802005280.29,276558332.01,250814246.61,13122573.79,274840152.72,37266074.69,106643240.61,5696733.7,3113780.12,29791241.07,237564572.52,861598.69,994591.71,13105772.65,127555034.6,367921855.52,172647541.73,114735650.85,37355599.56,691298.22,4583071.64,52759712.53,1563400.27,660073.06,2180155,8921373.96,213896.8,3717324.81,4084029.28,49920,88193,62013191,550712706,27962,2652526,4759678,7306404,9473523,10752113,173752,5496415,2866666,504626,12635028,578421,283693,534222,0,712011,239888,26562450,1748736,10463763,16744,1209981,0,124105,2889,35403048,54175985,11935175,22095874,13267444,0,15684749,0,51862786,68687995,65753692,20315673,1486917,1505751,14696868,8903554,7196124,31452107,117985727,262057,13609942,7080409,0,173412,260053,16313756,85814,1270276,90972,0,200432,125266,34572,324641,150786,0,139806406,4483512,4080219,1076482,0,549079,170574047,0,0,0,9419,0,0,0,0,0,0,24116,0,0,0
