"","AUT","BGR","BHS","BRA","BRB","CHE","CHN","COL","CRI","CUB","CYP","CZE","DEU","DNK","ECU","ESP","FIN","FRA","GBR","GIN","GRC","GTM","GUY","HKG","IDN","IRL","IRN","ITA","JAM","KAZ","KHM","KNA","KOR","LBN","LKA","LTU","MEX","MNG","MWI","MYS","NGA","NIC","NLD","NOR","PAN","PER","PHL","POL","PRT","PRY","SDN","SGP","SLV","SVK","SWE","THA","TTO","TUR","URY","USA","VEN","VNM","ZAF","ZMB","AUS","AZE","BEN","BLR","BOL","CAN","CHL","CMR","DZA","EST","GEO","GMB","HND","HRV","HUN","IND","ISL","JOR","JPN","KEN","KGZ","LVA","MLI","MLT","MUS","NZL","OMN","QAT","ROU","RUS","SAU","SVN","TUN","TZA","ARG","GAB","MAC","TGO","ZWE","ARE","ARM","BIH","CIV","EGY","GIB","HTI","ISR","KWT","LBY","MAR","MDA","MDG","MKD","MMR","MOZ","PRK","SEN","SOM","SUR","SYR","UKR","YUG","ALB","FJI","MRT","NER","NPL","UGA","AGO","BDI","BGD","BHR","BLZ","COD","COG","DJI","DOM","ETH","GHA","GNQ","IRQ","LAO","LBR","PAK","PNG","PSE","SLE","TCD","TKM","UZB","SYC","AFG","ASM","ATF","BFA","BMU","CAF","ERI","FLK","FSM","GNB","GUM","KIR","MHL","MNP","NCL","PLW","RWA","SHN","SPM","TJK","TKL","TLS","WSM","ABW","ATA","GRL","SMR","UMI","VAT","HMD","SGS"
"MMR",7365534.9,6085,0,5161,0,2093289.13,42737205.03,125913.87,7850.57,0,19614,596416.92,84912592.62,14213601.71,4106,17844763.52,2026334.78,74125580.24,99373332.6,0,1970598.7,0,0,14915123.15,20384464.03,1898156,0,26789947.01,4221.34,0,128627.28,0,21658640.33,337629,1101568.74,96879.67,2636885.35,0,0,65227280.53,0,0,18808693.88,1159267.66,0,4177.02,2488759.41,722000,236516.8,0,0,90811179.17,86117.97,146030.42,2430143.29,164336387.02,0,610827.82,81407.83,492146268.87,0,540999.89,144492,5620.73,8228905.29,0,12343.67,20097.89,0,40446507.9,8876,0,533213,83180,0,4816.54,0,16448.96,2469967.38,33368968.75,47779,19870.97,111305374.35,0,0,9781.74,0,28048.77,170140.83,1149449.99,0,326539.13,140000,113387.87,1133172.35,222539,75719.16,3035,3303110.2,0,281213.63,0,0,0,0,0,0,0,0,0,86756.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2727.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MOZ",7960967.48,3398.05,0,2842213.04,0,313712.32,307756.96,14999.52,1811.96,331665,0,211849.54,9996750.82,52745.95,0,52751295.8,11731.18,4707784.75,4870956.23,5139,333004.7,0,5782.72,8979023.5,105936.04,14025.26,0,12471136.37,0,0,0,0,169855.6,24595.83,6823.81,391960.6,10355,0,5705873.89,13379.97,92043.49,313020.09,7788881.59,0,0,0,577510.17,428929.48,40504077.45,0,0,3286177.9,0,21341.89,22100.05,3203589.18,0,324506.53,0,24153301.82,0,3054051.26,46649271.07,8855925.73,8294.79,0,0,12067.87,17566.33,104835.97,0,0,0,0,0,0,37475.43,47053.06,166482.06,24582231.04,0,5598.29,22636404.47,2123502.76,0,0,0,0,1734039.61,0,45441.75,3580.24,228309.2,3823422.64,155195.01,11289,20536,120897.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17922,0,0,0,0,0,0,0,0,0,20273.12,0,0,0,0,0,41151.76,0,0,0,0,18405.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PRK",1958238.77,1741572.95,0,117476914.97,26552.57,1546136.15,26158094.12,3233948,4192801.75,9738756.5,0,158515.47,24548109.36,1064149.83,133212.56,64126882.35,38821,25617094.75,1281051.81,618154.23,789190.77,926388.43,37075.19,43729160.02,1179477.15,1988745.64,0,4550923.72,2212759.72,52011.72,3444442.85,201746.15,0,24679294.17,49985.72,644766.6,148477970.83,0,52021.87,249418.75,2858490.58,8559332.75,8433508.73,0,0,5143216.28,41925,5514963.14,184743.08,1352472.73,1616421.06,1114367.64,0,276362.24,2094176.69,18562818.45,3103964.98,0,828607.29,129132,2529559.3,0,1308567.12,20034.19,2651862.74,121579.18,924218.82,4361399.79,2280788.75,699165.59,440690.83,1448.52,3585026,9720462.69,117130,261603.54,2138930.06,261142.77,1685910.81,20006699.09,0,92379.25,249989795.07,1084619.25,26028,1875,123284.03,0,587439.88,0,0,0,3519310.43,7545070.3,55934430.82,1019836.3,1847292.15,80726.9,0,228277.96,5220460,114804.85,0,0,0,0,0,0,0,0,0,0,0,0,21231,125118.82,154586,0,0,0,168251.83,0,0,0,0,42000,272794.23,0,34091.01,63449.13,0,4438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33671.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SEN",206679.72,159349,0,2967921.43,7638.96,4974319.28,13747370.38,0,0,177596.61,1932.75,109899.9,13650133.45,254153.63,10774,36317660.21,19054.93,143006970.9,16230724.39,9653460.23,22444986.67,2900,0,7276478.33,382847.68,188681.11,6958,82634504.32,4048,0,0,3104,1316600.99,4665891.37,44589,2088.94,2263192.25,0,9590.62,1561,3928079.14,33035,20752247.26,104999.33,0,190660,296783.41,542690.37,17637731.72,42521,240951.9,31656.13,0,6925.43,355401.38,2517097.8,38121,150649.12,0,6664288.91,0,270932.3,2146002.11,90997.82,168955.9,0,12852612.07,0,155990.89,7890932.86,0,9578366.61,507180.77,5437,0,34330799.58,0,9193.36,32000,55958112.38,0,271794.68,8038984.96,96022.66,0,1145.32,55727384.03,6011.31,29022.26,0,0,0,17689.83,40995.59,803758.52,250580.22,2819254,135236.57,24151,6055505.04,0,7171018.27,0,17327,0,0,14847483,11340,0,0,610276,33304,0,652070,0,538848.42,0,0,60651,0,0,0,0,2296,0,39128.6,0,0,17278322.65,2223555.2,0,70414.08,0,0,0,0,0,233738,5269350,21315,9216,0,4236975,345562,0,0,7772724,0,0,0,3547747,1184310,0,0,0,0,0,0,2763430,0,532289.32,0,0,0,11723113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SOM",35930.14,15722.28,2271.87,0,0,93457.79,63050.03,5527.28,13849.34,0,14596,0,475269.78,0,0,47838.39,1708,1481334.9,23311.47,15506,0,0,0,29336.11,0,46083.97,0,317293.11,0,5670.65,0,0,6005.52,360620.13,0,0,0,0,0,0,4324542,0,0,0,0,0,0,0,0,0,31894,124494.29,0,0,0,0,0,132982.47,0,449774.75,0,0,38848,0,0,0,0,0,0,29728,0,0,6965,2648,0,22968.65,0,5976.38,0,2015125.68,0,264138.87,250139.73,57264.95,0,0,0,256804.3,0,0,3335353.14,227348.21,2000,0,59659462.77,1732.9,1081116.18,1785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4000,3098,0,0,0,0,16360.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SUR",179109.73,0,0,0,4220223.35,49437.41,0,0,9717,407726.14,0,86811.17,1010445.19,0,1892,1719243.66,32401.39,43666168.13,26544717.64,0,5042540.21,0,386260.66,1039140.51,8181.25,151714.01,0,60746.67,6452528.97,0,0,0,5577,5750,0,0,10393756.98,0,0,303563.63,744169,0,55294692.11,91373431.15,18073.57,1673,127974.67,525571.07,2747174.95,0,581451.28,0,0,4164.14,127927.42,520350.16,37239021.48,0,0,124607324.38,364545.07,101236.1,34426,0,80597.45,62269,0,0,0,37867017.21,0,954869.19,15876,3170.93,0,0,13246,0,26678.29,112431,21930011.51,0,22002945.06,0,0,0,0,0,0,1764.59,6444,0,10027.96,0,33478.88,0,19722,33379.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12408,0,0,0,0,0,0,0,0,0,49628.53,21377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SYR",52025810.11,4921143.18,0,3300549.87,5129.5,953502.06,86442.34,2866516.74,66189.18,395073,108805598.02,3038692.56,1335868839.87,3141211.93,858408.96,158405124.34,143164,520895594.33,78314026.69,0,24920373.23,202743.68,0,10557193.78,14313118.2,513816.4,1412996.09,618830765.53,0,115454.36,64086.19,0,5088500.29,264829762.02,406681.55,120281.5,2300549.7,0,0,2686531.29,7040452.51,8131,6356274.6,71742.18,0,370487.87,48536.27,1765138.59,61527424.43,122945.02,11641368.08,23015324.94,0,107167.58,4294153.16,13565173.02,255140.54,502281121.7,2000.11,113791783.55,850189.81,245530.42,551236,5838.22,695321.61,697274.61,170523.14,89308.15,101992.72,27210074.8,504503.84,0,25814664,273150.9,359288,0,0,48356960.35,940134.41,7249736.13,0,43453482.35,15777499.67,12364.38,34024.2,0,82673,189112.76,74090.71,25930,12785365.67,24169359.18,6226974.74,10973805.44,195537776.03,44727.08,7815632.47,47272.71,375916.94,75393.04,0,13457,0,0,265553.23,0,0,0,0,0,0,0,0,0,14344.64,0,2520625.14,0,0,0,1110324.54,0,0,0,0,4933538.94,2594218.35,0,69326.32,0,0,42213.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UKR",116936179.77,192785274.41,0,71568441.08,1136317.58,5579651.35,404465257.23,19521355.01,9842696.01,21802422.53,42787428.78,210725834.53,766734626.01,29797683.79,22750580.68,206873483.78,14956104.68,135016856.65,87246131.77,4212842.3,110848402.59,8833983.99,39269.99,13352347.6,96743571.76,4228784.39,96501275.39,668388142.98,116647.43,79418000.56,286748.11,0,287275129.58,81935865.58,3765573.91,79233676,72255464.62,845166.51,64048.3,34353702.3,14443138.82,5473160.51,134721879.05,21557986.96,1900564.82,19523918.47,81378280.91,407831535.48,24997725.02,0,4693420.66,102507266.06,2529919.9,167319149.19,4685727.96,142853967.76,728583.64,896499275.28,2588413.43,806447619.7,8190730.25,73322035.77,12737819.45,20943.57,2403915.83,34592111.93,1183000.42,318076014.22,150327.3,63764592.11,21120095.53,5452781.97,138519217,43914447.78,35128286,0,0,16000299.41,174786587.51,116867688.1,181357.83,53018147.85,143592179.14,0,4696636.55,40883473.02,3212647.06,655615.57,2127056.14,757048.95,32176952.69,1122682.67,179680676.1,3549481271.6,26296067.4,11287758.42,26315239.94,1803110.81,13957539.02,62742.64,8322,1880412.47,0,0,11389375.42,0,0,0,0,0,47856000.93,0,0,0,62987080.73,0,25979232.89,0,0,0,0,0,0,0,0,56915482.65,2920800.98,0,0,0,0,266230.62,0,0,0,0,51061.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"YUG",41561764.24,28656714.46,537000,559221.76,0,106581422.94,7791340.95,162891,12389,5164,60260784.83,21410258.18,195469181.31,3584521.94,214771.67,27996923.68,1185970.86,56705887.89,24819125.89,92415.56,89335624.28,5000,8297.8,424766.38,339728.95,514586.64,7351701.39,270856969.81,25733.18,639304.53,0,0,1724456.77,2704318.78,253000,873322.72,4522250.99,2000,0,3553531.28,2335660.46,0,33113285.4,7813450.33,1130000,792867,135000,18178666.97,5113319.99,0,5772678.71,974674.93,259893.66,15556154.69,13712286.6,203390.05,23406.77,48564684.23,440628.08,3752504.27,18719,1970.31,4791458.06,0,849109.32,167790.92,65579.1,6358656.35,13332,16769062.03,8808,20190.39,5589000,117458.98,755794.24,0,0,27502145.33,63247854.57,6341585.53,157444.81,1173610.89,2893827.09,0,71447.91,207964.04,4398.16,802621.07,0,51731.64,0,1224.79,51468729.23,98970031.2100001,70000,34926209.06,2518839.63,15000,495146.76,922527.75,0,576304.47,1000,533000,175958.56,248679000,8000,14479000,0,0,5844797.7,126000,696000,33000,1127276.68,108507.5,186174242.51,54000,0,0,296090.57,0,20000,3234000,17939000,0,3640881.3,0,0,4738.12,0,89000,0,0,0,17000,8000,0,0,53000,14000,14000,178000,0,135000,0,1898000,188000,0,0,138000,0,16000,372000,133000,0,0,0,0,0,0,0,0,0,0,0,0,471000,0,0,0,0,0,0,0,0,0,31000,0,0,0,0,0,0,0,0
"ALB",3729609.75,124451.1,0,311184.73,0,316742.65,1022,41163.1,29995.26,152457.11,19624,737233.54,25581155.37,3625252.79,0,1537808.73,138185.28,12871604.63,3094655.75,0,51380217.99,33625,13406.88,45178,26775.79,105121,0,186822054.34,15147.75,1400,7386.04,5083.13,0,8211,0,6412.99,437403.42,0,0,18212.47,926541.53,0,1400616.31,44128.55,81390,14745.59,375953.58,0,150558.12,0,0,13456,0,147890.19,656584,106626.73,0,3529169.61,0,6722698.61,55089.02,6000,8205,0,277643,0,0,1235419,1143,88240.09,5817,4373.97,28930,0,11571,0,2000,739662.79,84445.33,34871.3,5205,0,694110.03,0,0,0,0,0,4737.51,1027.23,0,0,57959.74,1092927.46,39051.4,898678.61,5782,0,2209,1783.88,0,0,0,0,0,0,0,0,0,0,6265,0,0,0,351347,2717.59,2806930.8,0,81480,0,20644.22,0,0,0,0,7183261.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FJI",1813961.42,0,0,37072.56,0,110453.55,596622.47,124761,0,0,0,4789,10234443.31,202134,16946.56,600726.97,18578,663221.2,90041187.67,6290.48,8569,0,37217,13163013.85,6948174.16,40263.84,2403,2330286.24,0,0,0,0,7126650.73,0,1790,0,190189.49,0,0,3129409.62,0,0,427008.21,21491.81,0,169844,621225.18,0,10859644.37,0,6523,1203582.91,0,0,219325.19,177122.38,1100048.88,55526,21072,219809432.36,0,0,38695,0,187543661.95,0,15324.86,0,0,1222186.15,0,0,0,0,5957,180882,42787,0,1000,86782.28,4640,22629,44286025.44,0,0,0,0,0,0,33867703.02,35516,0,0,1718,988616.47,98041.15,73788.43,0,1839.07,0,0,0,0,3588,18480,0,0,0,0,0,6000,16139,0,6906,0,0,7572.67,0,1051,7696,4021,0,0,0,99424,21379,0,0,0,0,0,0,0,0,1204331,0,0,0,0,0,0,0,0,0,0,302483,0,18323,954806,0,0,0,0,0,0,0,0,9556,0,0,0,0,0,88498,0,0,2998101,96091,0,928905,0,0,1603,0,0,0,0,5898267,0,0,0,0,10984161,0,0,0
"MRT",40879.7,1209986.8,0,4854250.24,0,21247,7102655.6,24053,0,9658.47,90678,1508.29,16650002.24,6639,0,74408712.55,3386554.96,85637677.68,5030852.19,10087,3839352.83,0,0,1646975.29,4818.86,86046.28,0,69542327.05,0,7700,0,0,209870.39,1718922.34,0,2605488.33,47706.94,0,7575,70306.97,49092044.64,0,870094.42,2828718.27,0,1357,2237747.69,314563.47,11464771.11,0,95604.22,82677.15,0,0,1332185,7449733.59,0,0,0,134926.42,0,0,77742.46,0,7451.06,0,7174638.29,3574417.12,0,89703.43,0,11442622.46,1052319,255875.29,48200,0,0,498633.72,42000,21162.81,12034.22,0,113738934.04,32167.09,0,686938.51,58040.07,0,0,0,1823.19,24069.02,11277.12,8815578.45,138774.39,48370.56,424863.89,19536,3267,145236.46,0,9574893.98,0,0,0,0,0,0,0,0,0,0,0,1119,10295.11,0,4004.79,156081,0,0,264326,0,0,0,0,84684.58,0,0,0,32606.08,0,0,0,0,0,0,0,0,10626,0,0,0,15444,0,0,0,0,4689126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NER",324143.26,0,0,24597,0,161983.45,279692,0,56381,0,0,0,940766.35,6341,0,7645055.74,0,86770596.99,2590588.95,176711,1826,0,0,36346.55,480143.96,2190972.35,0,697615.8,0,0,0,0,229764328.91,0,1536,5947.96,0,0,2507,132751.49,75256829.81,0,3901907.76,19412.53,0,1632,144946.72,69179,1921299.32,0,220344.13,22907,0,0,9148,730935.85,0,44332,0,24947697.51,0,119000,183974.95,188187.49,69120.32,0,4097526.52,0,0,1116699.47,0,18524,1545850,62552.94,0,0,0,0,6000,133613.87,0,13099.85,29057786.82,308019.99,0,0,614508.67,0,9049,351850,0,4312,0,0,1757255.42,0,82858.04,472063.14,0,39261,0,342633.22,0,146556,0,0,7402238,111473,0,0,614664.02,846534,498591,45167,0,313996,0,0,0,0,1021147.88,0,0,0,0,0,0,0,10739.46,0,0,118983,0,0,0,0,0,18139,1436,0,0,10089,4534577,0,0,0,0,9852,0,0,2911,435492,0,0,0,0,0,0,1119995,0,0,0,0,0,29572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NPL",4138326.71,1417,0,464629.61,0,7563888.54,6799313.4,1403.33,9784.73,0,7798,338780.58,94859514.66,1240925.3,0,4852945.78,371123.34,17635414.36,17426409.8,6880.49,308119.19,0,0,5125697.31,0,139505.88,465493.42,9664400.27,0,0,0,0,3861333.24,35385.37,85302.61,3320,815573.14,0,95361.95,20578,660126.17,0,5303366.78,600546.98,0,13781.04,213800.39,756731.77,570483.72,0,0,7690422.32,0,10030,1604591.24,543340.94,0,1669155.6,14633.75,262137942.45,0,89000,88604.05,0,1551218.25,1308.13,0,11200,0,6664207.81,122438.3,0,0,14537,0,0,0,221149.54,187186.26,223710884.56,1714.79,0,26813067.66,0,1120,0,0,0,4223,368561.19,15580.06,0,8000,176742.27,422720.08,207499.03,0,1462,58880.38,0,4111,0,0,11515,7191,0,0,1206,0,0,182463.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13000,0,0,0,0,0,0,0,0,633484,0,0,0,0,0,0,0,0,0,0,0,0,17462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UGA",1604849.74,25932.41,0,115659,0,39211509.26,890515.46,253477.95,2120,196745.76,414350.92,2238630.7,39335748.19,4926975.7,0,30302924.18,88213.03,15500929,30511452.07,8381,1140131.8,0,58810.57,19687345.34,992718,178442.79,17345,25323672.07,0,3300,0,1508,458784.3,40459.78,4396.58,66035,435761.48,0,20271,1686981.37,142432.95,0,45246996.66,2583407.67,296360.16,0,0,11011290.98,12969236.15,0,7294280.52,12951474.68,0,282646.84,1240809.93,531407.04,320471,980279.2,0,24725852.23,184361.88,2570,31177130.23,69335.53,8107998.47,0,0,0,0,983890.41,0,0,879013,0,0,66477,0,58303.56,15491810.37,7223313.58,49499.6,669072.91,15060808.05,45812044.95,0,0,126785,0,266772,0,79514.9,82048.5,2572138.95,417363.83,1882560.26,608044.63,410768.6,6680451.34,415075,0,0,10575,67821,1691865,0,0,138516,1672469,0,0,1440791.29,0,0,35136,0,103668,20020.69,0,230592,0,17743,0,0,0,0,1370546.88,0,0,0,0,14708,0,0,1642604,0,0,0,6119318,2433275,0,204845,276700,0,0,0,0,0,1199094,0,0,0,0,0,0,3094,0,0,0,4022,0,4935,0,0,0,0,0,0,0,0,0,0,9068191,356383,28600,0,0,0,0,0,0,0,0,0,0,0,0
"AGO",0,1190.59,0,28439138.39,0,3005.93,1622411618.64,0,0,33828.18,0,39877,85849430.51,12087,0,166645506.88,3097,334324755.25,2998868.02,0,0,0,0,117387.88,8999,34593,0,18132239.31,0,0,0,0,575439225.2,7048.05,0,0,32423.01,0,0,0,869984.73,0,36263727.29,170370,0,0,62758.35,0,47574412.79,0,5098.03,7464802.78,35165.24,0,35226,21636110.25,0,0,0,3302555277.3,18403.58,31408.97,11617728.07,0,39182,0,0,0,0,24917410.47,0,0,9339,0,0,0,0,0,0,0,0,0,2577242.25,14805,0,0,0,0,0,0,0,0,1000,4500,0,45537.67,43210,0,13636898.7,0,4276.35,2181.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BDI",1776478.88,0,0,2950,0,1361789.75,1119040,1463,0,0,0,144376.4,8523487.69,1818531.8,0,1300281.91,558770.85,4644966.78,1908552.45,0,20584.04,0,0,0,324704.68,67941.82,198734.01,314089.86,0,0,0,0,0,1191,0,2479.89,4328.03,0,0,0,29960,0,7154282.73,206899.73,0,0,0,1129039.58,60279,0,0,230148,0,0,102274.07,53122.15,0,10729.3,0,7922547.25,0,0,57926,0,2166,0,0,0,0,17509.17,0,8998,0,0,0,0,0,0,1347215.3,71240.9,0,0,1158628.75,13498.72,0,0,0,0,0,0,498616.62,0,1029308.81,18490.57,110221.52,0,0,10027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6612,0,0,0,0,0,0,0,0,0,0,0,0,0,39579,0,44717.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BGD",51964084.72,564578.69,0,13453737.76,5630.43,38963809.86,18587090.02,335863.65,425510.07,1322909.61,775668.92,7241227.09,755912512.35,67846760.62,0,107366676.4,31696764.56,424225635.29,607656722.93,54402.98,7309530.42,0,54823.9,72420544.48,7948651.22,22659054.28,31643873.97,281473172.32,62174.22,1848917.03,911462,6935.92,21882749.56,893767.29,3369714.78,181792.4,16470963.36,0,46566.78,14663534.01,219942.21,30536.83,237668221.4,29860966.65,0,231812.64,1783262.23,11127776.05,7047682.78,0,7123874.5,85566011.18,135676.28,892731.64,94544252.61,39466328.44,84228.8,24101059.47,562312.49,2592930421.35,218900,7983235.51,2869777.46,0,36308429.9,0,266743.14,325831.3,0,116183379.99,698100.16,1011097.52,22696,1485569.75,0,0,45581.33,550040.36,6542504.64,81294303.07,1527233.76,1209376.05,116074514.56,676071.99,71987.52,24494,1997,129040,101597.37,3886274.34,1082298.73,2261213.86,1170820.99,5678395.87,14535083.81,1965537.28,397754.66,1023038.41,3316096.19,10951,0,45672.79,0,0,0,0,0,0,0,0,3915,0,0,0,219825.41,101776.89,209809.19,0,0,0,99341.58,0,0,0,0,720161.56,0,0,0,226256.02,0,768924.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BHR",1510366.04,0,0,0,139331.47,11038846.34,67595501.38,4249867.86,74350,0,541087.71,47731.46,23482763.65,18064590.48,0,11892926.1,74562.06,116273278.57,94751173.23,0,5801510.25,0,0,24092644.36,32603890.74,119855,13755252.73,42253953.62,0,0,0,0,224190135.14,45746821.27,52664962.87,0,1059371.44,0,169870.29,48287190.17,9480,0,9956390.89,14226184.09,0,2645,5784890.4,0,3950288.83,0,13063112.06,169118562.56,19140,0,272681.93,53120326.6,0,29746671.91,43851,329125156.18,0,5207463.32,5772900,276353.05,25736617.15,436870,518601.16,0,0,4661737.24,0,62040.07,11366979,1883,0,0,0,3708,256413.17,157242371.96,2753.28,6928916.98,213138849.08,66726229.22,0,0,29621.06,6849001.3,47023890.47,6513181.4,25208584.2,34593396.59,353308.18,1173,169422767.46,393560.02,7985074.9,13069743.82,2814176.29,0,31320.27,1734205.61,0,0,0,0,0,0,0,0,0,0,0,0,0,82605952.35,0,0,0,0,21089.93,0,0,0,0,49499.48,0,0,20418.66,5569299.54,0,2720181.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BLZ",312580.55,75437,100962.49,323476.99,990334.6,909388.29,189610.79,50767,461436.07,229084.12,1488,0,3898557.95,902257,11352,36319877.16,8099.35,2774019.79,56228639.48,0,617875.91,1524183.39,723006.92,139003,1093098.19,4429974.49,0,9411135.56,5894492.61,34237.15,0,0,2034158.39,29067.62,4599.77,0,1349390.78,0,2854,8483.65,1742642.46,127366.44,13361127.03,1432,16394,0,3362084.97,0,3302242.09,0,31225.45,325469.23,391443.12,36856.66,0,10521729.29,2851561.56,90287.75,51518.31,121996265.03,491290.53,0,436610.5,392076.9,70063,0,0,0,0,5760068.43,0,0,373188,127081.87,0,3844.52,371868.33,36422.47,43951.12,176627,0,0,43138796.88,0,0,0,0,0,342944.6,13694.82,0,0,0,51741.47,0,13877.05,12251,0,0,122735.42,0,0,0,0,25000,0,0,0,0,0,51884,0,0,0,0,0,0,0,0,0,0,0,4839,0,0,54000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COD",2935246.1,3092.56,0,161099,0,2710981.07,974044.86,1102,60921.75,0,25032.91,50310.34,3545063.86,14762,0,2477158.56,81706479.2,17731340.99,4728470.6,15324.25,537410.46,0,0,78944,5431.83,94785.79,0,27109679.7,0,0,8389,0,476199.89,0,0,0,13548,0,4218,966460.74,509678.7,55358,24549979.69,104481.98,0,0,159732.26,246003.08,9671452.65,0,220575.91,1481661.75,0,0,155814.31,56645.22,0,327127.07,0,191160740.92,0,0,1304552,12089092.12,21178,0,0,57163.85,137947.65,0,0,20000,56131,0,0,0,0,52907.16,477307.81,271222.76,11154.66,0,18561378.71,3259614.06,0,0,1126,0,174127.02,1983,6796.2,0,31474.32,956238.47,4142,99819.79,0,107835,0,94902.76,14773,879460.05,0,0,0,0,0,0,0,0,0,0,0,0,0,8131,0,0,0,0,119139.5,0,0,0,0,15000,0,0,0,1829.85,0,104862.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77136.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
