"","ARE","ARG","AUS","AUT","BHS","BOL","BRA","BRB","CAN","CHE","CHL","CHN","COL","CRI","CUB","CYP","CZE","DEU","DNK","DOM","ECU","ESP","EST","ETH","FIN","FJI","FRA","GBR","GHA","GRC","GTM","GUY","HKG","HND","HTI","HUN","IDN","IND","IRL","IRN","ISR","ITA","JAM","JPN","KHM","KOR","LBN","LKA","LTU","MEX","MLT","MYS","NIC","NLD","NOR","NZL","PAK","PAN","PER","PHL","POL","PRT","PRY","ROU","RUS","SAU","SDN","SGP","SLV","SUR","SVK","SVN","SWE","THA","TTO","TUR","TZA","UKR","URY","USA","VEN","VNM","ZAF","AZE","BFA","BGD","BGR","BHR","BIH","BLR","BLZ","CMR","DZA","GAB","GEO","HRV","ISL","KAZ","KEN","KGZ","LVA","MAR","MDA","MDG","MKD","MLI","MOZ","MUS","NCL","NER","OMN","QAT","SEN","SRB","SYR","TLS","TUN","UGA","ZWE","ALB","ARM","CIV","MWI","RWA","TGO","ZMB","AGO","ASM","ATA","COG","EGY","GIN","IRQ","JOR","KIR","KNA","KWT","LBY","MAC","MRT","PRK","SLE","SYC","TKM","YUG","ABW","AFG","BDI","BEN","BMU","CAF","COD","DJI","ERI","GMB","GNQ","GRL","GUM","LAO","LBR","MMR","MNG","NGA","NPL","PNG","PSE","SOM","TCD","TJK","UZB","WSM","GIB","GNB","MNP","FLK","FSM","MHL","PLW","SHN","ATF","SGS","SMR","TKL","VAT","HMD","SPM"
"NIC",1011188.93,208544.73,2466700.68,2092604.98,50413,99206.62,1081,5933,37890939.98,3535450.93,3961873.21,8498087.44,1352161.13,58164744.89,901100.26,28201.1,89130.71,19607947.25,333977.41,6965520,64559.02,33939757.81,14428.4,10025,8292598.61,0,6831461.7,25373627.81,0,398126.76,47215792.32,0,1104183.34,69515577.16,3163480,113664.32,7500,71316.86,6387954.92,0,348782.61,6496420.09,368267.7,11251528.01,707022.87,1131568.68,563844.86,0,37419.55,157173024.07,0,55174.8,0,8319601.43,531701.28,386893.25,1091418.05,8448720.97,399971.56,6916420,175350.8,943160.72,4682,1353199.83,13942308.12,409239.71,0,11720,128936877.09,103950,91911.07,133193.43,3453110.83,10424,14418.98,552431,0,12810,24779,838214583.069999,3467790,89474,360561.53,0,0,13398.05,28181.58,0,2737,2131531.25,2171569.09,22884,0,0,0,131967.07,79521.22,3127945.43,52169.06,0,12791.51,78005.49,0,0,3578.27,0,28359,15720,40190,0,0,0,0,3705,323899.91,0,0,0,4650,24060,0,9248.7,0,0,0,1673755.31,0,0,0,0,0,0,0,26810,0,0,0,4200,72392.43,0,111360,32350,0,0,10000,0,0,0,0,1950,0,0,511800,0,0,0,0,3630,0,1400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1310,0
"NLD",1389412175.61,388092555.47,1045202475.4,3750206995.71,30327369.46,13401082.09,742560481.51,16734010.59,1344659577.32,5951705085.62,248539491.36,3125971742.77,208556764.7,106909745.86,99864109.51,275257515.46,3224718577.59,60231132581.08,4921194141.08,62777859,171267382.53,12213476052.57,256350633.96,83738869.6499999,2586164334.78,4914510.53,21798419574.27,32283011760.97,210040914.72,3012969684.95001,64501403.43,16963730.64,1578380576.52,30397089.65,14332033,2699115505.21,406027622,1129522333.7,2976996540.33,1029775281.79,1661748687.41,19826438211.08,47895826.23,2366465270.07,5446575.02,3021568412.27,174779077.07,74564303.78,560897901.73,929461107.89,137762138.86,839449540.23,9518879.93,0,2366435523.28,285785278.49,264530475.76,60716376.18,79229182.3500001,390078822,3664988256.54,2512460072.86,9513671.32,754723455.699998,3837478223.53,1428182829.2,184194641,1662409813.82,11823174.81,135725197,533371818.24,450038933,7169682159.44,780087181.229999,75000860.03,2496092771.7,82201806.37,1033761360,25680855.3,14201166672.37,197572755,320144992.15,907399211.74,281640070.27,16583008.49,74968856.16,275253970.04,109023380.16,85668357.15,172894598.66,10440541.33,62720086.94,313368824.59,47852691.43,55611191.94,397021523.96,371897789.48,204182422.14,150538985.55,24954085.13,293325316.44,568147993.56,42521349.41,9044061.3,62416080.19,23347663.83,12035142.18,18720460.56,15631057.81,12525180.54,178787089.92,254051570,98509889.26,136666353.78,172187735.12,1501805,291552328.8,46192072.09,21670123.12,28473250.02,13781694.04,121520583.67,15555996.33,11425845.66,92985306.89,44592551.71,171823891,1203870,1233720,51261491,742352625,52542048.33,72477212,209002051,29848,1395397,289239778,165912714,17690719.67,29698781,34537891,27972568,9408349,20920990,259736236,112642114.67,79295005,7284168,46535563,73193568,20595137,57859156,19360174,4655051,22940705,23643369,2115099.59,494981,962601,25502652,11829765,3553750.77,1317608596,4392634,4378956,8165920,3509631,16247276,1942616,34672214,80838,228899515,6746897,263659,4932387,104467,563386,11193,8706,642976,22386,60800423,518608,2104286,0,422846
"NOR",117604073.34,17275843.88,220232691.34,196004326.91,237545620.91,3173059.48,412985098.85,1524803.4,4414033445.95,296824328.7,83475571.99,1019577349.02,18293004.5,8651149.63,2109107.88,101530943.26,644938046.269999,14169434977.57,3458612434.99001,25578651,11228533.79,2533692037.52,110826813.73,11633181.76,1315866026.61,470671.81,8154343063.91,22724864315.3101,32554733.44,208307284.36,132838859.82,206152.46,240965978.04,1458224.06,1160226,49583759.1,34777265,239355037.81,1932604582.06,51563380.89,69792300.36,2565378178.16,21470929.27,1156917985.3,1367543.5,869832785.02,9454227.41,9753831.34,104989358.19,224854236.63,62494327.4,75702317.1299999,6261464.93,8366964880.68,0,31222339.64,22708345.2,37752438.02,39267586.72,16572339,1566844621.43,623021722.32,2738792.4,118068162.26,832597317.64,66377209.95,13488523,761186731.5,18249075.01,165321,54011570.04,26991184.62,8322781992.12001,110010096.5,4681587.81,452864835.62,5006254.22,192370816,3783651.74,7003761169.05,11501135,21748182.62,79179037.35,30904333.62,388631.18,30923498.26,11361460.35,8095666.06,5097260.27,41307777.81,84360.85,6530537.92,10691352.83,19849749.75,3825717.27,62105616.48,354620447.65,30078096.91,22818971.5,312879.59,119841577.4,66212170.52,4559321.76,663832.01,1065494.56,921087.07,6643321.36,1216568.61,3956656.18,358113.78,11299816.39,17797606.96,1888895.4,10961782.09,5407584.9,232222.24,6680108.72,2212619.61,1159759.85,1076623.62,167544.11,50551532.45,2703524.03,484200.35,2084689.29,1741217.86,161316863,0,0,4758166,44044041,1199047.57,3762199,2420914,0,5739,24897400,5166563,2390528.34,22860998,94636,368495,851341,209724,4395010,151949,2105623,1050920,978769,57622210,16277,9230574,356349,600958,166070,8502986,14407551.12,102316,729394,65258403,30770,994327.87,47520621,168428,2303424,818767,137360,165715,1042914,4325437,8453,1506900,14665,0,44642,0,33166546,0,0,0,0,0,0,0,0,0
"NZL",122263523.17,14943759.36,4312707666.87001,41973974.16,878632.01,1061308.44,71708645.44,14632558.11,453068065.7,75946788.06,45036512.59,1243779107.27,3896563.97,1767267.96,51733746.13,12315899.94,10036627.69,703680242.179999,144242883.02,9610737,2084109.94,203436023.72,3954209.48,2852753.01,24868952.76,292171149.16,411386845.75,1077982351.85,7565065.04,55443218.7,34897535.65,10053669.54,361711058.05,6143147.41,1250061,1878131.02,327646979,272560803.99,38699151.5,64252897.26,13753725.44,368764386.11,26054740.82,2426894571.61,3072566.74,831331379.719999,12649715.6,103775076.23,3300641.65,358249003.96,5875980.93,352113431.14,1812124.54,284563887.81,62041562.87,0,36563991.99,30768971.14,19178561,355360939,22399507.22,23266212.19,234518.96,4351830.8,88789933.57,303648006.55,6866551,337353729.97,13950417.75,359904,1450880.14,7677322.64,50457363.08,256387183,26484803,35603664.01,2721029.28,2344212,3946032.16,3246528838.32,87099484,132977004.31,147817470.05,29675814.78,1505393.85,17627904.06,2990488.58,14165181.77,427603.68,1769211.14,145100.28,2147568.23,106672448.59,340535.51,2278773.19,5079786.21,2306597.2,3623364.2,3026348.7,21572.66,1692591.62,22768924.56,1839116.16,2582200.17,193322.86,50751.6,1012894.05,29424787.81,101877640.27,2502111.87,29309126.17,13370740.92,1163639.12,1228241.61,29067297.62,52818,3934713.21,131400.45,1902892.39,495936.45,6000675.91,5351860.47,305839.26,194976.26,489333.09,1219381.17,8710882,24970160,809144,763153,81668776,39992.84,672686,49419099,5827514.21,180609,38391731,2068387,6249122.07,580469,0,190517,1840168,0,185393,206653,286315,709346,3726130,3448034,0,4028584,394150,19491,487663,19273,139065,6146344,157338,600905,1872120,1596936.82,41472905,7888035,72059910,0,8301,1992,246307,5703,69224361,439176,0,2028089,182749,1787414,3481111,173635,0,0,0,0,0,3177,0,0
"PAK",693967445.750001,54303615.07,116771423.32,73593818.83,1367021,311457.74,14543612.44,261445.77,212100803.02,47920189.67,55987611.09,669297064.34,23183335.18,7457671.46,4573962.85,8359227.07,31899327.99,783020738.3,59546317.37,5608025,5528674.71,396469197.13,21140078.19,6531783.02,40812113.55,1250703.53,529215757.29,875567375.53,28397932.69,96820971.5,21613212.35,863248.25,567076648.93,10575048.93,2536847,21036278.31,68162607,326378625.44,51110345.32,186752231.84,4691054.05,534893004.96,1167770.15,161546678.32,23499957.85,324994377.86,27100736.67,111052266.97,18689639.98,106663169.5,3660803.57,72402243.65,9957149.29,285041137.47,61370330.86,46943731.02,0,12821546.43,7783040.48,36779692,67333840.62,104081206.68,5457504.88,19863126.68,54794106.91,262891000.26,24076490,41793220.55,24359735.53,308266,8950031.92,10727951.8,91528749.89,98846506.3,5465082.9,389163483.48,11281456.05,30989049,4883309.97,3312610925.68,16000308,43740621.97,162634973.24,3635359.87,12176494.92,177160344.41,6948703.61,55799217.7,3713067.36,4746813.15,42161,22560021.29,9802618.92,304545.92,621221.81,11563178.68,2569284.32,9815892.27,59898228.98,3075390.37,2023760.41,20339785.08,354660.32,28075902.7,5002020.33,3416366.73,28770564.04,43607304.09,875926.1,45142111.18,60240411.15,49760035.32,5466840.8,3684614.67,9781507.04,250611,20981397.79,10614379.15,2805825.33,259567.92,661769.16,21321330.89,2064700.07,2185896.43,51440091.99,4365475.56,10160894,44507,0,10844257,52077861,29081004.73,17521155,25608217,8762.34,3055886,77373137,3406305,1373075.11,3689130,4323815,8932235,362985,982567,1859706,40723,1064647567,440154,32097511,125575,381393,1688202,3707250,156302,8346279,940463,217301,1664,44545,1895202,2237512,125903.2,51283822,3601527,132600,846544,2983374,524963,1517171,2258499,90118,138766,6659440,78960,139295,0,39858,50528,0,0,0,0,135661,0,55617,0
"PAN",251201,13144818.4,434320.43,17697527.33,11507317.94,5096871.81,14611154.51,5303506.31,34340852.66,63040615.43,20913541.39,20647905.49,67680626.19,112778514.24,46808155.11,109155,32484863,251993025.13,58378939.72,16436642,340447901.13,303151593.25,6597636.3,404914.22,7353094.66,0,7897501.8,32485426.74,1239490.84,74055856.98,142848144.57,4464577.08,19324168.32,132942222.73,3819507,360445.48,727426,162927915.05,497240.51,1400514.35,7092048.03,59861996.94,53289427.44,35173155.93,0,234685054.29,4000,1551693,8200775.24,87183226.41,948461.94,34465831.69,15513817.93,18400113.88,24627085.49,137725.34,231163,0,10089680.56,0,57212563.99,15582930.43,1139550.63,99804.93,3601514.42,2918349.61,0,41348584.18,149299364.92,264358,8841158.96,125272.79,10253860.9,48821289.35,8130196.04,9430905.72,179827,0,765221.07,347092429.43,1269914,219026.26,63689726.85,1954.4,0,14901438.13,5284737.02,0,641354.63,68863.24,7207013.98,0,3733111,0,236643,1072051.11,2967735.19,252768.98,604667,15159.4,67768.56,2622978.98,19261.66,88587.73,533294.29,33638.81,2254898.25,534508.92,4003.65,0,0,1940412.97,0,234153.03,0,0,489392.34,7100,26411,18882.66,66403024.62,33107.87,59662.2,0,9428,0,20877,0,0,0,0,0,0,0,0,0,0,0,4785.43,0,0,0,0,0,0,11374284.32,0,0,0,56963,0,0,0,0,0,0,0,0,0,0,0,229775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PER",2374754.68,64099220.92,56841295.55,4941283.4,2725576.58,156450112.01,459279642.95,1022414.34,1039610484.3,797049491.49,1132662072.39,1892357706.55,351852528.23,18122646.78,3594233.44,573914.12,10192338.7,652246012.77,40328161.14,21206762,418663398.38,596552715.71,1375190.17,1527034.82,122052084.43,0,146271962.37,247042119.34,773137.71,12556405.26,64414005.52,2202016.16,55261654.06,27741987.29,22245155,1527039.02,35567682,81002183.18,4489496.1,4458402.03,6781657.95,392502045.62,4429477.88,612812137.45,137642.47,237114742.73,1412969.85,1375772.09,5098045.48,367257567.64,187947.18,9381799.83,19567480.65,545419693.05,25221458.27,7638427.48,8364731.51,264543393.33,0,6928667,25322865.46,9903221.32,580358.56,10496801.68,32459028.56,5386875.59,225080,6540684.61,42401309.48,697631,2889640.45,666279.66,65815654.48,27420982.37,22821231.05,39274347.47,523521.92,1223651,7139171.59,5334311705.59,298439214,31225523.98,6610302.01,0,613234.56,3137034.93,93893132.39,112802.49,3112968.11,1121322.68,615940.72,4459047.59,28532812.38,237562.31,0,3094128.26,401390.81,14415044.09,1142033.71,1011847,1017619.62,4355214.43,149388.77,1291900.8,101220.95,5648849,82664,487169.21,937657.19,7013.47,0,36514.26,8228724.71,10957637.58,1969021.32,0,233766.49,0,0,173606,33594,556321.47,0,124095,930723.73,111847,238503,177280,0,372021,3210261,2041044.42,9044,1122528,0,241149,717887,361217,56193.82,158743,958482,74298,0,0,117162,2911261.06,15739,0,361200,39788,84548,0,1370204,0,1669311,12908,0,7551,15004,473118,44272,5421,6568031,155881,0,0,6580,0,0,103093,0,0,102043,144247,0,0,8910,0,0,0,0,0,0,0,0,0
"PHL",84553395.4,12239264.69,509707480.2,88692223.64,7332,866150.78,283060389.13,1074155.31,756953431.1,66179292.22,13961743.06,12830968318.17,10117944.12,38502836.56,2485076.58,2214899.76,137176955.49,2370549853.28,103222627.19,0,3035803.43,173107278.02,6699616.95,640069.84,139869101.91,1778830.21,550683743.65,1333145934.36,1725629.99,16084083.89,2154256.74,0,5132497508.12,643429.21,0,176913245.04,0,199608456.65,172793616.33,11246621.16,53489241.83,221427010.89,1584149.98,7297504550.12,5987002.53,2293051701.46,7208383.19,7354249.75,1662659.96,1318383907.01,20433930.1,3185636429.94,1083114.61,2599624643.56,49521545.03,82461831.22,24224233.01,512677.44,7646648.62,0,80799489.5,13660621.61,466626.81,35591799.35,71336240.35,84629244.17,0,4609585907.16,1204333.21,0,21526463.62,7732305.7,36003883.62,1869078030.11,1321277.62,117117255.72,1106486.89,0,2038463.44,9346343907.85,0,202187762.05,84607406,125197.04,0,27987184.79,13872056.01,9810775.94000001,1621238.09,2238202.8,37441,88820.22,5278867,112615.54,0,7079936.22,1549972.08,1736414.5,780504.78,65242.3,640286.04,3895321.59,310229.08,268290.85,594165.29,64708,131354.76,16840296.3,1337362.73,63497.63,1813266.56,27934258.43,1803155,5968780.84,843001.75,273009.72,6610937.67,158173.88,61411.52,298144.09,0,709594.87,5773,1468,0,434420.07,0,0,0,0,0,186506,0,0,70578.61,0,0,0,8192286.7,0,0,0,0,0,0,110598.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1222564.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"POL",150576238.76,54506522.36,256281825.54,1872032654.04,238574995,668063.14,153910777.4,198139.44,571907526.069999,682934734.45,43911654.76,652748281.2,20757727.73,8855775.36,20701967.35,31393819.5,3802402332.84,22219713656.64,1657264240.67,24138740,9499679.71,2009247234.17,325507392.36,4716958.22,806120383.59,58092.57,5238526205.66,4577119967.37,22042447.53,280678251.54,4642120.67,214074.95,65186585.71,4456084.27,948655,2389215471.71,40591573,210784148.45,300763498.64,133370180.13,111048674.1,5174310564.3,3185623.07,217738644.52,8705585.01,128131379.03,20847114.76,24191380.36,1244809403.16,128029277,11630561.33,53809948.46,282148.06,3242085736.1,1481508104.66,26273567.06,80865026.41,28509285.19,15939559.35,8638413,0,380089105.08,329585.67,1135583255.83,3728784371.49,164843311.44,10785284,125079584.79,517704.56,2224534,1645052323.83,314216686.3,2880621163.37,143216594.79,5433767.91,1284565986.21,2532605.28,2588001743,4131436.59,2047762232.39,53139108,60748693,194923341.23,51126043.4,1083810.24,20905906.5,293450983.13,5809216.32,131209052.4,659268808.860001,6691655,9737598.2,163174015.12,1641998.95,14893790.09,330779675.53,118167618.71,217560897.26,4479173.91,11683047.16,523273603.650001,137855005.28,84817126.15,1422831.75,87498742.77,1282463.91,8850296.81,4504090.4,9740126.27,976954.98,20725929.4,16163784.13,6644032.5,154043944.29,27483518.44,0,35524497.75,2397973.88,229085,8960429.25,6641319.68,12810102.33,3613673.11,125413.08,2015676.09,117905.11,1404689,0,21481,2659924,125840774,1361024.66,93742951,35343002,0,126448,20472974,12406572,660014.11,5588406,4050032,859514,398393,20405860,164295373,868100,5235667,6687,728460,65994916,61061,332811,871496,1177812,436426,187778,15475,0,159619,69294961,162357,10280637.89,44315995,203729,169671,79602,48214,366059,8775286,45436221,151053,26844832,0,0,0,0,26879009,0,0,329135,0,14326443,5469,0,0,0
"PRT",82717972.31,44421242.12,127723130.29,421926637.51,715992.43,712446.03,240490742.43,418006.86,260462547.64,373082775.36,72773661.82,267134668.02,8395383.87,2648594.37,10317956.1,27297419.19,171941817.95,4498267565.35,362426147.71,2170733,3535926.95,9400607005.83,18943529.25,1402983.43,311217479.84,13956.57,4688500428.62,3350532182.36,13040997.23,152550019.54,4853373.05,81801,120250457.59,3109227.48,321638,179089152.12,7252609,39922542.91,265211463.1,23740004.01,81898522.09,1648997625.02,674936.89,174001954.31,362152.73,49305821.93,22132060.89,4378005.66,19869536.99,257890651.79,14839315.7,138237069.88,470801.48,1300962603.7,186907411.34,19104057.18,12054578.47,7306820.98,9073554.36,8330051,302879643.81,0,743341.16,124533094.34,126598281.88,96032819.38,7841023,379983103.87,6512907.62,133966,62981981.49,61269001.72,395046719.16,42458437.94,1193231.77,383208351.71,2080765.94,18097242,3242576.13,2403286863.29,14619882,14915546.64,112103391.59,6681019.66,3261708.05,1256338.13,37732758.15,4047879.76,4711693.15,3938146.87,0,3982866.21,81116240.37,2684813.99,7448067.26,23410951.82,19667396.7,3297719.91,3276207.08,71921.04,18302254.26,225418510.84,7616618.61,540612.1,3055472.92,1270606.43,87355909.51,3128686.6,3139985.27,543807.87,1132481.32,6807649.77,18438423.73,4489186.3,9862215.72,2257677.18,79935421.8300001,398955.12,715448.84,2785273.96,426617.85,9772411.97,469544.42,593246.47,3811004.72,396742.42,966998123,17272,0,4861094,32204496,8433322.02,10651680,13671768,0,0,56852698,9216189,13866027.16,1952462,894656,159705,187978,631133,1752198,66450.33,133814,673932,1065465,640132,34812,4598478,136619,273914,958930,1699343,0,462794,0,307628,14093,19482,46127258,23357,120155,0,347058,19327928,0,117392,0,22384523,25819778,2398087,0,0,47392,0,117264,0,0,1713081,0,0,46766,87417
"PRY",52125010.58,324076616.32,225107.66,703069.89,70203.72,25359523.77,316758218.21,0,6046307.73,15265845.88,110514178.61,72570350.52,9507465.56,173755.2,65963.84,18395.23,212906.52,16786375.39,1029063.09,568402,5891538.12,13241011.25,28611.09,14585,88451.46,0,12695490.26,2326659.95,253392.08,20881106.07,679632.04,55635,8092469.63,159885,0,0,2037545,3705263.9,710915.11,2945613.96,21172674.86,85534985.54,45033.47,16387302.61,0,4170916.5,12673772.56,0,0,8422198,0,676880.78,203178.78,49835689.16,255231.54,5341,626628.04,973674.98,26359251.13,152570,1353149.32,2966622.79,0,247364.24,102884712.37,6252700.89,116320,489108.94,195690.77,0,0,2144.96,206904.29,19083985.47,32485.12,21185572.92,20943.09,109876,474257313.41,75210408,6987328,670167.2,6145511.78,127199.33,0,16160,250063,427636.87,0,6745.58,0,698377.98,2278876,91200,258823,501582.78,125873.46,75992,0,0,13123.08,30360532.04,373467.02,0,0,0,3705.12,130156.98,0,151769,0,0,65405.89,0,26565,0,3141756.99,0,18575,2592271,338461.54,416168.1,0,0,0,0,6711961,41506,0,165242,4087185,0,0,147100,0,0,647945,0,13164.95,0,687102,0,0,0,0,472452,0,95487,0,0,0,0,0,21799,24192,648977,0,0,0,351368,0,0,0,0,0,4014231,0,0,42080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ROU",263597263.18,26947796.46,28839811.83,905266038.29,72509.44,252570.14,22329325.45,60778.79,163225746.52,216534589.08,20847712.84,298743876.42,12223815.8,630628.31,4652564.31,114736727.02,336476946.48,4163851315.98,63850571.42,2721911,2628272.76,724695336.32,10700487.96,2322078.34,58016997.47,42448,2089775729.31,1491020690.31,8291952.69,563733079.97,1445140.13,1975.61,20546670.79,1077353,148330,1137844474.98,8067079,342089162.87,65499960.38,134404816.06,145652725.66,5082958660.15,39755.73,143897975.06,57209,92196667.81,167165859.12,4081291.8,12041791.78,49538128.63,17839428.34,13152253.55,336173.53,670052811.540001,308125822.89,4255672.92,76138107.83,4685612.04,10916581.29,1006499,498152346.63,59714624.06,599377.62,0,275535915.66,190790317,11427696,79741617.35,395413,0,159642515.99,182827561.28,160898561.72,29727649.9,12300826.78,2239364662.15,11022538.9,167288135,380857.35,1280353766.7,22379366,14770619.55,17927499.79,8373104.03,295772.3,27865482.75,743333700.729998,10053905.52,147390688.33,10433204.56,35927,24186158.68,73561948.08,776671.19,90581830.06,264806953.41,23441635.8,68441298.4,9517468.85,204930.72,7284676.47,81338592.46,287887714.24,320161.76,63427001.69,6525822.45,452586.1,371551.39,6278738.93,200009.79,5073389.76,16285194.04,2036982.17,263607877.03,97765700.14,0,50147987.41,609351.82,49274,19452373.32,5331219.84,3586831.33,56114.68,160157,402480.42,407080.8,1325422,0,0,1006444,188773102,2617242.73,26531110,32288654,0,0,26259242,21953975,756240.13,356728,362928,19424,939993,4134346,317178350,47791,115176,34551,551968,14316,87040,0,79333,261486,457169,0,0,0,0,26289190,0,78850.6,103412243,2500,0,5217,91181,114586,0,25214624,0,13147092,0,0,0,0,396154,0,0,0,51580,0,1000,0,0,0
