"","ARG","AUT","BGR","BHR","BHS","BLZ","BRA","CAN","CHE","CHL","CHN","CIV","COL","CRI","CUW","CYP","CZE","DEU","DNK","DOM","ECU","ESP","EST","FIN","FRA","GBR","GRC","GTM","GUY","HKG","HRV","HUN","IND","IRL","ISL","ISR","ITA","JAM","JOR","JPN","KHM","KOR","KWT","LKA","MAR","MEX","MLT","MNG","MOZ","MYS","NIC","NLD","NOR","NZL","PAK","PAN","PER","POL","PRT","PRY","PSE","ROU","RUS","RWA","SAU","SDN","SGP","SLV","SUR","SVK","SVN","SWE","THA","TUR","UKR","URY","USA","VEN","ZAF","AGO","ARM","AUS","AZE","BEN","BFA","BIH","BLR","BMU","DZA","EGY","ETH","GEO","KAZ","KGZ","LTU","LVA","MDA","MDG","MKD","MUS","NPL","OMN","QAT","SEN","SRB","SYC","TGO","TUN","ZMB","ZWE","AFG","ALB","ARE","ASM","BDI","BGD","BOL","CAF","CMR","COD","COG","CUB","DJI","ERI","GAB","GHA","GIB","GIN","GMB","GNB","GNQ","HND","HTI","IDN","IRQ","KEN","KNA","LAO","LBN","LBR","LBY","MAC","MHL","MLI","MMR","MNE","MRT","MWI","NCL","NER","NGA","PHL","PNG","PRK","SYR","TKL","TLS","TTO","TZA","UGA","VNM","IRN","SLE","SMR","FJI","GRL","WSM","ABW","BRB","SOM","SSD","TCD","TKM","UZB","TJK","ATF","FLK","FSM","GUM","KIR","MNP","PLW","SHN","BES","BLM","SPM"
"EGY",7197819.05,62200725.22,113556302.24,83277166.98,61629,1399.65,137089789.85,614265383.26,96008583.81,16289483.46,829542260.43,63314072.24,13259871.43,1942601.5,45748,25616128.13,114649783.13,1904590056.04,23246379.34,4079145.06,3025753.2,621894509.53,5654417.97,25169569.02,572473719.83,1075393103,708316851.67,4740367.09,2389008.01,63603294.3,18823056.16,23224158.98,1350518162.9,59156153.42,5458861.99,74679478.36,2307710318,604598.27,615169750.390001,148969341.47,137763.85,205747816.24,542452591.149999,29084566.44,423937922.97,34110248.07,41725042.43,2160166.7,3614315.59,247044742.49,181662.98,356360832.12,31497638.27,3235279.9,136163078.39,8470200.71,5637690.28,134332626.21,110851069.34,716337.36,128756145.2,109361743.79,422429769.83,36180189.55,2429454135.13,612924340.790001,149908390.1,285977.89,192471,54355221.61,62285905.86,36350011.66,70263553.27,1448934034.14,50542439.42,6451036.88,1662999894.59,640615,155787294.07,34127071.46,8489687.52,38064001.42,25695073.81,16914237.48,18330485.06,13369290.61,83923721.77,31545,552715404.2,0,211711989.88,9038290.37,34648695.48,4424044.4,13178970.79,6707095.94,6280439.94,41278155.06,5025274.34,23283948.05,24249346.62,126463333.06,367163593.01,29844312.97,17245362.63,4632639.19,8377735.32,183686426.26,28400856.09,14723882.22,5982514,22007450.11,1098053621,0,11646566.11,52254670,245626.62,38020090.53,36074327.64,15991599,19197763,364546,22305060,49566793,12375680,62189963,0,9653246.63,6165161,236598,0,190525,2696342,75102891,468870177,232675348,0,0,428499274,4582988,554489080,0,0,12625787,0,1301126.25,13050738,5834028.28,358557.77,5991891.94,89655161,3264760,0,288894,237821979,0,0,1304318,35653505.5,71960506.56,27230975.91,6288714,4051543.61,0,0,21621.03,38518,0,84309,53515083,0,8277727,360287,817148,0,0,0,0,0,0,0,0,0,0,0,0
"ETH",41829.41,8281340.77,8174818.12,969612.53,0,0,573891.28,20022612.96,622836188.18,626049.41,392043867.17,626082.1,56433,18125.27,0,387069.93,30076459.61,251922263.74,1387511.79,32813,20122.58,51810171.69,55009.03,4435662.78,67896378.02,75268987.28,6683914.75,232476.09,0,37972379.61,886741.52,1241225.54,70445779.65,1107354.4,305908.6,61329594.81,72638136.47,0,28861662.34,91745867.7,5335,54774715.04,642397135.92,1432300.97,354006.55,1931071.54,33056.95,14947.5,880164.47,1874110.95,6275243.02,390307211.18,21509799.95,4322993.21,45190290.24,0,13473,4441310.5,3877854.47,2868,1803267.09,1468303.03,21887148.38,1257767.43,345288747.26,107591210.43,13993945.04,3946313.83,0,2822530.79,1208299.5,19149826.16,10661529.35,51705993.12,1237853.97,3658.03,267121280.07,0,11361462.13,369170.14,241681.89,21091184.41,0,36248.46,410750.03,372349.08,670010.61,7150,1829715.39,64425104.86,0,48285.39,65401.85,11194.51,414033.24,16689,38899.97,346511.37,74521.46,58992.79,79423,10298280.91,2499538.38,386826.9,661017.86,783991.59,513973,2997700.98,569816.98,480593.17,23344,228191.81,124484227,0,787748.51,907096,53066.43,217079,389274.59,162892,438561,0,213156816,0,20764,2122472,0,80573.54,20443,0,3904,2879242,0,22398963,1335676,38865929,0,0,3269523,42914,4456825,0,0,423375,85672,14961,6653,655082.92,175043.77,463012.32,4453324,1754953,0,554843,0,0,0,0,2658621.92,11588485.44,12949153.97,145234,116951,0,6774.56,0,0,0,31687,671741253,3901486,246217,0,23396,0,0,0,0,0,0,0,0,0,0,0,0
"GEO",1816378.86,3581816.94,246433193.59,873418.19,7228,5929,20131056.75,135308376.24,18453746.72,2701420.08,131331438.44,55578.34,3345983.03,2225226.26,0,491536.09,19722149.33,89624958.22,521453.22,127934.37,4125455.54,49651278.2,3327608.51,1394691.81,28335857.43,33052277.6,11308181.3,3729664.95,4168,4458320.65,2029016.8,716028.02,17491979.29,2885036.76,6180,6539432.13,154272284.95,24484,16337149.99,10447703.08,16663.91,13153988.63,1376085.09,625027.85,8129384.14,2987376.74,312891,912803.09,275224,53485772.72,752277.56,59411674.65,779041.26,177588.52,423995.94,2405009,3280288.63,39047204.86,155707.1,70738.14,11561.71,13118318.02,180357981.57,478479.33,6168037.31,204784.11,9538626.17,2626.23,0,7852727.79,559250.48,84769.14,2337555.95,228976146.79,60671180.7,363975.66,163196833.42,0,293011.52,2997944.77,156958518.99,3029575.52,252877746.36,156537.7,0,35562,22232676.24,3670,2403941.15,5133965.59,2550867.69,0,46449643.91,6731613.87,37725321.72,6495842.18,5959153.96,4752.58,71416.63,205867,52682,3051342.65,1339981.23,347651.76,2021135.91,0,0,1511798.42,170315.87,4017092.71,327198,213955,28092901,0,2413,0,14042.5,0,993012,0,0,75496,0,0,0,5708,6385762,90000,0,0,0,0,0,142050,10928872,0,0,0,5293708,0,2370199,0,0,0,0,14241.42,0,15237,4409.77,100916,70000,247676,0,0,4000,0,0,4218555,334645.35,89082.09,41497796.91,35746465,0,0,234068,6659,0,0,0,0,0,0,16038388,97953056,4414014,0,0,0,0,0,0,39787,0,0,0,0
"KAZ",6244828.58,639251484.6,99838513.37,0,0,0,129752685.8,339688438.46,454887246.93,1262624,5565959928.02,120215,3297481.87,0,0,2997949.02,387589175.22,1787354395.79,45142094.11,1489.2,93153.46,1266115414.31,65793466.18,289524240.27,3100890890.72,937736948.02,1451844247.59,0,0,27995278.69,134876355.79,20737060.7,271386384.31,1156553.51,13295.55,219482576.06,2676892352.35,0,96754.63,834502995.35,382236,542369730.14,257267.26,463957.93,14813232.37,25731949.09,591776978.79,44941556,8404,2958529.14,0,3015385859,6102774.02,993153.37,4961674.6,0,153796.42,1028820760.04,630685434.84,16298109.06,0,1127997104.36,4636499370.71001,0,6832422.96,721353.67,85363203.5,0,0,8560374.79,25940830.63,189429815.59,11701762.39,1684958121.16,1173783217.66,23215.86,869323617.78,2677417,2977907,104124.09,808743.19,7667565.97,140850516.99,1749359,8221.98,1902063.81,62370107.31,0,5845345,19256448.51,2456153.29,23256944.22,0,539099540.52,315553419.42,78701789.98,28804581.33,5448515.84,885586.74,5171,0,336563,73939.58,12665056.37,136137983.45,19849,0,11253088.52,0,0,372429422,7910.95,41735156,0,0,86476,4440,0,0,134385,168259,0,0,0,185405,20437,0,27020,0,0,0,0,0,18847325,9731860,5867,0,18825,1931472,0,0,0,0,0,10020,3677019,2453,0,0,0,371697,44112,0,1511580,0,0,0,0,29826,0,17809407.53,565788625,0,0,0,0,0,0,0,4317412,0,30266,114488464,940813253,418408134,0,0,0,0,0,0,0,0,0,0,0
"KGZ",1402,323453.74,5528921.06,33189,0,0,3486.65,346682.12,442296988.19,0,56336684.75,37800,10093.45,0,0,12990,349448.03,10297761.45,85191.85,84866,0,1355455.21,2692,492835.97,959192.04,1894443.86,812402.95,0,0,346028.96,35879.16,107525.14,979046.32,1960.62,0,98732.41,798593.22,0,839262,2966381.1,14988,967803.72,61354.64,0,0,93768.83,0,2842845.24,116990.53,172770.78,0,1393950.65,56263.89,79656.61,114118.73,0,0,3791007.84,0,8245,81927,1593402.05,91356300.86,80033.48,1070741.99,0,16475,0,0,99966,56130.39,7917,109571.06,95074705.12,8026036.44,0,15794975.91,0,236260,211667.69,168407.4,71175.93,4266846.78,1616,0,290118.63,13521396.61,0,85069,16017,8358,1772693.1,205095252.32,0,17199768.88,2777033.89,208802.74,0,1903821.13,0,1243.38,954552,30145,0,6604587.82,2873,0,953302.11,1004.41,0,8923181,0,97750419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31283,16084561,0,0,0,17668,0,0,0,0,0,5213,378734.61,0,0,0,0,0,252931,0,0,0,0,0,0,0,2736,1579909,3633336,0,0,0,0,0,0,0,0,0,0,6304486,95010579,24186808,0,0,0,0,0,0,9189,0,0,0,0
"LTU",40433328.68,109326677.43,54701347.79,2638388.99,435403,987151.69,21545631.55,191810510.58,112923838.82,4534029.05,141659931.69,758516.57,3285557.84,2273873.99,1626,9110644.21,252797680.59,1779136323.25,614364100.880001,2177912.23,3603694.41,350369087.939999,1007887730.65,370227066.57,732754082.830001,1219517345.29,28805672.58,20870300.7,139378.26,43110228.78,24944803.39,125836758.23,182238778.89,102429146.55,30151928.44,36080668.8,504641071.74,157426.86,6181968.47,321188930.82,2426778.79,75874676.93,9421393.74,13733366.43,33044854.06,27258989.96,9161507.6,8182407.46,6398196.32,50209662.64,707346.41,1095236288.31,780585296.16,16047814.18,9559970.73,2893736.66,4540675.91,1327536079.11,85217525.29,2627257.53,302773.32,77374874.8699999,2055293539.44,1314052.7,196953655.71,1180156.86,90796436.8499999,116207.2,455877,89262407.91,43928097.24,938482010.739998,10137919.38,248852131.23,648250352.470001,3117475.04,1112030135.46,2295453,33650477.06,6238552.55,17627087.49,35429561.6,41660238.6,7552525.24,776366.99,5230033.22,777039268.639999,2282,146277416.29,24980610.86,4578818.32,55708567.88,292190701.37,22510511.48,0,2254562564.52,25391900.75,451686.45,4234283.94,3850992.11,115840.54,2765922.45,4469350.66,891962.44,18312923.24,319481,32614185.52,2463504.46,169241.94,127487.09,4985761,2206144.97,77793200,0,50600.57,3438839,790251.51,58682,901521.97,369562,1529361,7131570,13730,0,693131,1454436,36038328,761490,279069,0,220728,17543,19067,5962619,2937497,30595038,42554,33882,3575645,247002,7972799,201035.64,818459,223240,225966,377424.64,593426,788845.14,296317.14,58342.26,8013905,2943284,83726,0,543187,0,0,143182,7697761.82,5241971.51,20834137.36,50264403,274835.43,28781,0,1100141.59,0,0,25186,12285,0,0,33613478,123430286,23918536,35570,0,0,0,0,0,0,0,0,5341,0
"LVA",4440826.43,57283257.3,38974831.12,2531488.05,139890.78,795572.7,30577639.53,35265473.27,49146080.62,11408890.2,128538869.01,354852.42,3009073.57,6080560.15,119522,15168375.85,161399157.31,693588855.439999,489943136.15,1107668.74,3074794.75,123850559.55,820220620.09,209890776.3,236057542.61,720891817.53,21599914.52,10367922.02,52108.81,31037902.64,6880676.92,54711251.76,61164324.39,40513330.34,22746937.39,38163244.28,122923110.11,26193,3200946.81,56675896.34,93111,56818319.47,6754459.16,948918.12,137016571.69,13535558.61,4943569.08,1561983.03,2476788.68,10911184.64,334728.46,402451383.240001,350908063.57,3952633.09,59142529.27,1244106.81,5662742.26,573896955.6,19986654.65,14911939.56,354003.31,21812550.04,790861515.02,580356.71,95545106.02,40916,32156417.51,264873.8,18053,65519265.33,10904075.16,645553383.75,17746202.72,192733583.12,79021294.7800001,614642.8,287365128.97,20338,18844173.82,16243774.28,6457800.26,21877711.41,22797717.96,699012.03,8039864.08,4404389.42,157540650.11,39615.53,154259939.56,60489880.06,1809388.88,20832718.49,55228541.52,15305712.6,2223243492.26,0,11300638.27,1618586.57,3266854.41,530916.79,270713.33,8417758.85,2760798.02,647661.1,4878398,948072.57,38104829.49,10434853.6,47896.69,26202.02,2473973,1286226.12,89534047,2219,45193.31,841003,981323.33,0,719596.9,437974,485948,115038,505514,0,306224,1957863,265686,11871908.5,358028,47156,596758,612929,31126,13971957,3194072,15624637,128023,18150,12925343,296250,9123192,28624.76,369477,208112,1263512,625495.17,6004575,2267,62482.23,1399835.5,2652674,1161028,247379,77005,641450,0,0,33068,3155907.9,3508040.36,6429573.92,5686634,985314.89,2527,0,139132.9,0,0,20048,112639,126438,92138,22353587,62849161,5957431,218831,51163,0,12923,0,0,0,104635,0,0,0
"MDA",6854,30508376.35,32871398.37,172368.41,54727,0,1246656,6680578.73,43882494.52,451427,22188238.9,492379.84,97306.37,0,0,11903101.75,33799871.67,149574245.64,3132080.71,57611,7500,22107996.03,4598006.74,2047324.93,56254506.83,139051931.49,30596427.94,0,0,977360.56,1638120.52,5019545.27,4615785.4,1044303.92,135686.7,2489449,228465278.25,18130.39,717016.26,14726666.32,108782,12336581.02,1075337.24,1651671.42,5255912.32,447054.84,302760.11,456030.44,0,4301093.55,0,24698855.98,4020509.71,228000.08,2457488.24,657479,56194.26,78880891.4,1656111.04,0,0,542455550.820001,261785487.05,5799,1134061.59,2234097,816181.41,0,0,13678462.48,1719197.87,4298114.18,1633718.01,75363244.03,54204560.71,193175.63,39134028.37,0,2052917.72,0,1231191.2,1126897.07,4161310.64,0,0,1596574.4,133544025.25,0,473298,9560246.91,0,17825213.91,59447292.73,5926278.75,9282051.81,11479650.63,0,13354,1973572.41,82969.89,182234,0,1008297.06,299538,34867425.77,0,0,131402.67,1078,838040.74,41669,57057,753037,0,0,558055,1085,0,4421,0,109054,0,0,0,0,531062,1588,0,0,0,0,0,0,11634282,17078899,43086,0,0,8619822,18726,271044,0,0,0,1034985,186827.83,0,0,30077.24,0,785699,288497,0,0,5723298,0,0,1230,0,0,887883,900347,0,0,0,0,0,0,0,0,0,0,1774914,6577496,746942,0,0,0,0,0,0,0,0,0,0,0
"MDG",898878.72,8283229.47,324520.85,734034.7,0,1517.06,1921522.73,60611976.05,20552516.43,206902.63,159782870.92,995358.49,954777.52,80279.08,0,110309.52,8919638.15,170726402.44,1216862.38,485977.82,66769,77520929.75,828987.1,2629413.01,470398856.55,59042976.97,2014601.54,0,74209,13892981.54,181548.13,26069.39,126436259.93,2999840.44,83112.08,164631.01,39086667.2,0,215758.31,130655780.09,7964,98648928.3,4549211.79,1983568.17,6836598.82,5047246.66,75731,7700,4465957.77,7389286.49,0,124729048.69,3553251.82,834132.43,6633336.84,1268069.37,2896321.11,5244998.78,5153407.34,1703,0,2591801.42,6043808.78,901194.89,5998451.24,0,32838135.06,0,0,977204.34,6977774.23,41727461.14,9218044.54,8597953.34,1551032.77,25738.76,298469714.25,0,148359282.53,155266.73,70685,5606246.84,143096.33,2825540.16,605179.17,72320.93,38454.34,3515,963364.2,2811323,125564.76,0,348876.94,42615,0,107643.44,116113.37,0,38630.6,40582653.19,255292.86,1069821.38,1940454.31,41090.31,222719.79,9122184.1,198016.59,432500.09,62493,665985.23,63427,0,14191067,0,128449.66,2141899,13803.94,0,81287.6,218716,18917,0,2202721,0,0,347410,0,1049215.84,0,0,0,0,0,4934242,177908,14916208,0,1096,10380,0,19039,0,0,2323905,0,42130.32,0,4671619.86,192285.74,8739,31408,107690,0,6169,556112,0,0,0,3185226.54,46422,24271218.76,0,1469,0,66002.28,2934,0,0,0,12441,0,0,0,0,0,8231,0,0,0,0,0,0,0,0,0,0
"MKD",1903611.49,49757892.4,287854859.63,192025.71,36202,87412.81,11173743.06,9468526.41,69548081.78,17725,149455820.84,265288.44,343055.05,108814.27,0,1439969.41,228242324.38,1998187716.9,7427960.43,1427,117036.85,101118345.78,689150.15,12931216.27,48312282.14,51548684.09,219578383.52,0,0,3003502.32,82252523.8199999,23550154.99,13708977.16,1795300.7,433441.64,4222752.69,200736113.01,0,1121302.17,9408330.61,6543,1714735.44,1201106.81,11812.71,233816.23,2720175.74,115368.36,3021215.06,2403,874154.28,0,61044646.56,7613400.05,385413.2,668329,9227,112412.22,35161242.43,4238622.45,2070,131705.59,113079799.15,50865785.4,0,3215095.67,30428.97,751337.94,27664.13,0,71560295.09,69502744.31,12900174.25,822889.13,80742586.83,8359528.64,490575.61,186466124.56,0,12983034,0,577500.24,6878572.51,1050118.51,130020,34427,82563516.48,69111453.04,2443,741668.99,1402152.8,147434,1093370.55,1867554.09,89383.14,2573654.03,2721822.32,1342701.8,0,0,42357.66,4319,367504,1326227.12,0,384021117.1,8209,0,7098343,17064,0,316222,69006711.88,3221244,0,0,110807,19479.3,27890,4791.16,0,4342,0,0,0,0,788800,0,29246.66,0,0,8234,0,0,1970929,2789184,3476,0,0,155376,0,343869,3073,0,13847,0,29261707.09,20871,0,119844.65,0,15617,108893,0,19534,59964,0,0,0,10735.94,26775.16,568288,260806,19318,0,0,24544,0,0,0,0,0,0,189433,0,0,0,0,0,0,0,0,0,0,0,0,0
"MUS",297791.64,11195918.23,730550.85,1118268.82,0,106218,1134017.27,17186076.37,75669103.45,632894.57,22675858.57,1119204.59,1106329.5,2030958.08,82722,39944,13763330.93,47071589.28,6052306.47,36575.87,500959,99007799.35,345533.09,11267507.14,313993279.26,334333798.26,16144714.06,0,15495,14458552.74,405649.95,631600.42,30625363.22,10381197.98,281933.54,1804140.53,129487490.99,218728.53,136993.98,26969973.59,9433,6575025.73,2631615.33,1757548.11,2307321.7,8519165.78,2731720.97,21767,25696802.66,8122825.43,56912,68684967.23,5088676.79,2443033.12,33026772.11,4219211,673820.01,10732048.11,13272780.85,14472,0,878715.15,6289189.72,6268648.82,2187425.54,59700,31685648.6,406135,0,749157.33,3705275.14,7125096.78,10561337.73,6409327.46,263046.48,45698,361810157.7,0,182167425.18,1676246.77,131402.51,18378066.59,14264,400002.24,63439.72,199444.62,146590.73,3760614.67,515381.16,4715010.52,923616.7,0,470866.76,0,3595.08,219909.33,46411.54,143217336.9,133515.96,0,0,2629578.81,11007990.69,2419051.18,348360.56,63309623.87,0,510854.35,442746542.92,45257709.55,10077,0,306738889,0,513987.43,14371991,3159,0,1446064.17,0,956406,0,81582,0,1060890,620561,0,608277.59,14143,0,0,0,0,1116359,0,22180374,0,0,48054,72250,0,3375,219416,1285,0,153346.26,0,21026163.21,104886.76,84714,606471,844835,42304,0,0,0,0,0,27209453.77,8951024.56,93414603.1,721560,169170,0,2558,14467.08,19377,0,9507,0,0,153536,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NPL",56851,2521602.97,21775.41,97023.22,8624,0,678953.75,10880739.78,10121032.41,224806.92,19865113.25,1345.63,54881.78,15301.56,0,24466.65,3283259.24,37125734.85,3008319.64,18395.73,134868,3766816.48,70043.84,1129671.78,16176531.76,28782556.9,487479.11,0,0,4395053.64,159122.54,314805.97,550463721.33,334172.18,148256.79,2355437.89,11124336.17,21580,83569,14180441.07,104261,1935475.94,196115.61,390085,136161.31,2077632.56,23149.47,42258.15,0,2241263.41,5935,5007752.71,3685717.71,800361.83,406990.88,31324.38,85584.61,292542.27,153639.18,55146.19,0,89776.02,598917.57,20367,468252.54,54735.28,4742565.97,0,0,68433.06,366303.93,2057391.82,2237961.96,15614015.42,81771.8,24894.56,95273457.13,39700,560159.82,0,38668.98,5895862.88,0,0,0,10599,6568,5971.26,0,21370,11946.4,23557,23281.9,5502.48,166318.8,45713.94,2284,173015,1126,26138.11,0,22253.46,151191.17,1201,33747,0,0,9574,1804,16075,9121675,79965,1678902,55250,0,6831945,0,0,0,0,1296,0,0,0,0,0,0,0,0,0,0,0,2227,52683,1548,3025,0,3328,95217,1029,88639,0,0,51562,11787,0,0,0,71904.82,11379,0,11853,0,0,0,0,0,0,7600.09,24590.3,3987110.11,0,0,0,7669,0,0,0,0,0,0,0,0,0,0,5604,0,0,3039,0,0,0,0,0,0,0
"OMN",45469931.41,2537490.69,244683.87,93972288.62,29231.17,145137.3,76295170.49,44624614.76,8162359.12,4707847.18,14506447759.49,1653721.03,16242457.6,80001.04,0,1081364.61,13873319.18,76591425.3,5422775.44,364944.13,365971.56,80757669.94,34341.14,706776.93,51818915.2,86202467.26,4117536.28,1099983.26,1408,66957075.92,1115765.46,20292887.55,1413590139.84,5907573.55,20345.56,0,97575203.37,148522.79,50944679.96,1461674266.97,907011.1,2806045744.86,210031264.77,243683487.04,40369298.8,42318393.4,777340.86,0,66499242.29,350728967.26,98113,181858075.58,7537805.41,3142146.45,542729291.96,445979.78,2186627.33,12151685.52,9528919.19,5135811.9,2932856.71,7968268.44,5643006.46,379279.28,1107951224.57,20845563.53,412211435.59,1231803.07,0,95972.71,1549614.22,7660141.79,627924993.33,63709423.28,5258400.18,13173890.71,974226627.900001,110505,429258366.11,22503944.55,645684.12,61606360.51,56660.52,104781.87,20598,886999.03,574707.06,0,48056447.03,96134181.26,39662686.41,153263.54,554687.38,0,57022674.07,385977,33312.19,8662063.53,62409.46,7231045.93,666800.75,0,338046630.71,989071.08,2273359.3,1003373.95,437627.45,9732068.19,810670.16,152416.84,43158,70679,2049435424,0,302437.15,57210723,157595.69,0,3628536.44,59478,862233,35862,24167468,49264,154394,929466,0,140042.79,63938,42479,0,65800,184014,89248456,461728198,59215246,0,0,16734986,1186206,10363775,23641,0,30744,17065706,4888.87,97322,3165362.16,5084,702994,6546731,12013836,123072,0,10141165,0,0,1004469,38242255.17,16205790.49,56734977.3,228317843,894458.45,0,264346.75,0,0,0,0,182801356,0,62292,11235,0,0,0,0,0,0,0,0,0,0,0,0,0
"QAT",156852724.61,44995779.18,1194478.31,184497640.63,107794,4433,869697602.53,41018644.02,285821281.74,7420031.08,5182751983.46,29437342.74,5513369.28,5670526.04,0,9785139.37,9132135.1,253646371.64,162079399.03,2064850.24,2550176.57,785786190.63,190287.78,69086906.99,355167663.89,3236035444.54,50086289.26,1003047.72,2800,114932565.01,3455050.98,213517.72,10063519402.76,10485548.89,14978602,0,1517196513.4,528068,304077093.25,15846254569.93,1244369.21,15593474079.97,451571787.49,33842289.1,54448481.76,134791684.14,1436087.68,44740.16,1839292.63,550816494.06,854766.91,847924162.229999,62093491.91,419483348.88,338150962.19,232378.14,16348538.77,17605277.14,20439742.74,22281354.19,18169660.55,27138869.25,17195649.98,24041,815834715.02,25863165.79,3458440828.79,752918.79,0,1733554.6,2134747.86,147169547.76,2973929820.41,889279498.04,13736522.57,14691668.92,1345672893.91,731572,392363010.52,40884048.47,302997.37,437878237.54,614298,121486.28,67403.73,3738756.45,2227834.14,17445,83476400.77,818776935.78,27040340.9,67546,1855399.98,18194,2110880.87,23262,342177.16,59468929.57,1562076.69,891137.48,3601191.96,547231846.98,0,9109962.43,3350673.41,38946.9,10897759.25,21017374.47,2026537.36,185056.84,2306197,2273304.04,3674325532,0,0,3247836,274192.32,0,4518336.73,0,59012,1003,6727959,75488,23170,1983999,0,371532.46,117065,0,0,0,15207,499102908,105213905,37584985,0,0,6320042,72730,42675,4121,0,0,499030,31132.14,485769,4889468.4,9094123.84,51882.5,216714,404583476,351475,4285954,74504,0,0,434235,17597040.23,12940945.64,201881906.54,3992271,2840555.81,0,825770.04,0,0,0,0,580195,0,2750671,1330888,20274,1003,0,0,0,0,0,0,0,0,0,0,0
"SEN",1439.23,1764250.28,4114428.42,16724.46,0,0,5879948.16,5908482.72,240739134.43,153974.98,92240488.12,124556936.46,141307,311098,0,1047697.2,674514.19,14439342.94,3021717.88,52709.77,0,88087605.77,327276.71,937393.59,102055748.45,52094113.13,10957983.41,3098,0,12984543.1,8853.64,18028,195688393.72,982293.75,148529.52,4527341.5,97694071.98,0,138032.25,11808245.68,0,57753027.27,41671.71,213346.12,7910110.74,15887392.61,947025.67,5323,1093170.71,4022101.97,1018244,42688175.17,8751577.54,893094.96,2639772.46,0,7032,29143760.44,23782355.42,0,0,141480,3877389.46,198000.15,1510337.82,1117072.45,2912634.11,441222.28,777400,151085.66,50082.82,1391284.42,1332080.64,5203010.69,947712.89,493592.59,78614550.06,0,20354195.84,1255103.68,4721,1010404.17,0,22910331.23,40452924.02,19333.96,473799.95,0,1541115.13,1668153.05,311616.61,352830,5586.1,0,1412,241829.49,7832.72,398954,115078.86,270469.99,0,41239.07,62799,0,25071.88,94989,30822169.88,1478503.3,161974,0,27816,3123887,106588288,0,26575.94,10005914,14441.82,6116962.65,48030307.96,856557,23593389,0,1437,0,13251337,9549997,2536818,122485720.05,89560971,67052759,11775150,0,141553,663564,0,766464,0,0,18007592,6882983,297799,94170,0,441363846,0,16453.9,52422691,1209,17898.22,19034233.52,10344265,0,0,7821784,0,0,0,202367,306768.98,170893.17,9297446.84,519032,41838134.13,0,0,0,0,0,193031,0,0,13715895,0,0,0,0,0,0,0,0,0,3198.26,0,0,0,0
