"","AUT","BGR","BHS","BLR","BOL","BRA","BRB","CAN","CHE","CHN","COL","CRI","CUB","CYP","CZE","DEU","DNK","ECU","ESP","FIN","FRA","GBR","GRC","GTM","GUY","HKG","HND","HRV","IDN","IRL","IRN","ISR","ITA","JAM","KHM","KNA","KOR","LBN","LTU","MEX","MYS","NGA","NIC","NLD","NOR","NZL","PAN","PER","PHL","PNG","PRT","PRY","ROU","RUS","RWA","SGP","SLV","SWE","THA","TTO","TUR","UGA","URY","USA","VEN","VNM","ZAF","AUS","AZE","BFA","BLZ","CHL","DZA","EST","ETH","GAB","GEO","HUN","IND","ISL","JOR","JPN","KAZ","KEN","KGZ","LKA","LVA","MDG","MLI","MOZ","OMN","POL","QAT","SAU","SEN","SVK","SVN","TUN","TZA","UKR","ARG","BEN","CIV","CMR","GIN","GMB","MDA","MKD","MLT","MUS","MWI","NER","TGO","YUG","ZMB","ARE","ASM","BGD","BHR","BIH","EGY","KWT","MAC","MAR","NCL","NPL","PRK","SYR","TKL","TKM","UZB","ZWE","ALB","ARM","MMR","MNG","MRT","SDN","SYC","AGO","CAF","COD","COG","DOM","FJI","GHA","GIB","GNB","GNQ","HTI","IRQ","LAO","LBR","LBY","MHL","MNP","PAK","SLE","SOM","SUR","TCD","TJK","WSM","AFG","ATF","BDI","BMU","DJI","ERI","FLK","FSM","GUM","KIR","PLW","PSE","SHN","TLS","ABW","GRL","UMI","HMD","SPM","ATA","SGS","SMR","VAT"
"POL",794065983.419999,104733059.1,21501387,230109802.51,486314.36,102318000.31,328190.47,178582405.59,255945256.81,209937936.76,12343605.69,3697069.09,5159173.14,56724861.35,1359982439.93,12158463258.07,939678919.199999,5242435.93,711368612.27,334041139.26,1973994970.99,1723773110.14,151364055.32,3340967.37,43984.42,43600539.09,557498.36,126228235.99,10066381.49,130855373.67,60332541.03,59411062.98,1980954518.8,1460510.68,0,3793.52,48610836.68,19150447.43,341723345.48,163476714.54,33740000.25,28712244.3,335675.09,1556111222.8,455660130.7,4586215.8,27123284.98,4880802.26,4962067,0,272010259.36,388851.03,274569642.41,1059601828.59,20680,59391612.09,301820.06,970725291.17,64297038.18,6606680.4,185032418.81,104978.99,4133650.79,1017958785.44,27891632.25,21973899.46,28032334.19,30918314.41,27326554.21,1003410.81,92000,10734179.46,120994325.97,96264352.4000001,3048759.74,902763.36,4967088.77,712481168.52,91126508.51,209987741.17,5009106.41,98665587.83,63429039.36,2685814.73,3535221.62,2280002.2,179353720.57,502023.08,850208.59,228513.31,5299352.55,0,3422229.46,62736837.29,3930575.79,481770137.21,156037689.77,13666951.7,1768862.63,721571260.23,27083613.32,480115.57,4836643.26,2871494.68,537036.88,172026.44,23602782.1,14383790.26,20748490.5,525008.39,395000,1007106.33,2610828.54,42971565.96,9564.93,39575000,0,3212000,849000,38445000,91334000,5867000,299844.9,42618000,1455516.02,0,1764000,25583182.25,0,3508000,17954000,0,915125.45,2830712.7,52000,5406004.24,2508290.17,7939904.53,0,2045000,1703,51000,2259000,3107497.61,97000,9550000,0,0,0,562000,319000,0,157922000,4584000,40109000,0,9028000,180000,0,520000,696000,523000,0,2934000,0,0,26943000,6032000,1117000,213000,0,89000,0,0,5146000,106000,0,0,0,0,0,80000,0,0,6084000,0
"QAT",122283.88,1495,0,0,4783.91,0,0,9199069.11,429074.91,367673679.22,510461.52,126828.48,0,708042.69,0,3016206.15,96302,13681.79,74513678.37,2171,19842945.08,13927161.35,12890,0,0,19534524.17,0,0,37005699.73,342341.03,8106604.84,0,4087164.75,0,0,0,2401768042.55,13368826.83,0,17125372.29,51049680.92,2154725.82,0,8642024.38,58476,45873027.32,405072.3,1914674.28,175905540.23,168311.12,27473,41560,895422.59,0,0,783778563.89,0,138978,257508274.38,0,8973547.5,180222.14,937093.03,585193912.14,0,36175707.41,33880491.77,285940286.43,0,0,0,4702509.26,0,0,1289564.74,37616.06,0,0,112320499.36,36556.77,25941879.52,5528682117.46,4167.67,8994926.98,0,9067442.72,0,25846763.97,1464.67,482190.32,11604070.95,0,0,163219615.33,52504.9,1555,186741.83,1838820.51,14169659.4,9931.96,6032261.32,0,0,0,184358,0,0,0,0,7692,0,0,0,0,7587.37,190881602,0,3945589,10114808,0,10649842,12599046,0,969202,36806.25,1297810,0,12608128,0,0,0,82731.46,0,0,0,0,23199.78,2706476.46,0,0,0,0,0,0,0,27473,0,132014,0,0,0,0,0,1098,0,0,11936047,60191,0,0,0,0,0,300265,0,0,0,0,2402303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SAU",108237226.02,395699.66,146674.02,14405.92,11769.22,727116594.22,1444,468016701.16,36518714.74,2377278234.31,569444.73,6028270.1,231919.81,15642013.66,1139775.17,856230840.58,3409064.33,15280165.07,1232242972.1,2225177.07,2183555555.27,1380773425.81,953400642.43,76650.05,27715.53,250154669.37,99058.8,1007181.54,1168605968.01,2740155.11,206935662.58,0,1920109802.14,447074.75,24169.62,0,7248420582.44,255327246.95,272572.99,169260242.48,574448672.1,41768935.75,66551,2103413562.13,5250381.29,151207260.28,8667757.19,9244221.92,839958541.18,622780.32,330523132.02,854863,4112949.51,2546692.76,26963628.57,3797533664.27,141286.93,136931466.6,1224497900.74,70082.38,680157796.66,8306206.26,1306973.52,14327394364.18,6585636.14,20918267.01,1776772769.74,678978236.31,2217501.43,8679940.03,4313.71,4756425.55,44922382.83,84019.77,188367165.56,7977194.55,1881,3172886.84,575529564.33,64043,203531716.05,10588331032.01,2668144.23,212843262.56,47609,40067633.19,29866.32,8770067.67,2068391.52,4252975.9,187438210.24,11303603.45,250290870.9,0,16795614.4,368888.44,1164980.31,51926961.44,57008623.96,2701240.28,12462707.65,5573881.48,23150608.54,14551216.93,908697.59,328784.58,3066.41,60961,37198570.9,35376794.98,2766598.01,1251068.23,1753039.01,35100.39,3027335.82,905742527,0,30762798,128743716,30172,230243902,413446554,9327334.72,101900070,218879.85,3218910,223223530,160827790.96,0,28390,44741,627723.03,832609.24,1123,3173507,0,2418500.48,193958934.41,3498.8,134240,160493.33,62268,91092,0,104357,3145880,19348911,0,0,0,70515842,6595,62318,9157203,0,0,152566098,205999,2134054,0,1708414,0,0,26540,0,8651,5207,26116814,8539245,0,0,0,0,0,72524,0,0,0,0,0,0,0,0,0,0,0
"SEN",87363.48,24140,0,0,0,3329774.19,13457.54,990236.77,5423601.76,7501888.05,0,0,0,74881.65,158740.5,15347185.29,1077432.25,0,37506421.55,28007.18,136962762.61,14160475.28,19520166.47,6884.95,1385884.05,7142660.12,0,18156.97,60472.32,149316.32,0,148710.77,80594359.89,0,0,0,835650.8,3811845.13,47724.35,2000092.37,2324481.75,6795254.79,0,21867755.44,49580.41,0,0,2215.6,110542.72,0,12957834.61,16281.74,8783.48,154631.39,126087.07,179446.68,0,276437.5,1294463.63,0,291816.27,24663.12,0,14145137.63,26414,205378.78,243224.48,15267,0,5064942.49,0,0,8817,0,64949.1,10001008.72,0,75573.29,101391044.69,8611.39,61749.77,3074239.95,0,78989.47,0,0,1362.93,182977.31,72541420.75,113044.26,0,391945.38,0,166509.91,0,7808,206601.62,4748005.26,85174.93,0,0,10020763.56,23352271.04,10906984.32,14904129.49,26248352.52,0,0,20486,3614.27,124463,781486.1,8465800.64,18613,183653.74,10858,0,0,0,0,27532,0,0,1228317,137845.55,0,0,0,0,0,0,0,1397,0,0,0,29703428.14,57616.91,0,184429,804414.91,112815,9788983,0,0,3536121,0,14325774,326158,0,0,147328,2162398,47721,0,0,0,1238631,0,0,2142282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SVK",1003926871.65,39365475.01,354455,16096245.56,22836.42,7435008.03,138303.2,24162118.08,190217763.29,19770598.14,3937376.7,1028629.21,3495750.25,14170356.87,1988750678.28,3665758055.27,68593848.17,2974573.68,173779941.6,66349581.91,554049799.06,300922162.12,86245753.69,1015408.11,23155.96,6824121.63,48064,55134583.5,19537458.04,18558844.18,5416557.43,7960262.26,1117061021.78,622080,13914,0,10270350.63,9973158.62,20300817.49,15064751.19,3934180.75,7808806,69635.43,346965366.59,42830938.25,3728711.18,1863430.1,2161012.66,1296969.46,17420.49,31653090.21,836797.61,141787011.12,140668350.15,0,13980441.83,507232.5,83503304.17,10596322.84,627591,52560282.25,365348,231844.31,220208813.04,3368920.53,2114508.73,8753875.37,12230214.93,1129131.57,99692,234096.29,1252394.99,2105969.44,7851841.39,262369.71,144256.97,904448.83,617757053.639999,38154731.84,1702489.16,4182621.99,157181162.77,21952996.54,380304.09,322532.3,594753.05,27498251.23,32324,27522,100406,747051.85,764301094.22,1449647.43,8723905.67,234694,0,143016857.5,5994384.83,94402,154632260.11,21517549.83,173823,0,278052.74,60231,248731,11699065.37,3569545.4,7342950.44,99036,28653,204647,98842,47671698.61,18496.96,10614451,0,1776869,96530,14921485,30599583,937458,3374.79,2493969,154136.19,10207,474949,10185292.28,0,298721,6118130,103109.93,475987.81,1012327.04,5386356,239199.63,41513,3939548.59,16891,4058410,1173,0,1016901,199450,50462,1178765,9215,0,0,8371,1133780,0,349045,2656757,0,0,1317865,8037,0,46120,295177,63204,0,645098,1914,2845,0,1860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7681714,0
"SVN",698851717.34,37715590.18,240735,22483627.3,154125.28,54666838.98,13950,26921531.63,100037097.03,16032067.58,5286027.8,163062,367112.87,4447717.6,206866834.01,2416178806.94,81819459.18,3669144.65,103600363.2,38387989.24,691658009.44,234713945.53,31184433,685453.59,3494,8788514.22,39016,744850158.919999,3512316.72,16603589.86,40187155.11,19912525.28,1194029300.87,558986.19,78897,0,18257486.76,4288892.74,26424905.62,16045634.69,9701455.85,2384637,44077.15,158453976.22,29766241.94,3590263.45,1044450.99,804685.59,819299.3,282832.42,15914173.63,129658.66,67932809.82,292687698.05,0,5108858.37,202371,77772876.23,7280341.33,34457,50769515.01,15509,492782.41,284407385.39,4107531.7,338063.76,10915527.45,24208708.79,2024704.32,0,0,3054514.13,11647479.66,6915956.16,2059252.06,34557.31,6208797.15,168582985.68,33556697.45,2694636.97,2577366.58,22816323.49,9995944.76,457328.18,376939.07,459290.61,9600538.46,61270,220387.24,0,2091282.68,262311150.21,495295.64,26067335.76,362151,101499609.17,0,6089057.27,30980,53225518.54,6522681.78,80415,783295.34,654928,1888506,104460,8318030.11,124819812.66,1588459.31,137512.28,29970,399706,36382,217935633.08,19962,15908080,0,936707,204833,394990087,31031415,955247,271916,1929538,66102.88,0,104816,9571559.81,3255,47317,3331683,3446,15753675.29,871702.45,9400,0,0,244322,23469,88017,24275,0,0,538746,0,983053,66561,26068,0,109483,73212,0,237162,6183850,98615,0,7963632,503319,9968,135046,194806,0,0,30500,85499,0,2301,1391896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3102,0,3576574,0
"TUN",34822739.37,1012705.37,25740,11600,52200,30204648.46,63117.85,7797859.02,28139869.79,18327285.96,292692.32,1286,16068077.43,1718842.47,9257320.51,932829912.17,5366787.72,0,361741083.12,5127837.58,2088029318.34,194578849.31,35579292.83,64378.99,61081.79,4816562.54,18038.24,2071962.71,6557360.39,16433558.98,46807526.23,7809.98,1582732339.73,62941.83,15711,23988.74,4023592.75,10394398.7,410544.04,1890513.62,11111451.48,4638553.82,1021,189185642.3,12021820.87,6173251.72,207022,27459.87,75911,0,33754496.48,20610,2512998.26,6231841.03,23996.79,1633897.37,0,15935813.13,516426.12,36556.69,74534065.84,4349,330778.36,125885100.53,926937.17,4533543.59,5245965.62,2621698.58,40809,1581387.91,0,696994.47,75093997.52,454981.98,2046945.54,2116424.84,0,18828344.05,91067903.87,1799699.15,5337140.38,25567209.74,27494,376079.96,2360,75590,352802,1724557.86,1827456.01,0,3775283.18,39723030.8,1096040.97,27697155.92,11029093.38,1766075.4,2927703.34,0,126480.22,13190254.01,5811309.46,2134100.7,7025179.11,4002028.04,1301117.04,500739.08,3059,0,6377470.84,128632.9,11786,5326394.24,3430922.75,762543.33,0,11683007,0,10289978,7962300,0,32466940,1613044,29355,40828375,785704.95,0,6548,7652676.33,0,116778,0,0,1925279.93,0,0,0,1529061.39,138083.69,0,93117,32134.08,0,3857749,0,0,2442488,0,22741,881627,0,77690923,0,31504,248472481,0,0,5301415,31129,0,63546,384138,0,0,94413,0,0,15738,7228207,89208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TZA",2095794.05,1426883,0,116128.32,0,223485,0,1304425.73,2105753.02,3238567.64,178041.51,0,331517.73,202696.13,284334.58,58742525.37,2651477.89,0,18498710.78,1693899.81,150140842.03,111005716.34,6363263.1,4485,387161.84,19799066.63,6377.44,109932.46,11831661.3,30938251.31,98683.26,2985668.28,13397983.21,12849,0,0,1041948.74,29070.33,3254.35,1331067.64,6243811.49,228659.71,0,46802566.36,4997371,115808.15,0,0,898277.89,276099,10201626.48,0,887408,4149131.16,3124571.3,20767068.98,0,423457.35,7679069.27,0,790583.96,7557881.83,0,17569480.39,935567.71,1874777.3,9640915.98,4954754.1,0,0,0,4933.06,898088.65,25288.65,1601133.48,0,17097,5001807.44,88998701.31,792692.54,391255.5,63194801.7,53227.7,36551496.73,0,208396.13,0,1420060.95,55476,1698440.29,1740304,4542814.9,106934.88,5543074.12,376642.42,41487.2,624423.85,20938.9,0,2437088.08,0,262798.35,12036.87,245688.67,18860.16,92998.19,0,116360.78,98444,2944133.01,5247993.39,346467.9,0,732337.11,9125429.93,9259828,0,895500,44033,14484,1820536,35724,35412.79,411088,0,0,0,0,86480,0,0,411314,0,180422,228859,0,5041,425448.86,93467.56,503528,0,5340090,23700,16408.08,0,102749,11042149,0,0,0,0,0,0,0,0,0,6953107,151960,146730,26718,0,0,96137,0,0,6062535,0,28217,333624,0,0,0,0,0,0,1295329,399751,0,0,0,0,0,0,0,0,0
"UKR",174859463.56,319324299.55,7289954,245939113.26,282901.91,41164122.03,297984.62,40679427.94,96219890.21,530233135.6,13725318.72,7021922.88,11003879.7,102893627.82,210157784.38,802724983.37,42672891.88,29443919.23,336475702.38,42155811.94,129115552.3,362879990.57,161975503.89,29178730.93,96556.59,11938302.04,10347364.75,37815529.95,180711293.6,5012061.34,168085280.26,116103518.88,940518957.84,283235.92,396733,0,140501228.13,176990738.25,143161206.4,98051430.2,36888464.35,142000090.21,6256808.52,240037325.28,30431728.26,4557946.66,8974729.03,8081322.77,139280928.79,591971.71,26900141.36,492386.98,292579653.81,3656756218.03,119458.18,122882282.77,15681691.43,21988889.79,187936559.82,4031689.49,1037506190.77,1853515.95,3557195.3,618542528.22,14485080.53,89384255.55,4421943.37,3665609.01,43777080.05,1004468,430227.54,16381904.26,162916247.05,81562343.58,8386202.03,376260.17,51436168.7,424313065.11,249528125.57,1350300.44,102669786.43,86883412.02,133181378.12,2402742.07,6566483.61,11091072.39,167002273.01,321109,2934645.86,1938120.74,39332747.79,491728399.48,1271894.53,147434867.16,4598096,247998367.76,14441069.47,54161477.63,3822292.27,0,13773943.97,1658217.77,8720679,9696270.31,7370130.76,185309,251361124.23,37148087.51,4218174.31,3793349,9260,53770,5823508.63,71238634.23,118646.75,117286045,0,8263117,9280,10527402,195663812,1319233,83915.22,91496915,27133.68,1654692,2676117,317484903.82,0,105904443,108638990,60230,17275784.76,23875324,7495244,3554408.53,13037830,11523656.33,1440000,7980782,0,39000,874797,20656727,0,17873479,4093810,56008,490628,0,293070250,604350,3526722,104233366,353468,0,21412272,43154,95649,0,790479,34696021,9007.34,4124779,0,0,0,25050,671388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ARG",20850888.37,7008482.27,8399692.77,5889363.89,233875267.19,6230067034.9,831052.59,139475053.75,43279544.14,1186161345.11,198408893.14,21933985.34,56762895.05,19972283.79,32709271.72,516470703.58,229872230.14,79549114.66,1148919989.06,60980380.95,301893966.45,315881139.88,67195047.74,33003915.8,197593.15,126974382.14,7427372.86,8143888.22,50945664.04,25726272.57,581302907.91,83174316.0399999,859239736.689999,10697908.46,1164556.79,186844.77,400356539.98,16907627.37,9090954.69,506884688.25,302771112.91,62966832.9,2970857.35,806238220.360001,34768221.43,6519013.41,34697821.52,268517558.05,107711265.88,19162,144497497.9,507291451.89,14595724.66,152833423.11,158824.01,39828403.26,52514076.76,32394499.2,317254417.76,6102649.28,70386077.66,834353.76,714411923.209999,2958288644.66,213438309.92,68339371.94,322566641.26,78282318.47,792853.88,22690.11,1343856.2,2809206765.3,194839589.36,1265157.03,101214.32,4792828.2,28770.02,19947235.07,500161884.65,265645.33,137070204.93,375853664.09,3881043.65,42645866.95,72501.1,3524747.81,3259946.22,4010818.66,217485.56,15137511.04,37061641.96,55802740.84,2746412.22,58054403.17,14662396.93,4258645.86,14246796.04,83813970.51,1591541.88,4228074.9,0,332451.5,6201899.12,1033321.05,357622.74,0,239870.61,6565024.73,3181543.84,17080523.82,5015123.94,1078892.36,546792.86,13363295.8,4136347.32,100130861,0,100849483,18861983,211864,345301367,26453222,219947.37,117066482,53128.61,87378,0,101778677.26,0,0,0,493421.21,1767394.2,49894.74,17058,0,748827.63,5181538.31,3000,18223491,18598,1683538,4867705,16046690.07,121486,2263926,6803,260365,1023329,19975994,52996674,0,50772,23938982,51875,0,20151781,382627,0,816513,329147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BEN",15914.64,0,0,0,0,11284111.23,0,334725.13,1529048.26,444718.13,392278.83,267251,0,0,1228112.22,4110974.96,270025.52,0,9128067.21,0,6174468.27,1289674.24,166648,0,0,522267.93,0,8224,10492470.75,403014.9,132316,8000,26526004.31,0,6770,0,28044,52220,0,79100.38,1222008.52,56266409.11,0,1377981.6,22839,0,0,1629794.8,616255.69,0,2949101.34,0,0,430171.78,0,592874,237945,107977.7,11028066.93,0,9687776.93,5699,0,1131983.67,443320.08,2391398.39,2199830.71,57993,0,1441169.08,0,0,5047,0,0,284414.36,0,3645.35,48820169.98,45780,0,405548.03,2442.14,0,0,0,0,114264.68,8757193.86,4139,0,661564.29,0,2435267.04,1389627.14,10994.77,861022.23,1015243.13,0,0,0,0,663513.73,675630.09,32593,0,4685,0,167247,0,0,7243068.29,4276738.9,0,16477,0,0,1957056,0,0,25073,0,0,4378619,0,0,0,0,0,0,0,0,0,0,0,0,8716,0,0,2447,14101.45,0,210929,0,0,10700116,0,0,107625,0,132205,0,0,0,0,0,1319208,73314,0,0,239323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CIV",24699880.99,2093972.25,567603,1896074.93,154024,17270439.81,13412,31816330.36,12293760.77,6053857.58,610784.03,1311,294518.71,3560115.5,10802932.74,203407632.79,6832676.98,621803.07,195674200.13,12986183.5,625332182.41,113629109.96,41948555.23,15720.21,0,696275.78,1061124,890017.89,37083331.61,11088630.03,300767.18,3361213.57,208806976.72,168611,0,0,2858105.75,1646759.1,3747068.5,1187803.63,6422974.33,60538254.28,0,451979740.28,3502962.94,43053.15,123737624,417829.09,1988037.49,7545.28,13926932.76,0,2231709.3,83857593.83,24974.32,2230104.27,6904,506226.37,12519227.4,348273.28,16185590.47,162669.48,0,327158747.44,259879.99,6324785.59,14295260.64,7671337.67,10463.57,109885626.88,1431167,73657.51,36155524.2,57897017.45,0,16484682.63,0,3831695.38,74113649.88,468058.93,429013.87,7400632.65,1342617.17,287199.49,0,135598,0,446981.15,219357054,138998.1,53142.75,60838698.05,20558.29,1229583.58,58132625.21,10686757.47,3276452.53,16305182.49,3034212.56,18720475.81,955931.93,31632435.31,0,26673643.8,65770698.72,13418944.96,605192.46,106687.54,2952459.04,2051700.18,10165,44950937.51,84928049.46,5911497.68,197419.12,2681967,0,2423442,1773447,0,551456,109841,8326,11635615,167672.82,0,126410,290320,0,0,0,25443,0,0,0,0,6282863.7,0,1015787,60851088,1495311.13,15771968,14270800,136504,0,164810550,5563235,381032,13570214,0,0,21892,30947075,833670,0,0,633125,20137795,0,0,1868989,0,0,0,0,241470,28417,85107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CMR",2600549.41,107580.76,0,0,0,431912,17863,11746511.28,1293606.21,133700391.81,4879,2814.34,11601.47,58285.02,3463738.8,73667004.35,2234408.34,2427540.65,306419699.16,249786.69,265645997.88,62677867.04,6629375.96,161452.13,3651.46,1731316.41,0,331043.08,2673784.76,12764629.65,0,841117.74,518569204.63,0,0,0,2680595.29,1052308.49,138259.58,5432025.77,1954958.1,15353739.91,37562.78,171915086.68,343201.87,83016.2,0,0,0,0,32426434.73,0,544472.12,1519279.53,97921.78,4858637.28,24465.23,312245.83,18695845.12,0,6222172.32,26615,0,91355192.19,2508085.94,1625979.69,2906539.55,300977.23,0,400080.98,0,0,3301693.2,12222.22,2403,26432354.81,0,1555888.11,10322405.95,49175.11,44512.02,3757601.97,1484.6,63124.58,0,0,9944.54,5163,255273.53,1304,23892.22,1962629.18,0,4076589.9,8101629.12,603556.72,2519433.29,9600780.56,72726.11,173508.91,1557.53,1413196.35,3291654.71,0,73127.29,71652.04,0,0,32330.83,3844050.75,37885,11237288.2,3624183.7,2200353.96,0,1248566,0,4736266,0,0,104073,89577,18299.97,8468995,6093.79,0,0,1027441,0,0,0,0,0,0,0,0,0,0,0,14605669,8324123.04,27046431,18772607,0,0,217397,0,0,9905838,0,0,0,2012222,296382,0,0,3583478,17485,0,0,11531171,0,0,0,0,0,0,20870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GIN",848080.04,23980.37,0,4244.65,1287,3060362.43,0,17535961.21,955576.69,16629.73,380439,0,3087,1421070,496378.32,41655087.68,313774.23,0,90473863.7,0,157573810.46,32459404.13,4359727.06,0,0,3132507.76,0,55229.7,126734.32,83261862.48,0,257852.94,9687958.12,0,0,22126.1,39218598.8,351273.95,0,300093.97,48988.55,8384850.89,0,11228298.52,173334.38,57758,11459,0,18642.81,0,4601784.68,0,7718248.78,117678797.27,7784,86008.8,0,9962816.75,154707,0,120459.79,82152.73,0,90816167.38,0,304983.19,614385.07,3335,152631.23,120673,0,0,535425,0,347861,281893.93,0,2329577.85,3743464.83,0,1543,8187607.14,107100.73,18587.31,0,0,4331.78,76620.35,2101699.81,0,0,1524405.63,0,340238.45,795942.84,27584.08,3892589.84,334186.87,22547.69,67901714.6,0,84354.63,10305990.89,47021898.09,0,390179.94,0,0,12111.64,0,27481,33640,34541.98,3088311.32,2558,53642,0,0,0,0,1794,0,0,5608563,0,0,7615,0,0,0,0,0,36476,0,0,0,296079,10651,266638,134119,0,0,16806,0,0,290254,0,0,0,0,4464,0,2331700,0,0,0,0,2608349,0,0,9592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GMB",21114.57,599817.73,0,0,0,4499.73,0,1820373.18,2201,3852,0,0,14090,0,0,1328099.88,5088.11,9572,918721.93,14117,3274323.03,10095967.38,13658.4,4407,348143.03,247698.77,0,2491.43,50818,224102.85,0,0,53660.3,0,0,0,241257.77,6195.83,0,142357.2,791357.34,14792.59,0,1266760.14,1106.3,0,0,2312,30037.67,74072.73,225804.91,0,57950.13,0,13093.24,0,81195.64,27598.28,881732.17,0,112187.45,0,0,538492.5,0,174555.84,1082259,3202,0,0,0,0,0,1534,89020.9,5411.52,0,8992.31,512615.23,0,0,607275.3,0,64923.41,0,5710.15,0,0,288992.44,0,0,0,0,103004.96,164767,0,28669.74,0,160313.86,0,0,182536.28,9616.74,10842,175044.26,0,0,0,0,30784,15106,0,4824.18,1231,36387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11046,16558.9,0,0,0,0,0,0,0,22579,0,5238,0,0,0,0,0,0,0,0,0,60059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MDA",10566523.37,3665053.81,0,34273886.27,0,23700,0,2610435.77,1141990.45,11532932.82,118056.72,0,0,3565400.14,869964.51,58625739.07,132836.73,31457.32,22946435.28,371924.79,14737477.73,9018632.13,6650976.3,0,0,9005,0,565897.25,7438,282516.75,34587,769101.18,66921148.86,0,0,0,56242,670672.56,3237784.62,0,75523.5,101934,193592.68,9381622.86,485044.36,1131,0,2746.7,0,0,2864270.93,0,46566595.04,275436756.01,0,10781.65,0,464918.55,345857,0,2722687.33,0,0,66143189.87,0,152215.42,13522,105636.52,357214.13,0,0,16742.69,9351824,1553743.59,0,0,740174.95,11194108.06,406170.26,37312,1342239.39,148403.93,5159448.84,1601,274600.16,0,2211817.16,0,0,0,0,4869504.47,0,651284.38,0,658569.04,3900907.62,52312,0,82960272.6,0,0,0,0,0,0,0,97540,9380,46115.91,0,0,0,317960.23,0,2650,0,0,0,125658,0,0,0,0,1203,0,0,1029695,0,2736699,1684840,0,604983.92,541660.25,0,0,0,0,0,195635,0,0,0,0,0,0,870435,0,0,0,0,0,11963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MKD",11466006.06,21738055.65,0,342478.74,43125,0,896884.38,1656908.78,36617893.05,499407.52,8456,0,1521,1714281.75,3654294.53,245372913.47,2230025.12,0,21406596,491159.11,19694118.77,29020984.2,101904438.24,63608.33,0,50082.93,0,62641057.78,697139,129400.27,3101109.97,295658.35,99740316.94,0,0,0,10701.6,1249006.97,256872.93,48088.44,0,2843419,2628,48591554.16,664837.37,12446.76,5142509,0,49571.99,0,4598404.14,0,1729014.2,16104473.35,0,57691.96,0,4673019.18,13368.59,0,12334338.77,6675,0,115944701.81,0,0,378854.9,1986242.49,25355.7,0,0,0,7411657.9,146469.63,0,7831.33,60356.15,4623329.06,830900.31,26179,584452,4024776.27,221251.48,0,0,0,18159.35,0,0,4818,5005,2054435.47,0,527100,21620,1868395,25155029.43,0,0,1812707.9,471742.11,0,0,16896,0,0,374727.3,0,61189,0,0,40452,0,257212946.17,0,948981,0,0,0,16188341,1231401,0,0,50310,2968.43,0,0,25670,0,0,0,0,15086821.01,108015.7,0,0,0,0,0,0,0,0,0,0,0,7454,0,0,0,0,446314,0,0,393570,0,0,1559,0,0,0,0,0,0,0,0,0,0,0,3414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
