"","ARG","AUT","BGD","BHS","BRA","CAN","CHE","CHN","COL","CRI","CUB","CYP","CZE","DEU","DNK","ECU","ESP","EST","FIN","FRA","GBR","GRC","GTM","HKG","HND","IND","IRL","IRN","ISR","ITA","KOR","LBN","LKA","MEX","MWI","MYS","NLD","NOR","NZL","PAK","PAN","PER","PRT","PRY","SLV","SWE","THA","TUR","UGA","URY","USA","ZAF","AUS","BGR","BHR","BIH","BLR","CHL","DZA","FJI","HRV","HUN","JOR","JPN","KEN","KGZ","LTU","LVA","MAR","MDG","MKD","MLT","MOZ","MUS","NPL","OMN","PNG","POL","ROU","RUS","SAU","SEN","SGP","SVK","SVN","TUN","ALB","CIV","ZMB","AGO","ARE","ARM","ASM","BOL","BRB","CAF","EGY","GEO","GMB","IDN","IRQ","ISL","KAZ","KIR","KWT","LBR","LBY","MDA","MLI","MNG","NCL","NER","PHL","PRK","SDN","SLE","SOM","SUR","SYR","TJK","TKM","UKR","VEN","YUG","GRL","MAC","NIC","ABW","AFG","AZE","BEN","BFA","BLZ","CMR","COD","COG","DJI","DOM","ETH","GAB","GHA","GIN","GNB","GNQ","GUY","HTI","JAM","KHM","KNA","MMR","MNP","MRT","NGA","PSE","QAT","SYC","TCD","TGO","TLS","TTO","TZA","UZB","VNM","GIB","ATA","ATF","BDI","BMU","ERI","FLK","FSM","GUM","LAO","MHL","PLW","RWA","SHN","TKL","WSM","ZWE","SGS","SPM","HMD","SMR","UMI","VAT"
"PRK",0,1452994.03,6589625.16,0,65019427.6,40471.97,874521.45,384435072.33,18016592.88,1669542.03,6165390.9,0,2728172.55,21695259.49,2169460.83,0,8393634.12,218363.24,390946.38,7736463.23,281631.67,80464,0,16386448.94,5497027.58,1019637.21,6332089.37,0,0,3530090.85,0,3834675.86,62275.42,24154588.17,0,32981.54,2137764.53,0,0,12387.78,0,1948324.54,16086,3621032.23,4629621.62,365969.91,49930804.92,2418929.84,93339.96,226014.23,62972,586147.11,6582852.75,2490024.81,0,1020315.3,76888.91,3401303.88,4149270,110537.64,1027053.55,1740803.73,524934,171089389.46,2072915.79,56468.89,419757.16,5727,0,91531.81,49994,0,47305,918225.21,2201568.99,0,36269.06,5732161.46,2765431.42,2898073.11,3600,303621.88,1046473.56,1714345.39,3606539.57,929600.51,322996.45,15198,13694,0,0,52969.81,0,641534.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50330.74,271298.03,207877.53,0,0,0,0,0,0,0,0,0,0,0,0,27729,0,4891256.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SDN",73642.4,427273.57,16938355.54,0,30832.23,149189.23,533536.78,1288723704.45,48281.18,0,0,115179.52,1326725.89,33671153.94,0,18544.81,4973639.46,9807.02,9820069.89,14784218.1,9924630.72,5192230.45,70193.03,5331171.98,20814.21,28769479.85,1435699.71,550767,0,59191938.89,80161377.51,11220432.43,115389.57,18972210.86,12269.72,799008.33,16026075.78,697654.65,168189.6,10583101.77,0,3481,1092899.89,0,0,844217.53,17055316.18,6463661.8,9485,3047.69,3004087.19,319052,0,575330.63,231187.82,2147743.48,4218.51,31514.5,842391,0,192227.76,73488.96,8324675.62,458777398.63,7219054.71,0,107529.39,0,27422.32,91679.78,229873.98,0,176659,0,58621.67,11817982.4,12955.21,3102278.3,459931.58,806630.25,135408863.34,43931.42,10100090.21,16567.11,282455.43,7711926.63,1997742.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136603.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLE",1370,927070.63,170512.96,0,0,2283358.9,27637.34,0,0,0,4080.41,164857.14,483252.65,19889961.03,993605.95,0,1660573.52,219506.41,53453.73,43216026.31,10032412.82,197185.96,0,169339,0,7648638.85,458343.14,0,6983.26,1520923.91,51690,58252.87,157080.96,91232.31,18418.11,378827.44,2561654.76,0,25478,0,0,3748,15426,0,0,362629.67,358120.97,0,17501,0,6599225.45,396213,34155.03,0,0,42873.74,0,0,0,0,86304,98569.89,0,29507.93,880351.19,0,0,0,872954.02,0,11772.32,9068.78,0,9789.36,0,47019.07,48093.09,115000,10114,80808.95,3791,110281,0,63564.71,1453,62967,56371.62,8428,2841.81,0,0,178493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6122.39,44395.44,0,0,0,0,0,0,0,0,0,0,0,0,27369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SOM",0,83801.78,831433.88,11857.83,45415.19,73924.27,123896.71,6432886.27,0,0,0,2307,0,303571.77,1582,0,55954.05,0,4974,595277.42,135093.61,29500.91,0,353450.88,0,17876801.36,21255.25,0,0,809768.91,418187.28,498395.6,22212.88,0,0,0,10066.41,3192,20207,556217.57,0,0,0,0,0,0,491984.13,1729200.22,0,0,143158.49,118672,1369,4720,5307617.22,0,0,0,0,0,14931.89,3000,414364.33,457993.39,106007.19,0,0,0,53166.23,0,3623.47,146929.97,0,0,162230.04,37661117.71,0,215000,0,2930,6873672.3,0,0,0,76524,9289.19,4388,521162.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SUR",1477,322649.4,14695,5179,0,697637.73,315390.55,14794382.23,25980.02,4509.23,47700.34,0,74992.9,1719782.55,111650.87,4229,1233797.09,0,1508.11,60888565.47,373775.84,22636.38,18598,1439356.81,0,1416426.94,9070,0,8000,25524650.88,26057.22,33768.48,0,10558,0,13440,21225323.29,106285279.92,0,8950.67,22952.48,0,270488.11,0,0,2107,1197984.61,21561,0,0,136392702.61,177392,64173,8642,0,0,0,0,0,0,71809.64,50673.87,0,13494716.56,431988.39,0,52209.01,0,8377.77,0,0,0,31158.54,0,0,0,45013.84,1324405.53,0,2515910.39,36111.86,0,0,68462.65,0,7604.35,35984.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26765628.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4815.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SYR",268851.76,119752416.08,6357902.54,1750,10421864.64,62167284.3,2492930.24,24161017.27,809420.13,30475.76,132033.15,108502510.81,127273616.47,1318364249.34,1895707.56,1127313.18,112043006.15,42300,154461.64,343181351.02,91086097.51,20536670.11,52202.95,284208.87,193688.78,5601318.34,428185.47,1807806.55,0,794054820.21,2125592.31,244657401.54,29282.54,2966773.16,0,338844.94,58668598.46,5876372.79,208999.73,2511565.95,0,812835.48,29666416.58,710203.48,61215.32,1653839.56,7377648.63,379234738.3,96454.6,2131.03,253904455.17,717710,940697.49,8860414.84,6021292.6,964656.07,138834.09,303621.71,111085476,0,300163255.63,1084069.01,145065535.26,44132967.11,6255,142034.9,114235.9,0,15605633.2,1012,1171812.12,2919840.35,25269.58,101422.92,205206.36,7500165.51,140034,371931.2,4401587.29,13837199.34,390596507.73,1632339.22,131211824.42,282130.44,826120.55,5454488.04,326609.2,408936.69,39228,0,0,871966.54,0,137044,0,0,0,0,0,0,0,15596,0,0,0,0,0,0,0,0,8418,4366,0,0,0,0,0,0,0,0,0,0,0,0,0,3928,16872.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TJK",0,1273545.48,8733761.83,0,0,28328,143417.14,17125694.14,0,0,0,0,14947536.19,5848083.73,254270,0,2504776.93,15434673.08,0,12871102.27,2708364.76,8098494.4,0,0,0,2938428.66,0,14678295.3,0,49580750.27,5220375.8,50081.82,51316,32577.08,0,0,1001427.73,36290147.3,3372,72340.75,0,0,3637006.85,340516.53,0,0,160562,55171899.58,0,0,7693928,3045,86601.54,29207255.86,126712.83,2393,1832894.17,0,9341805,0,3152590.71,77946812.07,0,6755988.89,0,2929276.94,1740158.04,482026.57,346763.08,0,0,0,0,0,0,0,20503,19794645.71,721325.81,66685048.94,2448332,0,0,24296740.12,3766746.3,177179.11,7347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TKM",0,235601.73,0,0,7160065.66,4750823.92,405818.14,3934941.65,0,0,0,0,1148876.25,64345661.52,89271,0,17102660.13,136375.67,11704,864586.18,2817269.92,31764438.08,0,1544,0,8241355.36,4839.16,35589743.16,827590.03,128460726.61,891403.23,9235.04,0,254002.2,0,1461554.18,413905.21,0,0,86745.9,0,0,4929555.41,0,0,11527,1661,119062328.42,0,0,79825350.96,0,43261.06,24775.51,0,0,39843.45,0,0,0,20352.58,81745.16,0,2447497.42,111335.53,371623.53,0,0,162273.3,0,0,0,0,0,0,7974.49,0,40838473.6,45836981.3,25809461.14,220351.34,0,0,868004,132883.3,24946,1369691.65,0,0,0,0,47983.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4723.45,0,0,0,0,0,0,0,0,0,0,0,0,0,1000.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UKR",6683646.91,183575716.19,22338406.65,0,144004803.51,51708055.02,41065668.65,1139495087.72,23588532.75,8077208.32,16886529.74,60881987.53,308095704.74,801516728.32,52468825.09,17235333.31,287384967.03,321934832.21,57324306.27,199544327.93,134474403.93,233509293.27,833557.53,34195876.8,28005014.49,201290565.11,1577760.53,298733671.68,130945970.52,1303149214.99,222548233.23,152737665.71,352878.09,69066854.99,26607.58,39012502.03,199574596.44,29132670.49,1518315.63,46133410.28,4595941.61,31123104.21,24354875.93,42245.51,21168226.32,16692818.9,208216105,1213425735.37,998140.43,26727.71,292523362.31,16632315.18,2572528.74,292213484.98,1649376.91,21883856.84,343771960.17,33332635.37,250567174,7861.15,31541701.27,483928872.85,79994825.48,106084981.1,7196803.52,12291474.25,133541739.09,91076065.16,93913887.05,0,38482841.05,13278989.5,806736.92,4214551.88,5766605.72,0,19382.68,665108128.19,499443854.79,4267695208.88,221095723.36,14659938.69,312634904.87,210638108.98,29615872.85,103880865.22,43037157.78,0,82025.55,0,0,32600097.85,0,6003827.6,0,0,0,0,0,0,0,553558.94,0,0,0,0,0,0,0,9072196.86,47009.15,0,0,0,0,0,0,0,0,0,0,0,0,0,7959.95,2766631.72,10455321.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VEN",8504118.8,3160346.11,34507.16,45956368.69,253227003.84,460777053.24,15011798.74,491543011.57,691546989.58,237844208.69,631554062.21,0,253069.18,255990518.24,46144367.18,358657879.03,310045000.85,5925,3116910.22,200049460.86,181560110.56,13093911.23,24467709.92,14059598.51,71896368.33,1680349.3,2998716.72,42860.34,3831788.68,296759741.49,45493743.4,903992.18,93548.26,531127487.95,0,3050888.47,153805632.18,28614551.45,390112.11,540433.32,79927565.37,289174601.88,25295351.95,2850413.25,122868032.36,141307565.81,5396077.64,16853614.1,58265.07,1094989.35,16263795944.53,1731612,1522792.22,13065490.09,450499.32,127398.3,0,116324067.11,208674,17052.99,521158.33,383264.81,57955.07,177634356.04,24548.32,0,2935679.12,6139,30350502.62,8292.73,0,0,0,40815.89,0,0,5477,9007370.4,8002345.19,30175697.03,1099274.24,15331.81,55341212.85,978292.64,276879.19,2143,225291,7431451.54,39112.45,0,0,27022.73,0,8353184.96,0,0,0,0,0,0,0,564826.95,0,0,0,0,0,0,0,0,6302,179778.08,0,0,0,0,0,0,0,0,0,0,0,0,2827.52,0,162577998.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"YUG",483345.33,84619204.95,2992061,2502,328567.29,5171933.24,13673657.38,12799712.58,537614.82,9428.33,0,2666897.79,27764336.88,312854410.51,5360147.54,16768,55351783.21,1503319.44,3371158.98,121973964.8,48160634.11,106157673.61,0,501118.11,2325.73,1624720.36,2553850.82,2799552.69,3851261.27,575829124.44,323830.67,1538967.52,0,7060000.36,0,2155466.81,60768876.51,3212874.12,399243.11,349615.98,0,29657,2401864.35,1900,0,18377265.54,389354.27,27734800.16,0,62619.78,13170055.63,1625954,1599016.72,31699282.18,142809.15,82100572.24,4772148.31,38914,0,0,73939685.8199999,64167156.79,323975.34,2074226.96,481311.66,254767.28,1417275.2,641520.01,2566786.07,140998.31,190141418.15,426713.42,19508,58076.34,0,0,0,16157327.02,28722114.57,112299633.53,0,1314845.47,0,14991321.89,75964258.81,747467.98,9673642.64999999,4747422.32,58969,0,0,199449,0,5479.19,0,0,0,0,0,0,0,65762.16,0,0,0,0,0,0,0,50383,14998.03,2812994.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRL",0,282034.57,4618,0,0,772159.53,0,22128755.04,47579.24,0,0,222782.86,22654.72,14735499.91,313610029.55,0,336801.21,631949,191517.55,7585632.92,2520378.65,138339,0,0,2261,0,3003.26,0,0,9550,1006400.38,1529,0,1764,0,1177.33,14462.96,2571779.53,0,390814.29,0,0,2076735.51,0,0,1481478.11,16359234.46,53879,0,0,7599262.65,0,0,25770,0,1385,0,0,0,0,532185.79,0,0,12090238.31,0,0,24067,0,0,0,0,0,0,2447,0,0,0,1602000,0,1634217.22,0,0,0,1379.85,8506.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7971049.83,0,0,0,0,0,0,0,0,14231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3013.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MAC",74513,10964406.48,1120259,0,6799349.57,55461804.33,5124537.22,356975303.94,102874,37045,0,745298.16,2121322.88,230941307.42,30556121.32,44245,36141794.69,1268644.28,5018285.92,111526228.81,144316328.84,8176770.9,29624.33,201625718.92,94009,6638233.81,7239129.43,15659,876100.84,64967393.55,4809306.39,687347.59,115503.01,8481656.23,0,6319186.75,57032925.72,5127720.77,2491797.08,1130918.1,938817,175990.62,4285406.61,19534,0,8089437.65,4650128.42,4342621.19,0,38706,1371275252.98,818828.52,4178315.67,55312.16,49292.43,70624,3100,252815,0,22327,671957.33,2323518.54,970163,30948029.86,5952,0,678139,262309,33853,1229,1095,198761.2,21261.82,52125,0,0,5884,2031133.1,90782,155711.46,1662534.42,0,10489979.06,467862.21,693065.17,22732,0,0,0,0,257310,0,0,0,0,0,7018,0,0,431620,0,263100.6,0,0,38242,0,0,0,0,0,58664,0,9178033,9511,0,0,0,0,0,0,0,14469,2979,2850,175155.07,0,99071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13645,2174708,0,12416,0,0,0,0,69685,0,0,0,33341,1238,0,0,9930633,1273,0,0,0,131731,0,0,0,28965,0,0,0,0,0,0,21428,0,0,0,0,42688,0,0
"NIC",71020.27,1388966.69,126075.55,38021.16,2106,25113166.2,4721174.49,455643.3,347514,53413633.61,938838.47,40592.43,80062.62,11017663.73,337911.24,118669.33,16289518.75,8823.67,3147118.54,5548052.56,20570135.91,383907.39,27449665.85,1238552.47,44343004.91,363723.14,2881032.84,0,133908.64,5991516.13,1698412.08,10817.54,33270,36095489.81,0,0,6022123.01,641125.21,138470.15,24278,5184806.9,222587.6,381408.43,0,108889719.35,1492457.49,279966.21,12364.76,4702,5389,721960881.92,178197,1480907.19,1895.67,0,0,1800,7725.45,11361,0,38524.6,17759.41,0,5125009.43,2791.14,0,27071.24,1649.59,28707.12,0,0,22881,0,72280,0,0,0,0,151602.35,16544709.16,253629.45,0,19290,37405.36,24726.64,0,0,0,59003,0,623806,0,0,30498.64,0,0,0,0,0,20064,0,8074.76,0,0,0,0,0,0,0,0,28350,0,0,0,0,0,0,0,224441,0,0,0,869907,0,0,35435,0,0,0,0,0,0,87951,0,0,0,0,6163135,0,0,26800,0,0,0,265732,77063,211386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABW",12671528.99,0,135354.76,0,32454264.91,4840969.12,9814.57,23105.49,3483354.68,15126659.13,4069,0,0,127981.43,16505,7028328.43,7654886.95,0,0,36414798.42,19505286.33,1450,8274.58,10641,10627147.29,0,178900.72,7119.69,0,7920980.23,0,193253.16,59940.65,8680701.76,3739.08,6029.16,13216886.99,0,0,0,28687240.89,471044.86,0,0,0,4585,0,0,2569,0,923147411.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AFG",135045.6,391464.21,7614875.13,0,212648.35,411466.19,772732.22,586261.3,186646.68,133280.3,107073.47,53337.6,125776.92,4932070.93,1809688,114349.7,443545.83,14257.83,5843740,1810234.9,1034727.61,631524.32,493127.71,0,262373.09,26295183.06,77121.48,853953.13,1671473.95,659546.85,166938.03,426903.53,255230.59,176474,0,15778.97,45248,142052,133560.11,29433106.43,0,25477.86,56273,0,0,75918.86,163870.76,2596863.1,93518,0,50652162.61,58320,94446,43368,35827,0,604000.5,33665.83,7593,0,252386.28,114707.32,901158.24,2015448.03,0,61061,85767.75,14689.5,0,0,12169.44,3609.37,93229.31,17133,27816.02,424239.02,0,325964.61,2752,6365987.03,211868.7,5556.48,264135.05,0,149812.1,1507065.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AZE",0,33452737.86,1383009.3,0,101449,471996.45,4569373.77,31498281.72,0,0,259413,0,211789733.24,197264734.04,28847,1791,6797317.23,194017.19,13889.34,151651683.97,10302973.32,35189175.63,0,11145,177234,1327519.42,87468,72234948.13,545546.41,646486478.55,0,51601.13,1326,0,3279,106702.78,1426953.16,1619091.46,0,21721.68,0,0,0,0,0,18321.14,0,115167045.6,14145.7,0,11818655.47,10352.1,5002,29427.43,0,0,1676926.9,0,0,1546,1019,38000,39876.07,575437.1,0,331123.66,4469874.34,729673.45,0,0,0,0,0,0,0,75947.56,0,4380315.1,1350682.1,86124081.04,16456.4,0,0,379283.1,0,242251.99,0,0,33972.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BEN",0,26244.84,13198892.26,0,452942.75,4798,36046.83,64238505.36,677703.51,0,35865.79,0,795839.48,1501740.61,199280.03,151836.24,3928488.48,0,0,4458937.91,1489245.03,0,0,268648,0,50876649.95,308409.51,0,0,11817786.49,621501.52,16170.12,0,59820.16,0,498120.73,60019.85,0,0,1445255.31,0,0,2811560.39,0,2809.84,4450438.01,20837041.7,18831.36,0,0,672120.49,2598889,0,24982,0,28609.75,0,0,0,0,1452,5240.04,0,433232.26,0,0,43772.19,0,4217341.2,0,0,0,0,690683.13,0,33465.34,0,96292.56,72970,0,6419,8357021.81,0,0,376179.87,379670.53,0,562459.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13406944.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BFA",0,362409.41,24928143.49,0,1221057.52,75597.76,746279.88,30374656.93,13870739.3,0,0,0,76508.29,2707381.92,0,9163,2819947.48,0,0,11750933.83,1013952.91,630390.01,0,0,0,10529377.96,5185.41,0,0,16885734.71,4234630.97,2134.88,0,0,0,0,1325767.24,0,0,672212.14,0,881309.99,5959744.96,0,0,271029.71,20276255.23,1063434.16,0,0,905443.41,401242,14541.56,0,0,0,0,0,311428,0,39339.73,44858.72,0,8631931.25,61619,0,0,0,3013102.4,201651.33,0,0,0,3930245.83,0,0,0,51317.53,0,0,0,40694,0,0,489236.97,937879.12,0,1289344.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11016734.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BLZ",0,304926.45,163082.17,7198.33,259204.83,3113282.26,13191.81,935822.24,95501,512493.08,243566,0,4560.69,1326516.44,164462,48254.11,565993.08,0,0,408593.79,61799496.88,701334,27594156.78,40085.31,127761.4,448825.89,5626793.83,0,0,3612650.7,1228838.66,0,3397,2773489.92,0,21515.62,2537193.6,0,6061.23,62952.79,0,0,0,0,390711.38,514040.73,1738802.78,1144607.82,43285.59,42824.61,100887871.99,1825643.89,64873.06,84367.56,0,0,62152.04,27939,2282,13861.74,3310.78,552128.7,0,9101398.18,0,0,5321,1274824.02,2089,0,28555,0,0,153587.87,0,0,15273,748469.66,15479,125826.87,0,0,0,6518.88,13136,6524,0,777558.81,0,0,0,7745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2326.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CMR",10020.86,5643840.15,11858380.05,0,0,5422092.54,3444519.66,104546509.53,1730,2010,9656,230218.4,3029602.42,60256012.36,1085537.84,23471.2,507386746.1,189825.91,97121.14,284801614.78,155492734.32,9651210.16,0,10185695.52,12959.57,9426809.46,18017113.4,0,4951.16,373106684.17,49637815.42,706561.86,0,39974.53,0,1568209.04,264244222.72,140080.72,119225.02,2546832.45,0,251014.94,29041172.38,0,19495.52,263837.06,12510797.41,19660922.49,31148.46,0,199936985.44,18765660.22,411122.93,136211.95,0,158260.24,8028.44,0,4337132,0,708726.24,1516799.29,182359.62,6390548.22,4266,0,308829.41,0,12356475.06,21978.75,0,12321.98,0,2406405.78,0,129704.78,0,3738253.64,224984.25,784074.99,2884963.13,8187695.53,427764.49,1009220.85,4894855.18,6067393.83,0,2672139.36,0,0,0,0,0,0,0,0,0,0,0,0,0,31225.48,0,0,0,0,0,0,0,0,6349,373876.98,0,0,0,0,0,0,0,0,0,0,0,0,0,7044.64,319985.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COD",0,327623.94,0,0,223279,34213.92,3413218.18,25653512.53,13662,3282,2507,27394.13,14363.24,12274817.11,1116528.18,0,3057247.77,0,57088641.67,28557969.79,16829597.35,130252.71,0,1193743.26,0,92374.23,3689.34,0,0,11290250.13,1008693.17,16428,0,14737,263884.53,1008861.55,704397.47,0,2422,505832.27,0,27924.55,11089934.2,0,26082.46,81062,12138.52,29579.85,286681.7,0,168575187.08,4023178.55,26031.53,0,0,0,3800,0,312138,0,88248.57,130339.4,0,13778970,0,0,26284.28,0,30241.31,47277.18,5060.21,0,5496.93,0,0,0,109119.55,185530.56,128929.02,293091.44,6140,3334,0,0,4053.34,2073,0,245261,11531461.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
