"","AUS","AUT","BEL","BGR","BHR","BMU","BRA","CAN","CHE","CHN","COG","CSK","DEU","DNK","ESP","FIN","FRA","GBR","GRC","HKG","HUN","IDN","IND","IRL","IRN","IRQ","ISL","ISR","ITA","JOR","JPN","KNA","KOR","KWT","LBN","LBY","LKA","MEX","MMR","MWI","MYS","NGA","NLD","NOR","NZL","PAK","PER","PHL","POL","PRT","PRY","ROU","SAU","SGP","SUN","SWE","SYR","THA","TUN","TUR","USA","VEN","YUG","ZAF","ZMB","ARG","CIV","COD","COL","CRI","CUB","DOM","GAB","GHA","GNB","MAC","MAR","MDG","MOZ","MUS","PAN","SEN","SLV","SUR","TTO","YMD","EGY","ETH","MLT","HND","AGO","ALB","ARE","BDI","BFA","BGD","BHS","BLZ","BOL","BRB","CAF","CHL","CMR","CYP","DDR","DZA","ECU","FJI","GIB","GLP","GMB","GTM","GUF","GUY","HTI","JAM","KEN","LBR","MLI","MRT","NCL","NER","NIC","PNG","PRK","SDN","SLE","SOM","TGO","TZA","URY","VNM","AFG","BEN","DJI","FLK","GIN","KHM","KIR","LAO","MNG","NPL","OMN","QAT","RWA","SYC","TCD","UGA","WSM","ZWE","GNQ","SPM","GRL","SHN"
"MUS",53000,15000,720000,0,0,0,0,29386000,543000,0,0,0,948000,9000,0,2000,4451000,67618000,0,320000,0,2850000,22000,34000,2882000,3462000,0,4000,651000,0,235000,0,0,1000,0,0,0,0,0,25000,5663000,0,1183000,3000,138000,0,0,0,0,0,0,0,0,6000,1908000,32000,0,0,0,0,11753000,0,0,2948000,119000,0,0,0,0,0,0,0,0,0,0,0,0,312000,32000,0,0,1000,0,0,0,1074000,0,1000,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,0,0,0,25000,0,0,0,0,0,0,0,0,314000,0,2922000,0,0,6000,0,0,0,0,0,0,0,0,0,0,103000,0,0,0,0,0,0,0,0
"PAN",21000,5941000,4126000,0,0,62000,36873000,4241000,18846000,0,0,0,30053000,2247000,10137000,3137000,1262000,5693000,295000,2507000,0,15000,4000,461000,80000,13000,218000,44000,30284000,3000,9459000,120000,3481000,253000,0,235000,0,17676000,0,0,49000,1000,63977000,22023000,0,9000,435000,214000,60000,41000,383000,0,821000,1954000,0,7447000,0,251000,0,0,60792000,3465000,9664000,0,0,6079000,28000,0,2596000,10964000,990000,0,0,823000,0,0,13000,0,0,0,2027000,0,7959000,178000,280000,0,22000,0,0,1052000,2000,0,0,0,0,0,3000,0,13000,15000,0,2047000,0,0,0,0,143000,0,0,20000,0,694000,7000,20000,201000,997000,0,0,0,0,0,0,3270000,0,0,0,0,0,2000,0,0,68000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SEN",0,139000,896000,0,0,1000,17000,14000,879000,0,364000,342000,3413000,369000,7300000,1013000,121871000,6496000,2424000,502000,0,0,179000,511000,4000,0,3000,0,13804000,0,4465000,0,5000,130000,1306000,0,0,0,0,0,0,922000,8407000,4603000,15000,6000,0,0,7000,838000,0,0,0,0,5000,206000,0,0,494000,0,4e+05,3000,0,55000,1000,0,13135000,738000,0,0,0,0,652000,67000,0,0,45000,96000,0,0,0,0,0,15000,33000,0,130000,16000,0,2000,0,0,0,0,1254000,0,0,0,0,8000,88000,0,1343000,0,0,14000,0,0,0,45000,1412000,0,7000,0,0,1000,4000,458000,7389000,13870000,64000,781000,2000,0,0,0,1017000,23000,709000,0,1000,0,0,3501000,4000,0,1047000,0,0,0,0,0,1000,0,5000,0,2785000,0,0,0,12000,0,0,0
"SLV",4000,3449000,1891000,0,0,3000,2244000,4929000,4420000,0,0,276000,60620000,3220000,1644000,2542000,1467000,729000,423000,1420000,0,66000,0,10000,4000,0,13000,1000,2673000,24000,48421000,0,1413000,974000,9000,0,0,725000,0,0,2126000,0,2484000,1466000,31000,0,6000,14000,637000,0,45000,1483000,0,1000,3748000,282000,0,36000,0,0,119443000,87000,6033000,73000,0,38000,0,0,290000,23987000,0,131000,0,0,0,0,716000,0,3000,0,2881000,0,0,5000,86000,0,0,0,2000,0,23000,0,0,0,0,0,13000,41000,0,24000,0,0,0,0,0,0,26000,0,0,3000,0,57042000,3000,0,22000,73000,0,0,0,0,0,0,25802000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SUR",0,789000,1261000,0,0,93000,307000,7881000,589000,0,0,0,47922000,167000,0,51000,5106000,9972000,66000,0,0,0,0,126000,0,0,181000,25000,4998000,0,3418000,0,0,0,0,0,0,0,0,0,0,0,23553000,20964000,0,0,0,0,0,55000,0,0,0,0,0,4000,0,0,0,0,0,98000,0,0,0,4800000,0,0,152000,0,0,0,0,0,0,0,101000,0,0,0,0,0,0,0,1221000,0,0,0,0,0,0,0,0,0,5000,0,0,0,0,495000,18000,0,0,0,0,0,0,0,0,3781000,0,0,1110000,258000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TTO",319000,114000,313000,0,2000,125000,12800000,13459000,597000,0,145000,0,6492000,10310000,1153000,35000,1368000,39825000,45000,136000,0,9000,22000,29000,9000,0,1000,21000,2718000,0,2804000,17184000,0,0,24000,0,1000,1252000,0,3000,105000,2172000,878000,13094000,128000,0,5000,97000,0,6000,25000,0,4000,160000,126000,58385000,0,1000,0,10000,392901000,870000,7000,0,3000,7000,1260000,392000,825000,356000,0,2728000,0,2000,1000,0,2963000,0,3000,0,73000,213000,2000,12754000,460000,0,0,3000,10000,152000,505000,0,0,0,207000,0,5603000,99000,1000,13348000,0,79000,1057000,9000,0,0,5000,1000,1000,1113000,323000,1842000,2824000,31057000,218000,20570000,9000,125000,0,0,1000,132000,370000,2000,0,0,0,0,132000,0,625000,0,0,98000,6941000,0,0,0,0,0,0,0,0,0,566000,1392000,12000,0,0,0,0,0,0,0
"YMD",6412000,5000,3029000,0,10000,0,0,23864000,1000,0,0,0,1754000,634000,60000,3000,90000,7397000,0,456000,0,7000,53000,1232000,123000,283000,0,0,217000,77000,5628000,0,0,4000,55000,0,0,0,0,0,0,26000,2813000,1356000,138000,83000,0,0,0,507000,0,0,0,595000,0,1000,0,3000,0,0,0,0,0,0,0,0,0,2581000,0,0,0,0,0,0,0,0,0,686000,0,254000,0,51000,0,0,3000,0,23000,86000,0,0,6996000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,680000,0,0,0,0,0,0,0,0,602000,0,0,0,0,0,0,0,0,0,0,0,0,49000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,521000,0,0,0,0,0,0
"EGY",407000,6546000,13129000,20464000,75000,6000,5004000,492000,12321000,19150000,12000,65982000,98869000,5370000,14089000,8438000,33912000,50838000,1901000,43000,17767000,417000,32659000,286000,59000,5989000,54000,0,54549000,8343000,47943000,0,1045000,3450000,10841000,22561000,9424000,25000,0,0,112000,1468000,16579000,3653000,5000,25000,0,56000,38061000,2168000,0,28589000,7950000,371000,367760000,2988000,9554000,301000,1059000,235000,16955000,1673000,9516000,2000,41000,0,4549000,1484000,45000,0,3973000,0,0,1782000,0,0,145000,116000,0,12000,7000,683000,0,0,66000,399000,0,59000,19000,1000,0,0,0,0,152000,2720000,0,0,0,37000,103000,0,12000,1158000,43750000,6476000,29000,0,0,27000,4000,1000,0,219000,0,0,65000,35000,1559000,1129000,0,4000,0,0,3506000,11002000,3641000,9000,5000,2000,0,0,0,1132000,93000,0,280000,0,0,0,0,0,374000,330000,0,0,6000,56000,0,0,0,0,0,0
"ETH",180000,1504000,3087000,31000,2000,86000,28000,227000,1519000,7141000,0,1785000,18617000,2310000,4921000,2945000,11896000,8510000,3369000,16000,266000,7000,5000,23000,967000,64000,0,4511000,23529000,1470000,22983000,0,20000,238000,1080000,125000,0,10000,0,1000,41000,48000,8367000,1218000,4000,1000,0,89000,708000,0,0,253000,14718000,16787000,3010000,2194000,343000,1000,85000,17000,70800000,25000,9520000,0,0,0,0,297000,3000,4000,0,0,0,167000,0,0,38000,1000,0,945000,0,15000,0,0,1000,1079000,1120000,0,58000,1000,0,0,0,0,0,0,0,0,0,0,0,0,1000,49000,12000,54000,0,3000,0,0,5000,98000,0,5000,0,0,497000,3000,0,0,0,2000,0,0,0,1404000,0,2033000,0,28000,0,0,0,1000,16294000,0,0,0,0,0,0,0,0,0,21000,0,5000,13000,0,0,0,0,0,0
"MLT",206000,433000,2613000,60000,48000,4000,3000,461000,1216000,39000,0,0,9745000,3461000,493000,119000,4503000,27257000,6790000,1000,78000,17000,1000,86000,23000,0,45000,171000,11993000,14000,104000,0,0,179000,192000,2554000,0,0,0,9000,0,614000,2402000,481000,25000,53000,0,3000,555000,55000,0,1000,653000,48000,724000,2353000,27000,1000,742000,20000,2816000,0,0,288000,15000,2000,83000,6000,1000,1000,44000,0,60000,0,0,0,165000,0,8000,1000,0,6000,2000,0,7000,11000,1000,72000,0,1000,0,0,321000,0,0,0,0,0,0,2000,0,15000,136000,179000,0,16000,5000,4000,8000,0,1000,0,0,1000,0,0,49000,0,0,0,0,35000,0,0,0,0,2000,3000,0,12000,0,0,0,36000,10000,0,0,0,0,0,0,0,37000,73000,0,0,1000,0,0,0,0,0,7000,0
"HND",20000,3525000,3337000,0,0,3000,174000,16498000,5079000,0,0,0,41193000,3544000,5600000,3129000,2886000,974000,206000,45000,0,0,0,34000,221000,9000,84000,55000,4114000,296000,10445000,0,0,847000,160000,67000,0,204000,0,0,0,0,4058000,1350000,3000,1000,5000,0,54000,9000,0,0,53000,0,0,2895000,0,2000,0,0,137792000,3000,2807000,30000,0,355000,0,0,412000,2919000,0,10576000,0,0,0,0,0,1000,0,0,879000,0,0,0,2973000,0,0,0,0,0,0,0,45000,0,0,0,36000,0,0,2482000,0,60000,0,0,0,0,4000,0,0,1534000,0,3216000,52000,84000,442000,5843000,0,0,0,0,5000,0,7117000,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AGO",4611000,4028000,13730000,0,14000,0,3058000,53583000,14484000,0,306000,0,54310000,2192000,27070000,1148000,20818000,41178000,328000,922000,0,84000,0,1600000,64000,0,14000,1265000,7867000,11000,81048000,0,321000,0,0,138000,0,0,0,4000,2000,4028000,12950000,1074000,217000,0,0,0,760000,195537000,0,0,0,85000,0,2647000,68000,6000,0,0,218896000,1414000,15000,8682000,121000,0,1008000,7232000,0,250000,0,0,912000,89000,8368000,2000,217000,501000,7750000,3000,4000,82000,0,4000,9032000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ALB",0,2176000,91000,0,0,0,0,0,247000,0,0,0,1639000,13000,0,0,1040000,143000,3164000,0,0,0,0,0,76000,0,0,0,9885000,12000,348000,0,0,0,0,480000,0,0,0,0,0,0,286000,0,0,0,0,0,0,160000,0,0,0,0,0,294000,0,52000,3000,436000,0,0,10855000,0,0,0,0,18000,0,9000,0,0,0,0,0,0,0,0,0,0,0,45000,0,0,0,0,184000,12000,282000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ARE",2039000,15000,196000,0,4175000,0,0,50252000,56826000,0,0,0,246256000,0,78488000,4000,341968000,169048000,0,1188000,0,0,110000,0,10072000,3000,0,0,53240000,2000,551754000,0,0,280000,579000,0,0,0,0,0,0,0,91904000,0,1000,756000,0,5474000,0,0,0,0,0,42224000,0,12494000,0,0,0,0,0,48000,0,0,0,0,0,0,167000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BDI",10000,0,1050000,0,0,0,0,0,0,0,0,0,3331000,128000,1561000,0,783000,282000,3000,0,0,0,0,14000,0,0,0,0,3108000,0,1452000,0,0,0,0,0,0,3000,0,0,0,0,173000,1000,0,0,0,0,0,0,0,0,0,0,0,608000,0,0,0,0,0,0,0,0,8000,0,0,89000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0
"BFA",0,1000,156000,0,0,0,0,1000,1311000,0,0,0,852000,905000,1758000,0,9306000,44000,48000,65000,0,0,0,0,0,0,0,10000,3074000,0,1337000,0,0,0,136000,0,0,0,0,0,0,0,94000,0,0,51000,0,0,0,156000,0,0,1000,0,0,4000,0,0,337000,0,61000,9000,0,0,0,0,609000,0,0,0,0,0,13000,1985000,0,0,166000,0,0,0,0,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,571000,0,0,550000,0,0,0,0,1000,0,152000,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BGD",10140000,40000,16718000,0,0,0,4926000,4879000,2461000,0,0,0,17658000,649000,3146000,518000,14136000,40789000,0,533000,0,11000,21902000,1158000,5242000,2259000,102000,0,18607000,419000,12138000,0,175000,0,286000,0,0,0,2556000,805000,178000,0,7686000,261000,1643000,0,0,0,0,0,0,0,0,2790000,0,1075000,0,54000,0,0,0,0,4118000,0,523000,7783000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2741000,0,6000,0,0,0,0,0,0,0,0,0,0,0,0,1261000,0,0,0,0,0,0,0,0,350000,0,0,0,0,0,0,0,0,0,153000,0,0,271000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BHS",73000,0,180000,0,21000,535000,1277000,10902000,1352000,0,0,0,3259000,843000,0,0,262000,47170000,0,128000,0,0,0,503000,0,0,0,0,156000,0,7957000,0,46000,0,0,0,0,968000,0,0,0,0,1665000,276000,288000,0,0,3000,0,497000,0,0,0,0,0,139000,0,0,0,0,0,92000,0,0,6000,3000,0,0,11000,6000,0,0,0,1000,0,0,0,0,0,0,2000,0,13000,0,18000,0,0,0,47000,5000,0,0,0,0,0,0,0,0,0,18000,0,17000,0,0,0,0,33000,72000,0,0,1000,18000,0,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BLZ",0,0,174000,0,0,1000,0,3105000,410000,0,0,0,458000,59000,0,0,390000,6766000,0,0,0,0,0,2000,0,0,0,0,657000,0,45000,0,0,0,0,0,0,3493000,0,0,0,0,70000,31000,8000,0,0,0,0,0,0,0,0,0,0,3000,0,0,0,0,0,5000,0,0,0,0,0,0,0,9000,0,0,0,0,0,0,109000,0,0,0,0,0,2000,0,255000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331000,0,0,0,0,0,0,0,5000,0,111000,0,7000,0,59000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BOL",18000,108000,10603000,0,0,0,20683000,1155000,212000,0,0,4325000,15630000,322000,2378000,35000,11534000,48292000,221000,0,0,0,65000,61000,0,0,0,1000,1170000,0,20681000,0,29000,0,0,0,0,289000,0,0,0,0,1082000,138000,53000,1000,10500000,0,2681000,364000,2000,0,0,0,5162000,318000,0,0,0,5000,76865000,8000,5000,0,0,32199000,0,0,1499000,0,0,758000,0,0,0,0,0,0,0,0,924000,0,14000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15976000,0,0,192000,0,2000,0,0,0,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BRB",111000,0,65000,0,63000,147000,0,3158000,6000,0,0,0,220000,20000,53000,0,42000,20959000,0,4000,0,0,0,1000,0,0,0,0,60000,0,101000,4712000,0,0,0,0,0,0,0,0,0,0,15000,0,27000,0,12000,0,0,85000,0,0,0,0,0,13000,0,0,0,0,9332000,4000,11000,0,0,0,158000,0,0,0,0,0,0,0,0,0,0,0,0,0,4000,1000,6000,198000,3764000,0,0,0,20000,3000,0,0,0,0,0,0,70000,3000,0,0,0,0,49000,0,0,0,0,0,0,191000,0,0,9000,1195000,5000,1872000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141000,0,0,0,0,0,0,0
"CAF",0,16000,892000,0,0,0,0,0,39000,0,0,0,1545000,229000,39513000,23000,24529000,359000,9000,301000,0,0,23000,0,0,0,3000,6176000,2354000,0,891000,0,22000,0,0,0,0,1435000,0,0,0,0,135000,0,136000,0,0,0,9000,0,0,0,0,0,74000,51000,0,190000,0,0,5767000,1000,2384000,694000,0,0,1000,161000,0,0,0,0,0,4668000,0,0,0,0,41000,0,0,3000,0,0,1000,0,53000,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,408000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49000,0,0,0,0,0,0,0,0,0,0,0,0,0,4000,0,0,0,0,0,0,1048000,0,0,0,0,0,0,0
"CHL",2747000,2737000,18506000,2368000,0,1000,36743000,35669000,2267000,463000,0,96000,185073000,1240000,20450000,3082000,38882000,140205000,45923000,0,0,6000,95000,191000,19000,0,3000,6000,72425000,13000,269209000,0,680000,0,20000,0,0,8105000,0,0,3000,0,9475000,635000,527000,0,5876000,41000,12203000,97000,557000,10548000,0,86000,13653000,34968000,0,1043000,26000,0,106676000,1611000,41836000,2000,0,82096000,3000,0,8154000,32000,5845000,2000,0,0,0,0,19000,0,0,0,143000,48000,23000,0,4000,0,2000,0,0,2000,0,0,0,0,0,0,0,0,807000,2000,0,0,0,0,1848000,0,1028000,1000,0,0,0,15000,0,1000,0,0,0,543000,0,0,0,0,15000,0,0,0,0,0,0,0,1155000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CMR",1000,654000,10335000,167000,0,25000,9000,3496000,4678000,1724000,6028000,0,49904000,1682000,14336000,9000,121525000,5796000,1895000,9000,0,2000,0,25000,0,0,3000,16000,14605000,50000,16060000,0,0,0,528000,96000,0,10000,0,0,0,84000,64979000,61000,0,90000,0,0,0,90000,0,0,0,0,2148000,228000,0,0,757000,0,26283000,0,3634000,5000,0,0,3898000,248000,0,0,0,0,11009000,3000,0,0,1056000,14000,0,0,8000,28000,0,0,0,0,284000,0,26000,14000,0,0,0,0,32000,0,0,0,0,0,4258000,0,0,0,47000,2563000,0,0,0,15000,3000,0,57000,19000,0,0,0,24000,1000,0,6000,142000,0,0,0,47000,0,0,52000,0,0,0,0,1e+05,0,0,3296000,0,0,0,0,0,0,0,0,0,3276000,0,0,0,175000,0,0,0
"CYP",96000,2024000,2375000,0,267000,7000,5000,568000,685000,0,0,0,18499000,1985000,3092000,1555000,5136000,70088000,3409000,8000,0,0,0,2214000,78000,379000,106000,863000,5142000,507000,98000,0,0,2062000,1232000,4311000,0,0,0,4000,13000,113000,5922000,4418000,31000,36000,0,65000,0,98000,0,0,0,4000,0,2139000,0,0,0,1026000,0,381000,1479000,0,165000,2000,0,36000,0,0,0,0,0,4000,0,0,185000,0,0,1454000,0,0,0,0,3000,0,141000,65000,361000,0,0,0,0,0,0,0,0,0,0,291000,0,0,10000,0,0,0,0,4000,0,0,60000,0,0,7000,0,0,52000,1000,0,0,0,0,0,0,0,42000,137000,3000,1000,183000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111000,0,0,0,0,0,0
"DDR",6066000,48062000,51216000,0,36000,67000,20465000,5747000,19782000,0,279000,0,0,32915000,8965000,22303000,107955000,63372000,18006000,1904000,0,1642000,26913000,5530000,639000,21130000,699000,43000,56845000,719000,16092000,0,0,2975000,6171000,938000,0,2073000,248000,0,353000,1514000,66008000,30704000,1043000,971000,18000,0,0,127000,0,0,0,1870000,0,75198000,0,1585000,959000,9599000,0,668000,152454000,0,24000,257000,2181000,789000,2533000,295000,0,0,0,788000,0,0,1182000,36000,0,121000,2e+05,304000,0,0,127000,0,45606000,6000,360000,103000,0,0,0,0,153000,0,0,0,0,115000,1000,2803000,1441000,0,0,0,773000,220000,0,63000,359000,451000,2000,39000,0,0,665000,195000,0,0,13000,72000,0,73000,0,1697000,1750000,569000,217000,1672000,0,0,0,336000,0,0,0,0,0,0,0,0,0,0,0,0,201000,14000,8000,0,0,0,0,0
"DZA",61000,6527000,15211000,0,0,1000,3013000,1428000,32451000,0,135000,0,532304000,10244000,147754000,283000,477083000,111945000,4169000,0,0,1000,267000,1228000,0,0,1000,0,145695000,0,5665000,0,0,3000,407000,357000,0,2000,0,0,0,61000,25101000,754000,2000,39000,0,0,0,253000,10732000,0,0,1000,0,25261000,0,0,849000,405000,0,2000,11716000,0,0,0,4306000,41000,12000,0,0,0,0,5000,0,0,25507000,1298000,0,7000,0,4e+05,0,0,0,0,1013000,0,15000,0,0,0,0,0,50000,0,0,0,0,0,51000,0,365000,0,0,0,0,0,0,4176000,0,0,42000,0,0,0,0,0,0,0,312000,674000,0,0,0,0,0,0,2000,0,0,0,0,42000,0,0,0,0,0,0,0,0,0,0,0,0,18000,0,0,0,0,0,0,0
"ECU",232000,4241000,3715000,126000,0,1000,3714000,15495000,4897000,67000,0,1834000,59333000,1256000,2939000,2254000,14945000,5507000,24969000,185000,2881000,68000,0,2344000,1555000,90000,18000,19000,13217000,75000,46506000,0,878000,292000,32000,2444000,0,3035000,0,0,0,0,4768000,1677000,6767000,3000,14931000,3000,939000,7000,122000,0,7000,2000,1073000,4767000,0,0,0,0,181279000,70000,7198000,2016000,0,11498000,32000,0,19382000,70000,0,63000,0,0,0,0,1224000,0,0,0,51306000,0,292000,0,53223000,0,0,0,381000,5000,0,0,0,0,0,0,4000,0,252000,1000,0,13388000,0,0,5393000,0,2000,0,0,1000,0,99000,0,0,0,29000,0,0,0,0,2000,0,18000,0,0,0,0,0,0,0,92000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,0,0,0,0,0,0,0
"FJI",25281000,0,9000,0,0,10000,0,7763000,271000,0,0,0,1089000,0,223000,0,21000,27687000,0,159000,0,0,15000,0,0,0,0,0,99000,0,8461000,0,851000,0,0,0,0,16000,0,0,1945000,0,7000,554000,16931000,4000,0,0,0,0,0,0,0,11000,0,0,0,1000,0,0,8519000,27000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,0,4000,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37000,0,0,0,0,0,0,0,0,0,0,0,0,74000,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,779000,0,0,0,0,0,0,0,0,0,1145000,0,0,0,0,0
"GIB",0,2000,4000,0,11000,3000,0,6000,0,0,0,0,47000,2000,0,0,133000,1812000,0,0,0,0,0,0,0,0,0,264000,387000,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,8000,0,0,0,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,4000,0,0,0,0,0,0,57000,0,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GLP",2000,1000,237000,0,0,0,5000,536000,148000,0,0,13000,3290000,1000,160000,0,131945000,165000,59000,32000,0,0,0,0,24000,0,0,0,255000,0,3000,1029000,0,15000,0,0,0,0,0,1000,0,0,783000,2000,0,0,0,0,0,0,0,0,511000,0,0,35000,0,0,0,0,658000,321000,0,0,0,0,0,0,22000,0,0,4000,0,0,0,0,424000,6000,0,0,115000,0,0,3000,14000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186000,0,0,0,0,0,0,143000,0,0,7628000,0,0,878000,37000,159000,143000,0,0,0,0,65000,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GMB",0,801000,10000,0,0,0,0,0,3535000,0,0,0,634000,35000,185000,0,6178000,10249000,1045000,10000,0,0,2000,70000,94000,0,0,9000,2613000,0,191000,0,1000,0,0,0,0,0,0,0,0,9000,4e+05,375000,0,0,0,0,0,1141000,0,0,0,0,0,2000,0,149000,0,0,1000,178000,0,0,0,0,0,0,6000,0,0,0,0,62000,0,0,0,0,0,0,0,76000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4000,0,0,0,0,0,0,0,0,118000,0,0,0,0,0,0,5000,0,0,61000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GTM",16000,2789000,5861000,0,562000,1000,84000,6911000,10586000,0,0,225000,39453000,7235000,4608000,10515000,9676000,10765000,73000,979000,0,4000,0,9000,4000,0,35000,101000,11066000,740000,35472000,5000,51000,703000,226000,0,0,2590000,0,0,426000,27000,6019000,4509000,2000,17000,111000,22000,675000,563000,13000,0,702000,44000,4351000,4711000,67000,1059000,0,0,146191000,35000,0,53000,0,263000,270000,0,384000,32766000,0,2907000,0,0,0,0,12000,0,0,0,3857000,0,59498000,10000,38000,0,0,9000,0,16193000,0,0,0,0,0,0,14000,1593000,95000,130000,0,314000,0,0,0,0,418000,0,0,275000,0,0,0,6000,1300000,554000,0,0,0,0,6000,0,29177000,0,0,0,0,0,0,0,0,2000,0,0,0,0,0,0,0,0,0,0,0,87000,0,0,0,4000,0,0,0,0,0,0
"GUF",0,3000,59000,0,0,2000,31000,44000,6000,0,0,0,243000,0,43000,95000,380000,117000,0,1000,0,0,175000,0,0,0,0,0,84000,0,362000,0,0,0,0,0,0,0,0,0,0,92000,0,7000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4277000,0,0,0,0,0,0,41000,0,0,0,0,0,0,0,0,123000,0,0,0,0,0,0,450000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8000,0,0,418000,0,0,0,0,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
