"","ALB","AUS","AUT","BEL","BFA","BGR","BHR","BRA","CAN","CHE","CHN","CSK","DDR","DEU","DNK","EGY","ESP","FIN","FRA","GBR","GRC","GTM","HKG","HUN","IDN","IND","IRL","IRN","IRQ","ISL","ISR","ITA","JOR","JPN","KEN","KOR","KWT","LBN","LBY","LKA","MEX","MUS","MWI","MYS","NCL","NLD","NOR","NZL","PAK","POL","PRT","ROU","SAU","SGP","SLE","SUN","SWE","SYR","TCD","THA","TUN","TUR","USA","YUG","ZAF","ARG","CAF","CHL","COD","COG","DZA","GAB","GHA","MAC","MAR","MDG","MLT","NER","NGA","PHL","PRY","SEN","SLV","VEN","ZMB","AFG","COL","ETH","NIC","PER","CYP","ECU","JAM","SDN","SOM","AGO","ARE","BDI","BEN","BGD","BHS","BLZ","BMU","BOL","BRB","CIV","CMR","CRI","CUB","DOM","FJI","GIB","GIN","GLP","GMB","GUF","GUY","HND","HTI","KNA","LBR","MLI","MMR","MOZ","NPL","OMN","PAN","PNG","PRK","SHN","SUR","TGO","TTO","TZA","UGA","URY","VNM","DJI","FLK","KHM","KIR","LAO","MNG","MRT","QAT","RWA","SYC","WSM","YMD","GNB","GNQ","SPM","GRL","ZWE"
"MDG",0,495000,445000,4702000,0,0,72000,23000,1494000,847000,174000,0,686000,18169000,852000,0,3048000,169000,88580000,12464000,1640000,10000,168000,945000,42602000,94000,11162000,4000,14000,4000,0,12538000,5000,18147000,3000,0,82000,4000,114000,0,17000,2662000,2000,282000,1058000,2464000,75000,99000,381000,304000,296000,0,19000,12839000,0,647000,468000,6000,0,118000,555000,9000,50135000,1302000,0,0,1000,3000,33000,2000,489000,0,0,0,1897000,0,12000,0,3e+05,0,0,305000,0,54000,0,0,60000,0,0,14000,1000,17000,2000,0,0,0,0,1000,11000,0,0,0,0,0,6000,52000,4000,1000,0,0,30000,0,0,431000,0,10000,0,4000,6000,0,0,6000,0,0,0,0,0,3000,0,0,0,0,0,11000,0,17000,0,24000,0,0,0,0,0,0,0,0,1000,70000,0,0,0,0,0,0
"MLT",0,362000,287000,3090000,0,0,363000,62000,648000,497000,0,98000,0,30694000,5243000,2000,182000,164000,3103000,37889000,10000,0,37000,0,7000,6000,410000,1000,9000,92000,2000,7815000,50000,792000,3000,5000,1620000,278000,11157000,0,2000,2000,2000,0,2000,6299000,2422000,54000,0,1315000,217000,5000,44000,54000,31000,293000,7914000,36000,22000,4000,98000,77000,1170000,32000,85000,191000,0,9000,35000,0,1103000,0,1000,0,4000,0,0,0,103000,0,0,24000,0,0,9000,0,0,42000,0,0,67000,0,218000,0,0,0,3242000,0,0,0,4000,0,12000,14000,17000,287000,6000,10000,75000,0,0,27000,0,9000,3000,0,0,0,0,20000,4000,0,0,2000,0,164000,0,0,0,0,0,0,13000,1000,0,0,0,74000,0,0,0,0,0,0,453000,0,6000,0,0,0,0,0,0,1000
"NER",0,104000,5000,1155000,170000,0,0,0,27000,143000,0,0,0,12085000,110000,130000,352000,0,54640000,3288000,274000,0,0,0,0,0,509000,66000,0,0,0,2953000,0,647000,27000,15000,0,33000,89000,0,0,1000,0,0,0,4000,0,0,2000,0,0,0,29000,0,0,0,3000,0,1000,0,0,0,206000,9000,0,0,0,0,7000,0,202000,4000,1614000,0,0,0,0,1000,583000,0,0,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,0,0,2199000,0,0,0,0,0,0,935000,86000,0,0,0,0,0,0,23000,0,0,0,0,0,0,0,191000,0,0,0,1000,0,0,0,0,0,116000,0,371000,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0
"NGA",0,183000,16636000,112209000,170000,0,0,90000,77046000,82777000,7852000,1773000,0,962405000,85831000,1590000,17456000,457000,858178000,692967000,2919000,0,29000,1876000,5000,2215000,5307000,0,0,20000,34000,67639000,0,279076000,24000,77000,0,47000,3000,6000,0,0,4000,26000,0,709630000,968000,0,15000,50000,1150000,0,204000,98000,18851000,121442000,235726000,0,11739000,7000,25000,0,3523514000,339000,5000,0,221000,0,76000,7000,24000,261000,53341000,0,2000,0,6000,2321000,0,61000,0,23879000,0,1000,39000,0,7000,6000,20000,0,7000,20000,33000,2000,0,2000,0,52000,186000,0,0,0,475659000,0,0,55616000,898000,0,0,0,0,0,16000,0,19000,0,0,0,0,0,139000,69000,0,0,0,0,0,4000,0,0,0,1105000,14111000,2000,0,13125000,0,0,0,0,0,0,0,0,0,0,0,0,0,4000,0,0,0,0
"PHL",0,29965000,5379000,11972000,9000,18000,1690000,729000,22051000,12172000,20182000,0,0,188090000,5592000,1294000,11274000,29157000,50553000,89660000,741000,92000,26700000,0,13811000,5116000,273000,56464000,24000,27000,809000,10067000,6000,1116851000,147000,28286000,4679000,283000,91000,212000,361000,26000,5000,16598000,230000,75184000,3450000,1646000,619000,118000,971000,16000,3259000,28743000,24000,10278000,11041000,455000,0,4888000,554000,2029000,812418000,474000,107000,514000,0,436000,0,20000,2133000,0,3000,103000,41163000,141000,8000,0,562000,0,0,305000,4000,10716000,58000,0,38000,16000,44000,210000,105000,89000,1946000,1000,560000,1189000,3457000,0,0,6615000,0,0,64000,0,30000,208000,26000,7000,0,0,466000,0,0,47000,0,6000,6000,14000,1000,51000,87000,0,30000,0,4000,0,252000,276000,0,0,0,0,205000,421000,0,245000,587000,518000,0,0,0,0,0,0,332000,0,0,3000,0,0,0,0,0,32000
"PRY",0,9000,547000,8279000,56000,0,0,27963000,1211000,3089000,0,0,0,30718000,2024000,24000,17065000,32000,15904000,15215000,37000,324000,936000,0,369000,0,18000,2630000,0,0,53000,3689000,0,6341000,0,0,12000,0,0,0,6285000,0,0,0,0,9610000,53000,0,20000,0,1916000,40000,3000,24000,0,0,820000,0,0,0,440000,0,18096000,3523000,47000,50185000,31000,1890000,0,6000,1565000,46000,0,0,0,0,2000,0,217000,0,0,153000,0,4754000,26000,0,178000,0,0,1324000,0,86000,0,0,0,0,0,0,0,0,0,8000,0,35000,151000,115000,1000,0,0,0,0,0,0,0,0,0,0,0,0,20000,0,13000,0,0,0,0,1000,25000,0,0,0,0,0,0,0,3768000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SEN",0,0,451000,3463000,1722000,2000,1000,655000,352000,1813000,122000,174000,1000,15676000,1747000,1000,4718000,7932000,237796000,31858000,15423000,0,0,0,1126000,3731000,245000,1000,480000,0,0,14635000,0,10532000,0,0,48000,3990000,0,0,5000,2000,0,2000,77000,18884000,40000,0,14000,4316000,5000,4941000,84000,0,1331000,105000,1241000,278000,2007000,10000,1000,0,2004000,67000,0,0,506000,2111000,1011000,614000,12000,2949000,817000,0,1462000,3000,0,10401000,2270000,0,0,0,0,6000,2000,0,0,8000,0,0,0,0,0,1000,180000,0,0,0,3327000,0,0,0,6000,0,2000,18184000,2548000,0,0,0,0,1000,716000,250000,1867000,2000,0,7000,0,0,95000,15944000,0,0,0,0,2000,0,0,0,0,1230000,0,23000,0,1000,0,0,0,0,0,0,0,24348000,0,0,0,0,0,478000,1000,0,0,0
"SLV",0,2000,3028000,5870000,0,0,0,235000,7907000,6531000,0,0,0,72281000,6355000,0,11088000,3072000,3886000,14217000,17000,59754000,1532000,12000,555000,0,41000,131000,0,8000,0,8190000,0,63571000,0,86000,0,0,0,0,1492000,0,0,0,2000,39122000,2644000,0,0,544000,8964000,0,23000,0,0,0,1428000,0,3000,2049000,0,0,189795000,2658000,7000,13000,0,9000,0,0,9144000,0,0,0,782000,0,0,0,0,129000,41000,631000,0,108000,0,0,8000,0,29109000,68000,26000,155000,91000,0,0,5000,0,0,0,0,112000,333000,2000,53000,95000,0,0,31927000,0,380000,0,0,0,1000,0,6000,0,0,52000,2000,0,3000,0,0,0,0,5435000,0,0,0,13000,0,243000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VEN",0,69000,303000,41051000,1023000,0,0,115607000,1082244000,3515000,489000,1369000,3453000,234368000,9372000,3000,119609000,1598000,85385000,363753000,96000,77219000,797000,0,16000,228000,5000,0,1000,1327000,56000,159667000,0,33964000,1371000,1000,12000,22000,310000,0,50513000,1000,0,9000,1000,67843000,6781000,4000,3000,1344000,7117000,0,0,2160000,1393000,0,101088000,0,14000,210000,0,2751000,3933632000,0,2521000,48408000,0,45658000,592000,9000,3464000,0,2623000,0,2186000,0,10000,1224000,7806000,207000,2000,1206000,46346000,0,2000,0,19228000,0,64238000,116982000,0,13584000,154179000,24000,0,1226000,0,0,423000,0,42887000,53000,6985000,58000,21125000,2464000,2958000,58699000,9378000,109540000,1000,2627000,0,22837000,303000,370000,2267000,64589000,241000,9073000,132000,737000,0,1703000,0,0,73654000,0,0,0,4192000,5254000,13117000,0,0,10329000,0,0,0,0,0,0,0,0,0,0,0,0,0,1635000,0,0,0,0
"ZMB",0,655000,4052000,15766000,0,0,0,20017000,7000,5943000,20140000,590000,0,103676000,2951000,11471000,8355000,2185000,78769000,203216000,11932000,0,338000,0,39000,10998000,1882000,185000,1933000,0,1277000,102940000,854000,141259000,1589000,0,11000,1182000,0,0,0,6000,5306000,9858000,0,2063000,58000,0,1403000,0,1196000,0,0,5733000,0,0,22299000,8840000,0,610000,4352000,281000,26000,39760000,2342000,0,467000,0,11585000,849000,450000,5000,15000,0,3208000,0,0,0,2398000,0,0,0,0,0,0,0,0,101000,0,0,28000,0,207000,0,0,389000,0,0,0,0,0,0,0,0,0,465000,0,0,0,0,0,0,0,0,9000,0,0,0,0,0,0,0,0,231000,0,0,3000,0,0,0,0,0,58000,3994000,159000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,751000
"AFG",0,212000,1063000,233000,19000,126000,1000,0,114000,5619000,2877000,2108000,5000,26352000,1333000,2000,36000,479000,2095000,19160000,1444000,2000,3000,298000,16000,20085000,107000,7302000,2247000,479000,9000,2919000,22000,793000,0,7000,106000,3414000,172000,5000,6000,0,2000,9000,11000,882000,357000,29000,24147000,2000,0,0,2395000,196000,20000,86418000,2605000,175000,27000,4000,1000,10000,8702000,335000,581000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COL",0,652000,10247000,18680000,35000,0,0,13168000,31574000,22442000,6000,2340000,7486000,240548000,14116000,0,43623000,36729000,36244000,53664000,2335000,11576000,829000,6486000,3000,79000,7263000,55000,0,135000,744000,40584000,0,35984000,0,1044000,9000,30000,666000,120000,6940000,3000,0,10000,0,92904000,8900000,43000,10000,14320000,411000,2670000,187000,701000,35000,52000,55858000,9000,70000,79000,34000,4000,627430000,3568000,278000,27170000,2000,9897000,0,24000,2340000,16000,186000,0,1742000,2000,31000,0,87000,35000,364000,395000,4776000,84598000,21000,0,0,0,3368000,32564000,16000,37174000,1190000,27000,0,0,0,0,0,0,31000,194000,12000,6507000,1101000,323000,54000,6907000,456000,20929000,0,0,0,4676000,0,455000,103000,2211000,1162000,96000,1000,39000,0,0,0,0,13865000,0,0,0,299000,0,1813000,0,60000,497000,49000,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,1000
"ETH",0,91000,1297000,4368000,0,0,659000,12000,896000,1731000,1473000,868000,0,15479000,1843000,13519000,3208000,3685000,13166000,8337000,3593000,14000,3000,728000,16000,8000,14000,624000,1762000,1000,5627000,15729000,936000,30139000,406000,314000,1719000,2222000,65000,485000,13000,776000,0,452000,7000,6597000,391000,80000,0,1768000,203000,0,14300000,4286000,0,1072000,2352000,182000,0,2000,1280000,17000,52984000,5121000,0,0,0,0,199000,0,79000,0,78000,0,36000,1000,45000,0,7000,0,0,42000,0,18000,9000,0,7000,0,3000,0,122000,15000,8000,859000,2077000,0,0,220000,0,0,0,0,0,0,8000,10000,1000,6000,0,0,0,0,0,0,0,0,0,0,0,0,14000,3000,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,19756000,0,0,0,0,0,0,0,23000,0,0,2285000,1000,0,0,0,0
"NIC",0,366000,3907000,10523000,0,0,0,5000,5957000,2324000,1000,0,0,39889000,7836000,0,9576000,896000,5312000,21868000,18000,14390000,12871000,0,1885000,0,83000,0,4000,55000,0,11147000,0,64224000,0,0,27000,16000,0,0,138000,0,0,345000,0,6116000,1014000,27000,0,1124000,2094000,0,8000,18000,0,0,1134000,0,0,3358000,0,0,146494000,473000,106000,67000,0,0,0,0,0,0,301000,0,11640000,0,480000,0,15000,0,0,0,24474000,873000,0,0,51000,0,0,807000,18000,6000,1065000,0,0,0,0,0,0,0,0,43000,0,0,0,148000,0,36991000,0,118000,0,0,0,288000,0,9000,0,13788000,215000,0,0,0,0,0,0,0,2613000,0,0,0,0,0,196000,0,0,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PER",0,621000,4661000,22012000,1000,2665000,0,47128000,11220000,16085000,48794000,8629000,26143000,135162000,2911000,1032000,13438000,10275000,53079000,63829000,104000,415000,484000,6884000,284000,1549000,31000,1679000,11899000,17000,162000,40994000,79000,205806000,0,4854000,181000,639000,0,0,8455000,0,0,144000,3000,30027000,660000,50000,119000,28633000,864000,14969000,27000,678000,0,126958000,3115000,0,0,11000,121000,0,416185000,9838000,60000,41538000,0,46297000,0,0,161000,0,0,0,0,0,145000,1000,8000,7940000,149000,57000,1262000,13613000,1205000,0,17891000,0,251000,0,3000,5675000,82000,0,0,0,0,0,0,0,28000,0,0,5770000,4000,0,0,507000,22393000,195000,0,0,0,1762000,0,0,7000,71000,3000,0,0,0,0,0,0,0,636000,1000,8702000,0,0,0,1447000,82000,0,2003000,67000,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0
"CYP",0,335000,1655000,806000,10000,3347000,566000,2000,725000,233000,2000,3393000,1131000,9302000,1521000,788000,2254000,568000,1898000,67080000,3742000,0,21000,545000,0,478000,1267000,923000,2912000,25000,1249000,4741000,641000,35000,75000,2000,1441000,5936000,9250000,0,15000,15000,0,8000,3000,6992000,643000,41000,51000,478000,0,1113000,1867000,642000,140000,6521000,3645000,9380000,0,1000,0,5296000,1511000,254000,15000,0,0,21000,22000,0,4000,5000,22000,0,0,0,280000,0,3177000,0,0,0,0,285000,93000,0,0,4000,0,0,0,0,7000,208000,21000,0,2667000,0,0,0,0,0,0,0,5000,38000,3000,0,0,0,0,73000,0,0,67000,0,0,0,0,0,17000,0,0,0,1000,1493000,1000,0,0,0,1000,0,2000,16000,0,0,0,0,0,0,0,0,0,0,316000,0,0,0,20000,0,1000,0,0,3000
"ECU",0,196000,6641000,7691000,0,163000,0,5966000,20461000,6837000,910000,2953000,8422000,70636000,1852000,64000,2141000,5589000,15798000,4572000,8949000,38000,185000,8550000,75000,0,5313000,8837000,0,81000,159000,33954000,360000,13490000,0,985000,1686000,0,1396000,0,8530000,0,0,0,1000,7168000,3001000,7368000,0,903000,7000,1822000,1813000,0,0,12578000,8561000,1909000,1000,0,339000,0,514377000,17041000,295000,11112000,0,91303000,0,0,0,0,0,0,4209000,0,259000,3000,0,32000,138000,0,3e+05,1674000,0,0,21214000,0,0,119688000,0,17000,192000,0,0,0,0,0,0,0,0,0,6000,320000,0,0,0,1111000,0,15000,0,0,0,0,4000,0,0,7000,11000,0,0,0,0,0,0,0,129725000,0,0,0,0,0,79000,0,0,203000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JAM",0,1593000,202000,383000,0,0,25000,2212000,17764000,214000,0,0,9000,3204000,205000,3000,18462000,264000,593000,179856000,12000,1174000,49000,0,0,3000,463000,29187000,0,3000,13000,348000,0,3385000,12000,9000,7000,24000,0,1000,13000,8000,11000,3000,2000,992000,53151000,1401000,0,10034000,11000,0,51000,21000,0,23352000,16190000,17000,0,4000,0,2000,331715000,32000,3000,0,0,3000,0,0,5000,0,9804000,2000,5000,0,36000,0,0,5000,0,99000,428000,1244000,30000,0,91000,0,792000,196000,6000,1000,17000,44000,0,0,1000,0,0,0,961000,2086000,759000,0,5696000,0,284000,157000,277000,1022000,61000,7000,0,1136000,0,32000,7468000,656000,563000,3261000,2000,0,0,0,0,0,1006000,23000,0,0,970000,1000,16507000,0,0,543000,0,0,0,0,0,1000,0,0,0,0,1000,0,0,0,0,0,0,1000
"SDN",0,517000,2859000,5728000,0,1000,3000,1000,177000,9329000,33586000,669000,2459000,40120000,1657000,2054000,10413000,3447000,76316000,18970000,8684000,0,16558000,7257000,2473000,7798000,183000,120000,1106000,82000,0,62632000,893000,15820000,1000,424000,1633000,3701000,425000,1845000,57000,0,0,1309000,0,7441000,467000,40000,192000,3248000,2743000,10565000,11164000,5725000,0,10267000,3877000,510000,121000,5509000,1560000,1102000,8643000,22436000,0,84000,67000,0,450000,0,1906000,0,0,0,62000,0,80000,1000,5000,158000,0,0,0,4290000,0,0,38000,70000,0,15000,6000,23000,8000,0,2132000,0,2245000,0,0,0,0,0,0,0,0,0,0,33000,0,1377000,0,0,0,0,0,0,0,2000,0,0,0,0,2000,0,0,2149000,0,0,207000,0,0,0,3000,4000,201000,4000,0,895000,0,0,0,0,0,0,16000,0,0,0,369000,1665000,0,0,0,0
"SOM",0,0,1000,1147000,0,0,222000,0,55000,19000,2510000,0,5000,1152000,1000,1000,173000,0,269000,534000,337000,0,122000,0,0,3000,0,1637000,1503000,0,0,9854000,0,1694000,278000,0,5021000,2000,701000,1000,0,0,0,0,0,974000,114000,0,15000,0,0,0,49140000,558000,0,4877000,47000,579000,0,0,0,2000,296000,393000,0,10000,0,0,63000,0,0,0,5000,0,12000,179000,0,0,1378000,0,0,0,0,0,0,0,0,60000,0,0,0,0,4000,26000,0,0,2849000,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275000,0,0,0,0,0,0,1000,160000,21000,0,0,1467000,0,0,0,0,0,0,1434000,0,0,0,1962000,0,0,0,0,0
"AGO",0,73000,1405000,30980000,0,0,6000,7615000,471000,9528000,0,0,0,42555000,10455000,0,46681000,1010000,19375000,14695000,468000,0,1770000,0,0,0,1745000,128000,0,30000,0,11022000,0,111512000,0,150000,0,0,0,0,0,1000,4000,0,0,13129000,584000,1000,0,0,120970000,0,4000,2280000,0,0,1710000,0,0,354000,0,0,462461000,179000,0,0,57000,0,8316000,1514000,514000,3512000,1000,0,2284000,2000,6000,0,5420000,507000,1000,572000,0,0,155000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ARE",0,21836000,52000,43780000,0,0,6602000,38745000,138214000,202600000,0,0,0,738227000,13385000,0,250794000,11000,1140141000,351794000,2000,0,984000,0,0,94000,0,35293000,6000,0,0,201134000,6000,1780563000,0,166000,248000,0,0,1000,0,0,0,0,5544000,491597000,2000,0,73098000,0,0,0,19587000,77095000,0,0,127306000,144000,0,0,0,0,780881000,0,0,0,0,56000,0,0,0,0,0,0,0,0,0,0,0,5103000,0,7632000,0,110000,0,0,27000,0,0,0,0,31000,0,9000,53000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BDI",0,1000,1000,1781000,0,0,0,0,342000,122000,0,0,0,11532000,136000,170000,1347000,82000,3617000,715000,0,0,258000,0,0,0,86000,0,0,0,0,1910000,0,50000,45000,0,0,0,0,0,5000,0,0,0,0,1174000,19000,0,0,0,781000,0,9000,0,0,0,967000,0,0,0,0,0,22906000,0,0,0,0,0,181000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18000,0,0,0,0,0,10000,0,0,0,0,0,0,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16000,0,0,0,0,0,0,0,0,0,0,0,670000,0,0,0,0,0,0,0,0
"BEN",0,0,0,623000,45000,0,0,0,51000,5000,0,0,0,6130000,35000,10000,151000,0,14198000,404000,1217000,0,0,0,0,0,0,0,0,0,0,5849000,0,3183000,0,0,0,0,0,0,0,0,0,0,4000,3887000,0,0,0,0,0,0,1000,0,0,0,116000,0,0,0,0,0,425000,0,0,0,0,2000,2000,7000,0,196000,376000,0,0,0,0,737000,8092000,0,0,1113000,0,0,0,0,5000,0,0,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56000,33000,0,0,0,0,0,0,1000,0,0,0,0,0,0,40000,63000,0,0,0,0,0,0,0,0,0,928000,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BGD",0,8022000,14000,5002000,0,0,5000,9531000,4944000,277000,0,0,0,6155000,4958000,5643000,1273000,471000,7103000,19774000,0,0,319000,0,31000,4888000,1025000,9583000,9245000,1000,0,14638000,63000,7108000,0,28000,28000,0,0,154000,0,265000,1164000,507000,257000,6594000,75000,2638000,5165000,0,1482000,0,443000,2054000,0,0,242000,7441000,0,38000,0,4640000,65422000,8068000,0,9271000,0,520000,0,35000,0,0,0,0,1326000,0,50000,0,2821000,0,0,0,0,0,1170000,0,0,0,0,0,0,15000,316000,0,3000,0,0,418000,0,0,0,0,0,0,0,46000,0,0,0,0,0,0,0,0,129000,0,0,0,0,0,0,0,903000,0,0,0,0,334000,0,0,0,0,97000,0,0,3064000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BHS",0,318000,105000,10475000,0,0,12000,3135000,23451000,8757000,0,0,0,21276000,6458000,0,0,1000,4205000,21842000,0,1526000,22000,0,0,0,566000,0,0,0,0,941000,0,9451000,0,251000,0,0,0,1000,2708000,1000,2000,0,2361000,39468000,1007000,17000,0,0,1076000,0,5000,0,0,0,10617000,0,0,0,0,0,937675000,0,0,2606000,0,95000,0,0,0,0,0,0,0,0,131000,0,0,0,0,0,1000,71000,0,0,6000,0,0,4924000,19000,0,1992000,0,0,0,0,0,0,0,0,0,802000,0,137000,0,0,1000,0,0,40000,0,0,0,1000,0,0,13000,57000,0,726000,88000,0,0,0,0,0,48000,0,0,0,0,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45000,0,0,0,0,0,0
"BLZ",0,0,2000,90000,0,0,0,0,1415000,1000,0,0,0,183000,0,0,0,1000,515000,24726000,0,4000,0,0,0,0,241000,0,0,0,0,74000,27000,0,0,0,0,0,65000,0,14000,0,0,0,0,251000,95000,0,0,0,0,0,0,0,0,0,28000,0,0,0,0,0,33258000,0,0,0,0,1000,0,0,21000,0,0,0,0,0,0,0,0,0,0,0,20000,0,0,0,0,0,338000,16000,0,0,2844000,0,0,0,0,0,0,0,0,0,1000,0,376000,0,0,0,0,0,1000,0,0,52000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,365000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BMU",0,0,190000,31000,0,0,0,379000,479000,2000,0,0,0,4584000,69000,0,5418000,0,1120000,7029000,31000,1000,37000,0,0,0,4000,0,0,69000,8000,686000,0,3000,84000,118000,0,0,0,0,6644000,0,0,0,2000,5315000,0,1000,2420000,0,142000,0,93000,0,0,0,44000,0,0,2000,0,0,2451000,0,0,93000,0,0,0,0,0,0,0,0,0,0,0,0,9460000,0,0,2000,543000,56000,0,0,37000,0,0,0,0,7000,6000,0,0,0,0,0,0,0,0,0,0,0,2000,0,0,6000,0,0,0,0,0,1000,0,0,0,7000,0,0,0,0,0,0,0,0,0,13000,0,0,0,0,0,2000,1000,65000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BOL",0,27000,269000,31333000,0,0,0,17297000,5219000,279000,0,0,0,21606000,128000,0,22324000,0,9930000,42134000,1320000,1000,2199000,0,290000,726000,1000,6000,0,0,14000,2445000,0,21001000,0,58000,1000,0,0,0,519000,0,0,0,0,715000,3000,47000,0,0,0,0,0,0,0,0,314000,5000,0,749000,5524000,0,91973000,50000,0,130732000,0,10946000,0,0,4000,0,3000,0,13229000,0,14000,0,0,0,505000,0,1000,78000,0,0,1069000,0,0,5375000,0,9000,62000,0,0,0,0,274000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,171000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BRB",0,43000,0,5000,42000,0,2000,0,7819000,195000,0,0,0,794000,133000,0,48000,0,2408000,32750000,0,0,7000,0,0,0,11000,0,0,0,0,54000,0,104000,0,3000,0,0,0,0,1000,0,0,0,0,43000,0,503000,0,0,0,0,39000,0,0,0,2000,0,414000,0,0,0,33711000,0,0,0,20000,0,0,0,0,3000,0,0,0,0,2000,0,0,0,101000,10000,0,138000,0,0,19000,0,0,1000,0,6000,4014000,0,0,0,0,0,0,0,103000,2000,2e+05,0,0,80000,0,1000,0,1000,0,0,1000,370000,0,22000,1470000,0,6000,5358000,0,11000,0,0,0,0,2000,0,0,0,264000,0,6137000,48000,0,0,0,0,0,0,0,0,0,0,0,0,9000,3000,0,0,0,0,0,0
"CIV",0,751000,7226000,22959000,29684000,7986000,31000,10000,2513000,9258000,21000,3575000,5e+05,196764000,4686000,0,66072000,991000,379417000,41949000,12039000,0,181000,4092000,0,7531000,1905000,1099000,537000,3000,1806000,130839000,75000,17481000,0,1556000,8000,3572000,15000,8000,42000,35000,0,3608000,1038000,82721000,1249000,0,106000,4673000,9211000,1650000,58000,135000,629000,16652000,3929000,885000,794000,1000,4516000,0,170421000,14267000,0,889000,227000,0,1263000,1258000,24449000,6973000,3081000,0,15512000,115000,619000,3960000,7056000,624000,0,24531000,0,7000,195000,0,93000,7000,0,8000,332000,65000,0,12000,34000,0,0,36000,7035000,0,0,0,0,0,0,0,2943000,0,14000,0,0,141000,45000,574000,18000,64000,0,0,0,0,919000,30398000,0,0,0,0,1337000,41000,0,0,0,2341000,5391000,10000,0,665000,0,314000,0,0,0,0,0,1277000,0,0,0,0,0,0,263000,11000,0,0
"CMR",0,0,552000,13304000,82000,0,0,39000,3795000,3076000,0,26000,0,82051000,2579000,2253000,25180000,6000,148861000,12029000,1664000,0,1159000,2280000,0,0,10000,409000,0,0,1180000,19458000,0,14740000,0,0,0,1000,0,0,0,0,4000,33000,16000,89930000,92000,0,0,733000,3249000,0,33000,0,0,46719000,324000,336000,6239000,0,556000,0,19799000,252000,0,0,5782000,0,1027000,181000,1588000,21278000,38000,0,518000,12000,418000,330000,2788000,8000,0,169000,2000,0,28000,0,0,1000,101000,2000,0,5000,69000,0,0,0,0,0,266000,0,0,0,0,0,0,7261000,0,0,0,0,0,0,0,16000,0,0,0,27000,0,0,1000,1000,0,0,0,0,0,0,0,0,0,117000,0,8000,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,434000,0,0,0
