"","AUT","BHS","BOL","BRB","CHN","COL","CRI","CYP","CZE","DEU","DNK","DOM","ECU","ESP","FIN","FRA","GBR","GRC","GTM","GUY","HKG","HND","HTI","IDN","IRL","ISL","ISR","ITA","JAM","KNA","KOR","LBN","LTU","MAC","MEX","MYS","NIC","NLD","NOR","NZL","PAN","PER","PHL","PRT","SDN","SEN","SLV","SWE","THA","TTO","TUR","URY","USA","VEN","ZAF","ARG","AUS","AZE","BFA","BGD","BGR","BRA","CAN","CHE","CHL","CMR","DZA","EGY","EST","ETH","GHA","GIN","GMB","HRV","HUN","IND","IRN","JOR","JPN","LVA","MAR","MKD","MLI","MLT","NGA","OMN","POL","ROU","RUS","RWA","SGP","SVK","SVN","TZA","UKR","BDI","CIV","GAB","KEN","MWI","NER","TGO","TUN","ZMB","ARE","BIH","GEO","MDA","MUS","PAK","PRK","PRY","SAU","SLE","SYR","YUG","ALB","ARM","MDG","MNG","SYC","UGA","AFG","AGO","BEN","BHR","BLR","BLZ","BMU","CAF","COD","COG","CUB","DJI","ERI","FJI","GIB","GNB","GNQ","GRL","IRQ","KAZ","KHM","KWT","LAO","LBR","LBY","LKA","MMR","MNP","MOZ","MRT","NPL","PNG","QAT","SOM","SUR","TCD","TKM","UZB","VNM","ZWE","KGZ","TJK","ATF","FLK","FSM","KIR","MHL","NCL","PLW","UMI","WSM","ABW","SHN","SPM","TKL","TLS"
"ARM",767408,191691,0,0,0,0,0,449314,46079,10834135.47,0,0,259155.68,1276720.25,0,1249639.23,993791,302760.36,0,0,0,0,0,99118.2,79420,0,27583.85,936840.12,2873,0,67939.72,4335968.97,333924.99,0,0,0,0,1200162.79,9531,0,187246,5655,0,0,0,0,27595.32,0,158070,0,7079239,0,8361395.07,0,270133,0,0,0,0,0,1250028.5,0,99994.66,3297943,8343,0,0,1115722.96,107644,0,0,0,0,24651,32000,18072,51276019.16,0,99311.22,199600.71,0,24897.12,0,0,0,841160.56,0,6929.41,49262753.83,0,0,19399.51,59810.45,1187,5444821.25,0,0,0,0,0,0,0,0,0,2884360,0,21989322.81,114185,0,213082,0,0,0,0,2728470,0,0,0,0,0,0,0,0,0,0,0,1049696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,676994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7740257,118131,0,0,33901,40794,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MDG",1833008.36,0,0,3968.03,1906027.16,372386.39,26976,23351.6,2122459.89,55189438.69,2329500.95,90568,0,17466375.42,610748.88,260874530.28,41343364.84,1092569.44,0,0,4491405.86,0,0,959316.39,506558.15,13282.89,4216,36988593.37,10543.29,0,1354594.81,139210.45,0,0,562990.91,673457.83,3989,11891911.7,625497.94,64840.33,0,140838.4,0,5703582.72,46040.25,140000.77,0,9253002.42,4534737.54,0,315351.01,7069.08,57827044.53,15717.68,5337547.16,413144.63,576773.37,0,19289.82,171498.3,85815.55,82076.51,3716749.03,1863910.7,113902.71,17983,8345946.47,112405.52,5443.17,136569.83,29529.47,699959.18,0,66981.25,217493.33,2996345.54,0,70996.87,36581730.46,247518.53,862806.57,0,8560,22874.04,24873,44574.16,2005181.04,95587.42,574903.84,8405,9087471.37,456248.25,75474.41,34467.94,314140.66,0,101489.96,107760.04,161665.9,0,33454,0,387972,89858.94,54755,0,0,0,31110010.46,158905,0,0,4668,0,6209,114260.44,0,0,0,0,773421.5,291499.25,0,0,0,3653,0,7683,0,0,5948,0,0,6911,0,0,160197,0,1383,0,1104,0,0,0,0,10076,0,43786,0,0,210245,16475,0,0,0,0,0,0,0,0,0,179091,0,0,0,0,0,0,0,58637,0,6398,0,0,0,0,0,0
"MNG",143188.73,0,0,0,186002794.05,2233,0,0,26590.46,7048303.09,533060.8,0,0,106808,16212,1755662.23,20432698.73,82919,0,0,159103,0,0,88442.47,0,0,0,11595778.69,0,1430,3080532.87,35804.6,0,151600,11032,0,0,716480,4182,3321,92819,0,0,3814,0,0,0,10655,35523.62,0,176851.74,0,56318480.61,0,9511,0,1309,0,0,26033.65,7292.8,3454,55404,1534429.49,0,0,4301,243886.07,439593.7,0,0,0,0,139050,1990.65,424905.67,0,0,112302949.96,0,0,0,0,0,0,0,761500,13000,82697989.32,0,16919,1849916.97,5081,0,89408.36,0,0,0,0,0,0,0,0,0,34965,0,11395,0,25213,0,78705,0,2718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210466,0,0,0,0,0,0,0,0,0,0,6860,0,0,0,0,0,0,30174570,27298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SYC",203199.12,0,0,3057.51,0,0,0,0,0,7352888.09,8431,0,0,1245262.26,2360,25058528.43,6056304.64,13826,0,0,33667.2,0,0,7282,61168.15,0,0,20601470.71,1044,0,2532973.67,66924,194684.86,3022,0,248602.12,0,16101047.06,0,91652,0,10500.14,0,105325.85,10806,0,0,370880.52,7288332.6,2943.49,0,0,1401690.69,0,1575808.82,0,491872.82,0,0,0,0,0,1091303.86,255519.86,0,0,0,0,51246,1559972,18281.52,0,0,0,435000,396237.38,0,0,3378564.78,0,11605.58,0,0,0,26668.11,0,0,6481.55,59461.74,19317.6,1877691.19,0,0,3182,4250,0,56215.82,1213.96,337192,0,0,0,643998.41,0,312651,0,0,0,613282.81,0,0,0,0,0,0,52064.61,0,0,1462349.38,0,0,2356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UGA",3682677.9,0,0,0,1668237.04,159151,51508.56,28442.24,4932573.88,79930098.84,4827893.84,0,34150,80562578.96,1223469.51,46141997.51,37064668.82,2779112.75,0,0,10639278.16,169417,0,1180772.83,219876.17,41703.89,1878899,33356088.53,0,24311,632024.03,628500.81,0,0,88280.19,1488409.27,24602,28888729.25,4276724.43,4156.68,0,0,0,20452634.3,7058710.08,0,0,121052.77,1434041.5,0,788895.97,0,36247282.51,30895,2805439.62,0,5121123.33,0,0,35000,59726.49,231070,6903593.04,48731760.1,0,5000,2388764,895893.67,19764.06,0,117334.05,8563,0,449594.25,29251381.62,884615.39,0,2257333.26,4955010.49,0,155122.85,69003.98,1866.78,40175.99,0,5170.02,25505097.01,393269.52,157349.67,33418614.69,3641049,252210.96,1264426.56,8113535.48,63031.54,2136913.14,0,228983,11035673.17,19625,61728.96,13711,1233538.49,1638040.14,1750259,0,0,0,0,6528369,0,11904,19476,44160,53692,4726185.59,0,0,11850,0,0,0,0,0,0,0,0,11034,0,0,7294232,1553800,0,0,0,239228,31449,0,0,0,0,0,0,0,0,0,0,58440,0,0,0,0,0,4310,0,30250,0,0,0,0,0,1e+05,0,0,0,0,33259,0,0,0,0,0,0,0,3312,0,0,0
"AFG",158332.79,0,14497.71,1099,456172.22,0,425173.31,111869,54245.91,9773501.34,2714791.98,0,697947.42,168556.68,4581043,11584956.31,3170864.33,162724.18,0,0,98673.01,0,0,1608356.28,109337.58,1539.06,0,948423.13,5124,1312,16063,693662.26,121403.67,0,2953158.31,169229.15,0,21296.82,395328.39,91200,0,8247.3,360868.06,29049.71,0,0,23553.3,73433,321351.47,0,667198.88,8945.96,9177597.17,0,25905,22338.89,32057.21,25751.09,2146,207617.47,211710.59,6252453.34,494074.66,1123707.4,56147.61,8684.25,213595,725820.31,261992.08,73808.62,0,1701.59,123769.98,11194,134540.04,10492204.66,3197989.64,1210330.32,242353.67,0,0,269591.28,21050.3,7701.8,927970.78,0,115672.17,20000,7374403.44,1393,320800.17,0,213559.84,364399.96,340835.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AGO",5330,0,0,0,343897.25,0,0,0,0,28626112.79,6373,0,25235264.33,78119808.32,0,157315806.51,15455635.01,66144.36,0,0,0,0,0,116373.7,1064,0,0,15453496.98,0,0,155537906.75,33788.59,0,0,49373.82,0,0,701815.99,19203,0,0,776450.59,135797.02,14519865.98,40014.86,0,0,6687,17420381.96,0,8901.28,4654,2500316893.25,0,3859851,4873060.24,0,0,0,0,10658.03,33125353.16,0,48338.81,88329222.98,7445417.16,109680,8708,0,0,1752653.1,0,0,0,0,0,0,0,3162048.02,0,0,0,0,0,1923271.44,0,0,6000,0,12373.77,0,0,53380.72,4793,0,89956.86,7194.48,235658.79,2141.37,0,32662.44,1173.91,0,12772.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BEN",4784941.95,0,0,0,8121368.86,244007.4,0,0,40750.73,1043515.03,84408.93,0,45705.57,10854444.02,0,4546496.91,1450986.93,626169.15,0,0,766780.33,0,0,16900099.52,73487.67,0,0,16674362.76,0,0,2620856.6,0,0,0,402323.95,3239437.62,0,877903.87,0,0,0,0,42852.15,21178998.64,0,115129.06,0,0,15224982.71,0,847880.04,0,6483081.94,0,1566917,0,0,0,511177.67,7622351.63,0,86064409.03,0,83783.7,0,26948.61,340907,0,0,0,1128782.05,2023.37,0,0,6833.13,13233653.46,0,0,1407030.88,0,21096849.68,0,2136009,2377,20137817.66,0,451360.94,0,0,14233.77,31310.53,0,465990.57,0,0,0,312943.99,122250.01,0,0,3514308.94,3421975.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BHR",2730614.31,0,0,3713,14085382.85,80305.18,0,735038.4,10693,23831265.93,146367,0,0,14847963.16,767829.44,86528183.3,36058376.58,213297.94,0,0,54760310.01,0,0,25693571.59,263617.57,32898.29,0,21464573.99,0,0,248048404.19,3969579.67,0,0,73193.25,28903260.52,0,16363943.66,3352930.14,6196824.53,0,0,9155679.79,271239.79,23334562.75,136312.49,0,2945196.21,26883979.87,0,17867592.5,6313.56,115930169.76,0,705180,9464.29,8114540.1,0,2900,8563870.19,0,19096797.91,1433465.73,801420.98,17427,4860,2432427,7715656.97,0,0,1808398.14,0,0,1529,8000,84955918.1,50082099.32,15964084.89,377796754.5,0,288541.26,0,122723.56,94315,3007210.53,35470051.09,72128.17,4000,0,0,119614079.21,49850,943436.8,158933.87,52069,0,0,0,742771.82,0,0,0,4252107.6,0,0,0,4174,0,9843415.24,0,0,0,0,0,0,43538.2,0,0,0,0,1033,6227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BLR",17402098.25,0,0,8660,21855288.23,0,43606.35,0,18949183,216461475.46,11887256.76,0,66370.18,11405722.73,3735363.03,32864674.07,25472669.86,1951625.35,0,0,4289183.61,0,0,315098.32,440549,55849.49,59935.4,64693248.97,0,0,10376379.71,2015073.15,122670732.26,0,0,932044.04,0,45458468.05,5278402.12,69271.11,0,0,0,1199144.09,0,0,0,4609292.91,1410824.18,1855,35814882.51,352237.22,68045016.69,0,547400,349601.48,124821.04,6897820.55,0,124610.09,15016208.39,4823992,4615757.38,13286285.32,0,0,224716,2518259.95,15933622.11,23281.29,570351.05,4616.32,0,1595267.94,36417113.86,81597,7418448.15,3074,12901955.26,30802314.49,5241736.99,1491651.41,3011,0,2159067.43,0,156135100.38,29052732.59,308250990.12,0,5526960.24,16636155.54,4357690.42,39944.21,382968714.39,0,0,218668.24,0,0,0,0,65636.14,0,0,0,2755967,0,0,0,0,0,0,0,0,8456038.72,0,1393098.37,0,874865.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BLZ",27204.67,60209,0,577084.79,0,77564.68,822967.78,0,356841.55,3124087.93,0,23726,6146,10347489.08,5281.68,8230703.28,54433705.99,28000,2127150.66,964114.23,867424.23,762881.06,0,193235.13,6039708.33,0,0,2129837.37,5661649.57,15669.75,2540087.14,113493.28,187840.09,0,6577569,18607.25,124643.02,12535388.34,0,1036,151198,4726,132447.5,24639.28,0,0,454025.11,0,3470136.67,1672973.14,1070577.83,149511.9,114185685.09,38603.76,185198,6577,13313.61,0,0,12770.74,10062,9857.8,8432883.77,85576.98,830246.06,0,0,0,143454.99,0,0,245028,0,0,0,0,0,0,39136614.61,0,0,0,0,0,0,0,175530.25,0,779190.1,0,0,81535.49,91421.64,1594311.94,0,23404.99,0,0,0,0,0,5970,1501,37601.67,0,0,0,0,0,9500,0,0,0,0,0,0,0,0,44138,0,0,0,0,0,0,0,0,0,12707,0,0,0,9000,0,0,0,0,0,0,0,0,0,0,14139,0,0,0,0,0,0,0,0,0,0,0,0,43750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BMU",4838,154195.59,0,37116,28423,14141.79,238087,0,13784.19,40425.84,0,0,735250,31782593,1009940,1045565.19,31949427.25,0,40967.03,0,510159.47,0,0,6480045.27,20434,76092.57,0,19062229.2,108998,0,0,16744.6,0,0,28905.87,6612.64,0,22972595.44,93444057.49,148580.23,0,2529.04,27823.84,5122163,0,0,501020.94,1967,0,0,10552356.4,0,1163469,262132.09,1131120,0,0,0,0,228994.33,0,366111.22,2295585.04,14928444.55,0,0,0,23216.64,226336.36,15708.18,0,0,0,188111.03,0,24004.17,0,0,299270.87,0,450242.71,0,0,224357.91,0,0,0,0,422727.89,0,0,0,20653.73,0,4075994.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CAF",130925.36,0,0,0,999925.75,92598,26568.83,42725.23,1689.76,5915133.85,10851.4,0,14336,12571504.45,44915.68,10251813.19,101101.46,48172.94,0,0,0,0,0,379187,101281.64,0,0,4757046.77,0,0,272682.17,484379.1,0,0,902212.79,152637.5,0,251684.68,0,0,0,0,0,967477.99,35052,17921,0,15249.29,119006.76,0,0,0,1325793.27,0,43690,64658.38,0,0,60680,295593.53,0,50321.12,167092.63,629644.77,12762.06,2999827.49,0,6548379.82,5924607.06,0,35006.64,9874,0,5243.13,2830952.64,0,56197.22,0,857966.39,0,559898.39,8028.01,1924,0,1237892.56,0,0,0,0,0,0,1454,479040.77,0,0,0,23334,31043,0,0,0,25604,4510513.57,0,0,0,0,0,1187999.65,0,0,0,0,0,0,0,0,0,1716,0,0,0,0,0,0,0,0,0,0,0,1548722,189063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COD",2657795.78,0,0,0,601724.15,343818.41,0,86734.1,372730.01,20677319.77,235420.9,0,0,11196346.43,30215449.27,19415887.06,7865044.85,2044897.76,0,0,211801.05,18843.09,0,1219473.57,319226.03,0,0,50537213.9,0,0,1419504.46,181586.62,0,0,70986.96,391488.8,0,4758420.88,4088638.97,19949.97,0,0,30885.85,19800820.78,18114,200364.79,0,373124.98,1324556.06,0,1622870.02,0,168210307.39,0,3028391,440593,98939.59,0,13457.01,1352244.53,19955.99,1460372.58,7189191.26,985059.3,5932179.83,0,2020,233571.48,0,0,21852.73,1796,2410,0,0,30735668.08,0,138765.26,53762589.28,0,954622.26,11248.6,1652.16,4039.09,367150,2309.2,1151897.89,278387.63,526732.14,871511.1,219546.28,77977.62,599685.58,158020.98,32059.4,226182.81,1059,6985.55,3000222.72,0,0,31690.5,189458.23,65995.17,0,0,0,0,64796.62,0,0,0,0,0,0,56606.94,0,0,0,0,1071,360049.07,0,0,0,0,0,0,0,204349.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COG",546247.91,0,0,0,130082802.05,19819,0,5853.21,25867.91,117168272.09,903472.32,0,15340095.28,12947505.52,4869,57094991.49,4599209.97,2347887.82,0,0,1755656.75,22487.65,0,18832009.71,130968.64,0,0,86360743.08,22281.99,0,336263267.1,722919.37,0,0,398254.9,0,0,3195229.36,4244736.84,9129.85,0,0,67094.41,18681799.65,0,5865858.32,14330,64778,2149759.32,0,1345257.88,0,415770628.94,0,1287171,38549.26,36502139.92,0,28093.66,0,0,51544,5500751.43,272279.38,12423070.3,1421062,546788,0,0,0,3627107.47,3064593.26,0,188533.86,0,2235628.79,0,0,7450597.2,0,5377619.22,0,15561.78,0,1765.76,0,17844761.75,20224.06,172757.33,46731,0,0,824595.94,1938.92,0,25849.81,5404948,1855048.02,0,0,0,4785.67,1357011.81,39057,0,0,0,0,185997.85,0,0,0,0,0,0,279244.62,0,0,0,0,0,19402.16,0,0,0,0,0,0,0,3662326.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CUB",652501.06,141305.73,2046712.3,55002.84,87740930.83,26674465.28,334558.75,847248,677703.41,28288457.02,392549.93,0,805287.64,121884914.06,196616.23,46900707.22,22369687.26,516878.3,3928974.34,0,7374243.01,576656.93,0,0,1018676.47,9474.99,0,17521099.4,3233568.46,0,0,1794649.8,0,706497,33962249.74,0,1010183.81,259989972.5,234489.61,245928.66,243794.37,637012.61,27779.84,26709498.47,29902.09,101259.03,275252,384543.04,606975.25,363151.67,193508.22,430983.94,0,4711776.09,112249,4311981.64,2824826.87,34000,11994,40720.88,16028715.83,21411614.31,250633168.74,12301143.66,656718.65,15465.46,3898610,67345916.39,20055.56,38117.95,10482.69,10619,0,188111.7,261788.13,5631041.69,51702962.66,689915,100454586.23,3948731.29,92757.27,0,0,28724,0,25411,1203006.69,15570357.18,312197504.61,0,2699900,671585.36,314277.3,0,681748.84,0,22687.71,0,0,0,0,0,9924651.15,0,0,0,0,0,0,0,0,317016.85,0,0,0,1058539.58,0,0,1176.99,0,0,0,0,0,0,0,0,2088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DJI",50601,0,0,0,3727.4,0,0,37219.78,0,207394.53,23418.01,0,0,185107.33,0,1942491.95,648733,146366.86,0,0,9656.19,45546.19,0,0,27593.87,0,0,197866.65,0,0,13770,0,0,0,0,0,0,2603866.52,0,0,0,0,0,29227.67,0,0,0,684512.25,0,0,25456.12,0,0,0,0,0,0,0,127382.39,5701.68,0,0,0,1723.33,0,0,0,0,15691.82,5878381.14,0,11595,0,0,0,147626.56,0,0,72104.47,0,0,0,0,0,256601,0,269013.65,34000,2392.77,298078.34,26145.02,0,7504,3877.75,0,47820.85,0,0,125176.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERI",6561,0,0,0,0,139679.5,0,0,0,38690776.87,7427,0,0,15897.91,179397.46,699018.39,130929.63,0,0,0,0,0,0,134654.68,1059340,0,0,3321805.48,0,0,10797,64136,0,0,0,0,0,298865.68,32658,0,0,0,0,1128157.51,25007,0,0,45240,0,0,0,0,1242155.84,0,0,0,0,0,0,0,0,0,0,48567.93,0,0,0,481175.78,0,1239851.26,0,0,0,0,0,0,0,0,9613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11239,0,0,0,7016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FJI",20585,0,0,21529,133801.62,35634.39,0,4903.67,9079,2276849.74,4413,0,21563.16,652120.09,0,957350.3,87528037.94,1210.36,0,0,5812057.72,0,0,19272,435823.58,0,0,427532.16,17339.05,0,4887345.94,0,0,0,693314.55,11941955.01,0,554915.73,0,33585040.21,0,0,89412,15538554.12,0,0,0,68840,54823.15,0,0,1468,88106971.21,0,1957,0,137626598.31,0,0,201195.84,0,22733.32,1391379.49,46739.3,0,0,0,0,0,0,38525.79,7896.52,0,0,1000,0,0,0,30815380.92,0,0,0,0,8227.38,0,0,0,0,0,0,1590573.6,0,10100,13708.69,0,0,0,0,0,0,0,1021.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4401041.57,0,0,0,0,0,0,0,0,0,0
"GIB",207697.82,0,0,0,1121183.88,10653.03,12701.12,0,44519,326251.57,49296,0,0,5435367.11,7353590.1,1734946.83,7786396.45,37374.57,15262.55,0,265175,0,0,2399483,108392.8,0,0,172590.92,0,0,0,0,123256.29,0,119441.32,19593.84,0,215790.11,7366627.5,0,0,0,574790.67,1098169.99,217917.11,0,0,43707.98,0,0,0,0,461483.82,0,424491,50282.74,184593.26,81959.03,0,19618.18,66551.61,65833.86,58929.68,574667.97,0,0,0,4502750.06,2581.15,0,6575193.35,0,0,54452.88,0,0,0,0,1687,26919.66,41347,0,0,0,13601,0,0,73343.03,7233306.67,3215,0,6807.64,0,21744.7,1194810.62,0,1416,7062,0,0,0,0,41543,106118.29,0,0,4949,0,0,0,0,0,0,0,0,89851.94,0,0,2280.97,0,0,271494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GNB",0,0,0,0,955393.39,0,0,0,0,220677.87,0,0,0,2234191.97,0,5146,0,0,0,0,4760.72,0,0,4293,0,0,0,7820910.79,0,0,1158981.68,0,0,0,0,0,0,0,0,0,0,0,0,2537737.71,0,17150.29,0,19669,2379469.81,0,0,0,86353.68,0,145655,2071,0,0,0,0,0,0,120860.4,0,0,0,0,178858.7,0,0,0,0,115699.22,0,0,42146377.02,0,0,583494.5,0,0,0,0,0,5230,0,0,0,0,0,0,0,0,73026.39,0,0,0,0,0,0,2420,33095.86,158614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GNQ",244944.94,0,0,0,67480687.91,0,0,0,0,9474930.26,0,0,0,86138189.18,0,7214308.71,890511.52,0,0,0,5373159.05,0,0,170194.63,0,0,0,839142.04,0,0,59966115.52,0,0,0,73221.74,0,0,1273440.99,12828,0,0,0,0,4292230.47,0,0,0,0,0,0,0,0,27260769.92,0,0,0,0,0,0,39774.94,0,0,65964.27,0,0,28086151.01,0,31538.63,0,0,0,1052.22,0,0,0,0,0,0,42926263.45,0,0,0,0,0,20765,0,0,0,18468,0,0,0,0,69756.22,0,0,0,0,0,0,0,97133,5156.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRL",142206,0,0,0,354585.13,0,0,4813.45,4868,21978550.43,246436703.68,0,0,143441.99,252331.36,6909460.43,11612219.86,0,0,0,0,0,0,175480.72,102538.71,4818806.61,0,27880.6,0,0,1066898.89,0,0,0,0,0,0,268707.02,16914486.2,0,0,0,0,9175,0,0,44916.57,381851,1277443.29,0,0,0,8224918.79,0,12343,0,0,0,0,36730.88,0,0,1706205.01,26156.81,0,1710,0,0,0,9885,0,0,0,12639.86,0,0,0,23913,26148593.87,0,0,0,0,0,287146.95,0,299229,0,8863,0,0,0,0,2094,2149,0,0,0,0,0,0,0,1619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3221.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IRQ",116338390.84,0,45728.06,0,29626617.83,77591.57,0,12612074.31,7306163.98,5264667.85,9951,0,0,383085089.14,0,460549547.5,0,16101735.02,0,0,33127.27,36919.78,0,32033901.32,7162,0,0,177765799.37,0,0,0,0,0,0,306032.62,0,0,151940225.23,0,0,0,0,176524.8,61107227.86,127195.72,0,25784.78,13506,0,0,67675353.77,0,271143301.28,43052.5,0,0,10226683.26,0,0,74638.09,38743804.12,17623,82024240.69,8034180.9,0,0,3011,2114541.69,0,23413.18,45990.26,5924.64,0,56271274.21,0,162268401.02,30322189.42,461549603.85,100666599.9,0,82917212.53,0,0,0,95572.74,0,0,51931992.23,0,0,0,9510.07,5371.21,0,0,0,0,0,21816,0,9181.82,8466.83,0,0,0,0,0,0,0,0,0,0,0,0,0,18347.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KAZ",35828384.4,0,0,0,398013348.34,29928.27,981578.41,62861,36365448.33,268433884.71,493555.03,0,0,13302885.49,152002092.34,115623256.7,10927902.73,72678879.29,0,0,0,0,0,4671899.75,5740,0,0,137478632.51,3644,0,79457146.35,201650.13,17319140.69,0,617997.87,850032.38,0,13968417.59,0,1364661.82,0,0,84196.81,2983314.77,0,0,2047149,2951799.64,56068228.22,0,157311375.19,0,66455695.52,0,418689,400147.74,145988.99,26404646.03,0,0,1847052.66,0,4581729.17,1495317.98,14110,0,0,914797.7,21170234.47,0,0,0,0,2052468.82,8078525.6,25816082.21,91982246.56,302301.05,183961567.74,11272462.34,2634923.58,17603074.73,0,0,0,0,25548153.66,1835195.79,2385191737.67,0,1611780.5,9373450.32,1109903.86,0,356717127.24,0,0,0,0,0,0,0,5624388.65,0,0,0,2755474,0,0,0,0,0,0,0,0,2673390.52,0,1694454.81,0,1607714.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
